NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
RIO BRANCO;AC;;;20;1;;D;4;A;A;13;5;5;5;5;5;
MANCIO LIMA;AC;MANCIO LIMA;AC;19;2;1;B;5;A;A;;;;;;;
MANOEL URBANO;AC;;;22;1;;B;4;A;A;20;5;5;5;5;5;
RODRIGUES ALVES;AC;;;31;1;;B;3;C;B;18;5;5;5;5;5;
PORTO ACRE;AC;;;33;1;;C;4;B;A;18;5;5;4;5;5;
CRUZEIRO DO SUL;AC;;;21;1;;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;2;A;A;21;3;0;4;5;5;
RIO BRANCO;AC;;;30;1;;C;4;A;A;19;0;5;5;3;3;
RIO BRANCO;AC;;;16;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;22;4;;A;7;E;E;18;0;5;5;4;3;
RIO BRANCO;AC;;;28;1;;B;4;A;A;23;5;5;5;5;5;
RIO BRANCO;AC;;;23;1;;D;7;A;A;22;4;0;5;5;0;
SENADOR GUIOMARD;AC;;;40;1;;N;3;A;A;14;0;5;5;0;0;
RIO BRANCO;AC;;;16;3;;O;3;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;4;B;C;19;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;38;1;;B;5;A;D;25;5;5;5;5;5;
FEIJO;AC;;;17;3;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;29;1;;C;5;D;B;14;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;32;1;;B;3;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;19;1;;N;3;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;22;1;;B;4;B;A;20;5;5;5;5;5;
CRUZEIRO DO SUL;AC;;;23;1;;B;6;A;A;;;;;;;
CAPIXABA;AC;;;22;1;;C;5;A;B;19;5;0;5;5;4;
CRUZEIRO DO SUL;AC;;;29;1;;C;5;A;A;25;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;28;1;;C;4;A;A;18;0;5;5;5;5;
RIO BRANCO;AC;;;22;1;;B;1;A;B;13;4;5;5;5;2;
RIO BRANCO;AC;;;24;1;;B;3;A;A;20;1;5;5;5;5;
RIO BRANCO;AC;;;21;1;;B;10;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;17;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;H;4;A;A;19;5;0;5;5;5;
RIO BRANCO;AC;;;18;3;;M;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;17;3;;B;8;A;A;;;;;;;
RIO BRANCO;AC;;;29;1;;B;3;A;A;16;4;5;5;5;5;
RIO BRANCO;AC;;;23;1;;G;4;A;A;15;5;4;5;5;5;
PORTO WALTER;AC;;;40;1;;B;5;A;A;25;0;1;1;1;0;
TARAUACA;AC;;;36;1;;B;5;A;C;17;2;5;5;5;4;
RIO BRANCO;AC;;;41;1;;D;7;E;A;16;2;4;4;4;1;
RIO BRANCO;AC;;;21;1;;C;3;A;A;20;5;4;5;1;4;
RIO BRANCO;AC;;;21;1;;B;3;A;A;18;5;2;5;5;5;
RIO BRANCO;AC;;;41;1;;C;6;E;A;17;2;5;5;5;5;
FEIJO;AC;FEIJO;AC;22;2;1;B;4;D;A;14;3;3;3;3;3;
XAPURI;AC;XAPURI;AC;23;2;1;B;5;A;A;;;;;;;
EPITACIOLANDIA;AC;;;23;3;;B;5;C;B;;;;;;;
RIO BRANCO;AC;;;19;1;;B;4;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;19;1;;B;2;A;A;18;4;5;5;5;5;
RIO BRANCO;AC;;;34;1;;F;3;A;A;14;0;0;5;5;2;
RIO BRANCO;AC;;;24;1;;B;8;A;A;22;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;A;6;A;A;22;5;5;5;5;5;
ACRELANDIA;AC;;;17;1;;B;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;18;1;;B;10;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;B;5;A;A;14;1;0;1;1;0;
BRASILEIA;AC;;;34;1;;B;6;E;A;;;;;;;
ASSIS BRASIL;AC;;;23;1;;B;7;A;A;;;;;;;
RIO BRANCO;AC;;;35;1;;B;4;A;A;20;4;5;5;5;5;
PLACIDO DE CASTRO;AC;;;24;1;;E;5;A;A;;;;;;;
RIO BRANCO;AC;;;24;3;;B;2;B;A;20;5;5;5;5;5;
RIO BRANCO;AC;;;28;1;;B;3;A;A;22;2;5;5;4;4;
RIO BRANCO;AC;;;15;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;16;1;;J;4;A;A;;;;;;;
RIO BRANCO;AC;;;23;4;;B;8;A;B;13;4;0;5;5;5;
EPITACIOLANDIA;AC;EPITACIOLANDIA;AC;17;2;1;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;30;1;;B;4;A;A;24;0;5;2;5;5;
ACRELANDIA;AC;ACRELANDIA;AC;19;2;1;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;27;3;;C;1;A;E;20;1;1;1;1;1;
TARAUACA;AC;TARAUACA;AC;18;2;1;A;5;A;A;;;;;;;
RIO BRANCO;AC;;;39;1;;D;5;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;20;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;I;2;A;A;20;5;5;5;5;3;
RIO BRANCO;AC;;;22;1;;B;2;A;A;21;5;5;5;5;5;
TARAUACA;AC;;;17;1;;C;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;16;3;;B;4;A;A;14;5;5;5;5;5;
RIO BRANCO;AC;;;22;3;;D;4;A;C;16;5;0;4;5;5;
CRUZEIRO DO SUL;AC;;;16;3;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;30;1;;E;3;A;A;19;1;5;5;5;5;
RIO BRANCO;AC;;;23;1;;B;5;A;A;18;5;5;5;5;5;
CRUZEIRO DO SUL;AC;;;26;1;;B;7;A;A;18;5;5;5;5;5;
CRUZEIRO DO SUL;AC;;;21;1;;B;5;A;A;13;5;5;5;5;5;
PLACIDO DE CASTRO;AC;;;18;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;I;3;A;A;22;4;0;0;3;3;
MANCIO LIMA;AC;MANCIO LIMA;AC;18;2;1;B;5;A;A;;;;;;;
TARAUACA;AC;TARAUACA;AC;18;2;1;A;9;A;A;;;;;;;
MANOEL URBANO;AC;;;16;3;;B;5;A;A;13;3;0;5;5;0;
RIO BRANCO;AC;RIO BRANCO;AC;19;2;1;C;2;A;B;;;;;;;
RIO BRANCO;AC;;;17;1;;E;5;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;5;A;B;19;3;5;5;5;5;
RIO BRANCO;AC;;;44;1;;C;8;B;A;16;0;5;5;5;5;
SENA MADUREIRA;AC;;;23;1;;G;4;A;A;18;4;5;5;4;5;
CRUZEIRO DO SUL;AC;;;23;1;;B;3;A;A;19;5;5;5;5;5;
RIO BRANCO;AC;;;27;1;;B;3;C;E;19;4;5;5;4;5;
RIO BRANCO;AC;;;23;1;;B;9;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;21;3;;E;4;A;C;18;5;0;5;5;5;
XAPURI;AC;XAPURI;AC;19;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;C;1;A;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;36;1;;B;5;A;B;;;;;;;
CRUZEIRO DO SUL;AC;;;32;1;;K;5;A;A;21;5;0;5;0;5;
RIO BRANCO;AC;;;18;3;;B;4;A;A;16;3;2;5;4;4;
RIO BRANCO;AC;;;34;1;;C;2;A;A;15;5;5;5;5;5;
RIO BRANCO;AC;;;28;1;;E;3;A;A;18;2;5;4;2;5;
RIO BRANCO;AC;;;24;1;;C;3;A;A;13;4;5;5;5;4;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;B;4;A;A;;;;;;;
XAPURI;AC;;;30;1;;C;5;D;A;13;4;5;5;5;3;
RIO BRANCO;AC;;;45;1;;C;3;A;A;13;5;0;5;5;4;
CRUZEIRO DO SUL;AC;;;28;1;;B;4;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;20;1;;B;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;29;1;;D;3;A;A;18;0;5;5;5;5;
CRUZEIRO DO SUL;AC;;;24;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;C;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;20;1;;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;15;3;;D;5;A;A;;;;;;;
RIO BRANCO;AC;;;30;1;;B;3;A;A;22;2;5;5;5;3;
CRUZEIRO DO SUL;AC;;;27;1;;B;3;A;A;18;2;3;5;5;3;
EPITACIOLANDIA;AC;;;32;1;;B;3;A;A;23;5;5;5;5;5;
ACRELANDIA;AC;;;18;1;;B;4;A;A;15;3;0;5;4;5;
TARAUACA;AC;TARAUACA;AC;17;2;1;G;6;A;A;;;;;;;
RIO BRANCO;AC;;;24;1;;B;3;B;A;17;4;0;5;5;4;
RIO BRANCO;AC;;;43;1;;B;7;A;A;25;0;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;21;4;;F;3;A;D;16;3;2;5;5;5;
EPITACIOLANDIA;AC;;;19;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;44;1;;C;5;A;A;20;0;0;0;0;0;
RIO BRANCO;AC;RIO BRANCO;AC;19;2;1;D;4;B;A;;;;;;;
RIO BRANCO;AC;;;15;3;;C;6;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;B;4;A;A;20;0;3;5;5;5;
RIO BRANCO;AC;;;18;1;;C;5;A;A;;;;;;;
RIO BRANCO;AC;;;24;1;;F;4;A;A;17;5;0;5;3;4;
BRASILEIA;AC;;;26;3;;B;2;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;C;2;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;A;3;A;A;;;;;;;
SENA MADUREIRA;AC;;;34;1;;B;3;A;A;13;3;5;5;5;5;
CRUZEIRO DO SUL;AC;;;32;1;;F;3;A;D;22;5;5;5;5;5;
PORTO WALTER;AC;;;24;1;;B;6;A;B;;;;;;;
RIO BRANCO;AC;;;30;1;;C;5;A;A;15;5;3;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;D;6;A;A;16;4;3;5;5;5;
TARAUACA;AC;TARAUACA;AC;17;2;1;C;7;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;G;4;B;A;19;5;3;5;5;5;
XAPURI;AC;;;19;1;;D;6;A;A;18;5;0;5;5;5;
PLACIDO DE CASTRO;AC;;;29;1;;C;6;A;A;17;5;4;5;5;5;
MARECHAL THAUMATURGO;AC;MARECHAL THAUMATURGO;AC;19;2;1;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;18;3;;E;8;A;A;;;;;;;
RIO BRANCO;AC;;;19;3;;B;4;B;B;17;1;0;5;5;0;
BRASILEIA;AC;BRASILEIA;AC;17;2;1;B;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;19;1;;E;3;A;B;18;3;4;5;5;5;
SENA MADUREIRA;AC;SENA MADUREIRA;AC;18;2;1;B;12;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;25;1;;F;5;A;A;18;5;3;1;5;1;
RIO BRANCO;AC;;;16;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;18;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;E;6;A;A;;;;;;;
RIO BRANCO;AC;;;27;1;;C;7;A;A;20;5;5;5;5;3;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;3;A;A;16;5;3;5;5;5;
SENA MADUREIRA;AC;SENA MADUREIRA;AC;18;2;1;C;5;A;A;;;;;;;
PLACIDO DE CASTRO;AC;;;28;4;;B;6;A;A;16;5;5;5;5;5;
RODRIGUES ALVES;AC;;;17;3;;B;13;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;F;10;A;A;;;;;;;
TARAUACA;AC;TARAUACA;AC;19;2;1;B;5;B;A;;;;;;;
RIO BRANCO;AC;;;32;1;;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;34;1;;F;4;A;A;18;5;5;5;3;4;
CRUZEIRO DO SUL;AC;;;27;1;;F;5;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;F;4;A;A;14;3;2;5;5;5;
RIO BRANCO;AC;;;21;1;;B;2;A;A;18;5;2;5;2;2;
CRUZEIRO DO SUL;AC;;;20;1;;H;6;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;B;1;A;C;17;5;5;5;5;5;
RODRIGUES ALVES;AC;;;32;1;;B;4;A;B;25;5;5;5;5;5;
RIO BRANCO;AC;;;31;1;;C;5;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;18;1;;K;5;A;A;18;1;0;3;5;3;
RIO BRANCO;AC;;;21;1;;B;6;A;A;15;5;5;5;5;1;
BRASILEIA;AC;;;38;1;;D;3;D;D;16;0;5;5;5;5;
CRUZEIRO DO SUL;AC;;;17;3;;B;6;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;27;2;1;B;2;B;C;17;3;5;3;5;5;
RODRIGUES ALVES;AC;;;16;3;;G;7;A;A;;;;;;;
PLACIDO DE CASTRO;AC;;;20;3;;B;3;A;B;;;;;;;
RIO BRANCO;AC;;;21;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;D;3;A;A;;;;;;;
EPITACIOLANDIA;AC;;;26;1;;B;3;C;A;23;5;4;5;5;5;
RIO BRANCO;AC;;;20;1;;I;3;A;A;;;;;;;
RIO BRANCO;AC;;;40;1;;D;5;A;A;23;0;5;4;4;5;
RIO BRANCO;AC;;;25;1;;D;5;A;A;18;5;5;5;3;5;
FEIJO;AC;;;35;1;;C;1;C;A;20;5;5;4;5;5;
RIO BRANCO;AC;;;23;1;;C;6;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;18;1;;K;5;A;A;;;;;;;
RIO BRANCO;AC;;;20;1;;B;4;A;A;17;5;0;5;5;1;
RIO BRANCO;AC;;;29;1;;F;5;A;A;14;5;5;5;5;2;
EPITACIOLANDIA;AC;EPITACIOLANDIA;AC;18;2;1;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;19;4;;B;4;B;B;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;19;2;1;B;3;A;B;;;;;;;
RIO BRANCO;AC;FEIJO;AC;26;2;1;B;1;A;A;18;4;4;5;5;5;
SENADOR GUIOMARD;AC;;;28;1;;B;2;A;A;25;0;3;5;5;5;
RIO BRANCO;AC;;;36;1;;H;4;D;D;13;1;5;4;1;5;
RIO BRANCO;AC;;;42;1;;C;5;C;B;18;5;5;5;3;4;
XAPURI;AC;XAPURI;AC;19;2;1;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;18;1;;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;D;6;A;A;;;;;;;
RIO BRANCO;AC;;;17;3;;H;6;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;21;2;1;B;2;A;A;18;3;3;3;3;3;
RIO BRANCO;AC;;;23;1;;C;4;B;A;18;3;1;5;5;5;
RIO BRANCO;AC;;;47;1;;F;3;A;A;16;3;4;5;4;4;
RIO BRANCO;AC;;;27;1;;A;3;A;A;13;4;5;5;5;5;
RIO BRANCO;AC;;;25;1;;C;2;D;A;13;3;5;5;5;5;
RIO BRANCO;AC;;;24;1;;J;2;A;A;18;0;5;5;5;4;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;F;5;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;1;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;18;3;;B;5;A;A;15;3;4;4;5;5;
TARAUACA;AC;;;21;1;;C;3;A;A;16;3;5;5;4;5;
RIO BRANCO;AC;;;20;3;;C;3;A;E;18;5;5;5;5;5;
PLACIDO DE CASTRO;AC;PLACIDO DE CASTRO;AC;17;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;F;5;C;A;;;;;;;
EPITACIOLANDIA;AC;;;42;1;;B;3;A;A;18;5;5;5;5;5;
PORTO WALTER;AC;;;22;1;;B;4;A;A;25;3;5;5;5;5;
RIO BRANCO;AC;;;21;1;;G;5;A;B;13;5;0;5;5;5;
RIO BRANCO;AC;;;31;1;;C;8;A;A;14;0;5;5;5;5;
RIO BRANCO;AC;;;32;1;;B;6;A;B;25;5;5;5;5;5;
RIO BRANCO;AC;;;66;1;;I;2;B;B;13;0;1;5;5;0;
TARAUACA;AC;;;24;1;;F;5;A;A;20;1;1;1;1;1;
CRUZEIRO DO SUL;AC;;;33;1;;E;5;A;A;19;2;4;5;4;5;
CRUZEIRO DO SUL;AC;;;20;3;;C;6;B;B;;;;;;;
MARECHAL THAUMATURGO;AC;;;17;1;;A;9;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;49;1;;F;1;A;A;18;4;4;4;4;4;
RIO BRANCO;AC;;;16;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;20;3;;A;6;A;B;18;5;5;5;4;5;
RIO BRANCO;AC;RIO BRANCO;AC;22;2;1;E;3;C;A;20;5;0;5;5;5;
RIO BRANCO;AC;;;36;1;;E;5;A;A;18;5;4;5;4;2;
CRUZEIRO DO SUL;AC;;;15;3;;B;7;A;A;14;4;0;5;5;5;
PORTO WALTER;AC;;;20;1;;C;6;A;B;18;5;1;5;5;4;
RIO BRANCO;AC;;;18;3;;B;6;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;25;1;;B;3;A;A;22;5;5;5;5;5;
RIO BRANCO;AC;;;23;1;;C;5;A;A;17;5;5;5;5;4;
RIO BRANCO;AC;;;22;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;17;3;;B;5;A;A;;;;;;;
PORTO ACRE;AC;;;33;1;;D;4;D;A;;;;;;;
PORTO ACRE;AC;;;18;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;D;1;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;B;4;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;22;1;;B;2;A;B;15;5;0;1;2;3;
RIO BRANCO;AC;;;30;1;;C;8;A;A;15;5;5;3;5;5;
CRUZEIRO DO SUL;AC;;;24;1;;B;5;A;A;20;5;0;5;5;0;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;B;2;A;A;;;;;;;
FEIJO;AC;;;15;3;;L;5;A;A;;;;;;;
BRASILEIA;AC;;;21;1;;B;7;A;A;20;2;2;5;5;5;
RIO BRANCO;AC;;;41;1;;C;3;A;B;22;0;0;5;5;5;
ASSIS BRASIL;AC;ASSIS BRASIL;AC;17;2;1;C;6;A;A;;;;;;;
SENA MADUREIRA;AC;;;16;3;;C;6;A;A;;;;;;;
ACRELANDIA;AC;ACRELANDIA;AC;17;2;1;G;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;31;2;1;A;5;C;A;17;5;5;5;5;2;
RIO BRANCO;AC;RIO BRANCO;AC;22;2;1;B;6;A;E;;;;;;;
SANTA ROSA DO PURUS;AC;;;24;1;;B;2;A;A;18;0;1;1;1;0;
SENA MADUREIRA;AC;;;30;1;;G;5;B;A;20;3;5;5;5;5;
CRUZEIRO DO SUL;AC;;;21;1;;B;7;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;27;1;;B;4;A;A;18;5;5;5;5;5;
RODRIGUES ALVES;AC;;;19;1;;B;5;A;A;;;;;;;
BRASILEIA;AC;BRASILEIA;AC;18;2;1;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;40;1;;G;3;A;A;19;5;5;5;5;5;
MANCIO LIMA;AC;MANCIO LIMA;AC;18;2;1;B;6;A;A;;;;;;;
TARAUACA;AC;;;18;3;;C;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;16;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;E;3;B;A;14;1;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;F;2;A;A;16;4;0;5;4;5;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;B;4;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;26;1;;B;4;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;18;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;B;9;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;29;1;;D;4;A;A;16;5;5;4;4;5;
SENA MADUREIRA;AC;;;18;1;;B;2;A;A;17;5;0;4;5;2;
RIO BRANCO;AC;;;19;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;54;1;;F;3;A;A;18;3;5;5;5;5;
RIO BRANCO;AC;;;28;1;;C;4;A;A;20;3;5;5;5;5;
RIO BRANCO;AC;;;34;1;;D;2;A;A;18;5;3;5;5;5;
RIO BRANCO;AC;;;32;1;;C;3;B;A;14;5;0;3;5;0;
RIO BRANCO;AC;;;22;1;;B;5;A;A;18;5;1;5;5;5;
CRUZEIRO DO SUL;AC;;;16;3;;B;5;A;A;;;;;;;
BRASILEIA;AC;BRASILEIA;AC;18;2;1;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;8;A;A;19;5;2;5;5;5;
RIO BRANCO;AC;;;36;1;;B;4;A;A;16;4;4;4;4;4;
RIO BRANCO;AC;;;22;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;D;7;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;2;B;A;17;5;5;5;5;5;
MANCIO LIMA;AC;;;23;1;;B;3;A;A;19;5;5;1;5;5;
RIO BRANCO;AC;;;21;1;;B;3;A;A;16;5;5;5;5;4;
RIO BRANCO;AC;;;33;4;;B;4;E;E;16;3;5;5;4;1;
RIO BRANCO;AC;;;17;3;;B;4;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;18;3;;F;2;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;34;1;;G;5;A;B;13;0;5;5;3;5;
RIO BRANCO;AC;;;19;1;;E;3;A;A;16;4;1;5;5;5;
RIO BRANCO;AC;;;27;1;;B;3;C;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;D;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;K;5;A;A;;;;;;;
SENA MADUREIRA;AC;;;25;1;;B;4;A;A;;;;;;;
FEIJO;AC;;;18;1;;B;11;A;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;22;1;;B;4;A;A;19;5;0;5;5;5;
RIO BRANCO;AC;;;17;3;;B;4;C;A;;;;;;;
CRUZEIRO DO SUL;AC;;;38;1;;B;7;A;A;18;0;5;5;5;5;
RIO BRANCO;AC;;;25;1;;B;3;B;A;18;5;5;5;5;3;
JORDAO;AC;;;40;1;;B;4;E;A;22;5;5;5;5;5;
RIO BRANCO;AC;;;21;1;;B;6;A;A;17;0;0;5;5;5;
CRUZEIRO DO SUL;AC;;;38;1;;B;4;A;A;18;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;17;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;18;3;;B;2;A;B;16;5;5;5;5;5;
TARAUACA;AC;TARAUACA;AC;17;2;1;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;A;6;A;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;C;4;A;A;14;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;33;4;;B;4;B;E;18;0;0;5;2;0;
RIO BRANCO;AC;;;37;4;;C;8;D;D;18;5;5;3;3;3;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;21;1;;C;4;A;A;20;4;0;5;5;5;
RIO BRANCO;AC;;;35;1;;D;7;A;A;22;5;5;5;5;0;
RIO BRANCO;AC;;;14;3;;N;3;A;A;;;;;;;
TARAUACA;AC;;;22;1;;B;6;A;A;20;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;C;4;A;A;;;;;;;
PORTO WALTER;AC;;;24;1;;A;3;A;A;21;2;5;5;5;5;
CRUZEIRO DO SUL;AC;;;28;3;;B;9;C;E;17;5;5;5;3;5;
RIO BRANCO;AC;;;43;1;;B;4;A;A;17;5;5;1;1;1;
RIO BRANCO;AC;;;20;1;;B;4;A;A;;;;;;;
MARECHAL THAUMATURGO;AC;;;22;1;;C;5;A;A;17;5;0;5;5;5;
RIO BRANCO;AC;;;20;1;;E;7;A;A;;;;;;;
TARAUACA;AC;;;19;3;;D;7;A;B;17;5;5;5;5;5;
SENADOR GUIOMARD;AC;;;25;1;;O;6;A;A;18;0;0;5;5;0;
SENA MADUREIRA;AC;;;18;1;;B;5;A;A;16;5;4;5;5;5;
TARAUACA;AC;;;25;1;;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;20;1;;D;5;A;B;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;2;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;20;2;1;A;1;A;A;17;0;0;4;3;2;
RIO BRANCO;AC;;;19;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;30;4;;B;3;E;E;14;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;D;7;A;A;22;2;0;3;5;5;
SENA MADUREIRA;AC;SENA MADUREIRA;AC;18;2;1;B;2;C;A;14;5;0;5;5;5;
FEIJO;AC;FEIJO;AC;19;2;1;B;8;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;27;2;1;B;3;E;B;24;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;B;3;A;A;20;5;5;4;5;4;
RIO BRANCO;AC;;;16;1;;D;5;A;A;;;;;;;
BRASILEIA;AC;;;24;1;;B;5;A;A;20;3;4;5;2;5;
RIO BRANCO;AC;RIO BRANCO;AC;19;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;L;4;A;A;;;;;;;
FEIJO;AC;;;17;3;;C;9;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;16;3;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;18;1;;G;4;A;A;16;1;0;5;5;4;
RIO BRANCO;AC;RIO BRANCO;AC;20;2;1;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;B;4;A;A;18;5;5;5;5;5;
SENA MADUREIRA;AC;;;33;1;;K;3;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;53;1;;D;4;C;A;14;0;5;5;5;4;
CRUZEIRO DO SUL;AC;;;47;1;;F;8;A;E;25;5;5;5;5;0;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;E;13;A;A;;;;;;;
