NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
RIO BRANCO;AC;;;27;1;;F;6;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;23;1;;B;3;A;A;15;4;5;5;5;3;
RIO BRANCO;AC;;;27;1;;E;5;C;B;25;2;5;3;5;5;
RIO BRANCO;AC;;;34;1;;G;3;A;B;19;0;5;2;2;3;
RIO BRANCO;AC;;;28;1;;B;4;A;A;20;5;3;5;5;5;
RIO BRANCO;AC;;;19;1;;C;9;A;A;16;5;5;5;5;5;
RIO BRANCO;AC;;;16;3;;C;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;26;1;;F;4;A;A;18;0;5;5;5;5;
RIO BRANCO;AC;;;16;3;;B;7;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;7;A;B;;;;;;;
RIO BRANCO;AC;;;16;3;;B;5;A;A;;;;;;;
XAPURI;AC;;;28;1;;A;3;A;A;20;4;5;5;5;5;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;2;K;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;25;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;N;5;A;A;;;;;;;
RIO BRANCO;AC;;;43;1;;B;2;B;B;13;0;5;5;4;1;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;18;2;1;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;C;4;A;A;16;4;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;36;3;;B;5;E;C;13;5;5;0;0;0;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;35;1;;F;2;A;A;21;5;4;5;5;5;
RIO BRANCO;AC;;;19;1;;B;4;A;A;18;3;1;3;3;5;
RIO BRANCO;AC;;;19;1;;E;4;A;A;18;2;0;5;5;5;
RIO BRANCO;AC;;;18;3;;C;6;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;20;1;;C;4;A;B;18;5;3;5;4;5;
PORTO ACRE;AC;;;24;1;;H;5;A;A;19;0;0;5;5;5;
RIO BRANCO;AC;;;37;1;;H;4;B;A;13;3;5;5;4;4;
RIO BRANCO;AC;;;20;1;;H;2;A;A;18;3;0;5;5;5;
RIO BRANCO;AC;;;16;3;;E;4;A;A;;;;;;;
RIO BRANCO;AC;;;35;1;;A;6;E;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;22;1;;B;3;A;A;18;5;0;5;4;5;
RIO BRANCO;AC;;;15;3;;I;4;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;C;5;A;A;19;5;0;5;0;5;
SENADOR GUIOMARD;AC;;;23;4;;H;5;A;A;19;1;1;1;1;1;
RIO BRANCO;AC;;;22;1;;B;2;A;A;21;5;5;5;5;5;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;H;4;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;15;3;;E;8;A;A;15;4;0;5;5;4;
RIO BRANCO;AC;;;25;1;;D;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;16;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;4;A;A;17;5;4;4;3;4;
RIO BRANCO;AC;;;20;1;;E;3;A;A;16;5;3;3;3;3;
RIO BRANCO;AC;;;19;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;37;1;;C;8;A;A;20;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;31;2;1;C;4;C;E;15;5;5;5;5;5;
CRUZEIRO DO SUL;AC;;;22;1;;C;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;43;1;;D;5;A;E;13;0;5;5;5;5;
RIO BRANCO;AC;;;19;1;;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;B;3;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;37;1;;B;2;A;A;24;3;3;1;3;0;
CAPIXABA;AC;CAPIXABA;AC;17;2;1;G;4;A;A;15;4;4;5;4;4;
RIO BRANCO;AC;;;19;1;;O;6;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;29;1;;C;5;A;A;18;5;5;5;5;2;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;7;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;6;A;A;15;1;0;5;5;0;
RIO BRANCO;AC;;;27;1;;H;5;A;A;18;0;3;5;5;0;
RIO BRANCO;AC;;;26;1;;B;4;A;A;19;4;0;3;4;2;
RIO BRANCO;AC;;;25;1;;C;6;A;A;18;5;5;3;1;5;
RIO BRANCO;AC;;;33;1;;F;2;A;A;18;4;4;5;4;4;
TARAUACA;AC;;;38;1;;C;8;A;A;25;5;5;5;5;5;
RIO BRANCO;AC;;;22;1;;B;4;A;A;19;5;3;5;5;5;
RIO BRANCO;AC;;;23;1;;B;1;A;A;19;3;3;5;5;5;
CRUZEIRO DO SUL;AC;;;22;1;;C;7;B;A;13;5;0;5;5;5;
RIO BRANCO;AC;;;15;3;;B;7;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;C;4;A;A;19;3;0;5;5;1;
RIO BRANCO;AC;;;27;1;;D;4;A;A;14;5;3;5;5;5;
BRASILEIA;AC;;;21;1;;D;8;A;A;17;3;5;3;5;5;
RIO BRANCO;AC;;;23;1;;B;2;A;B;19;5;1;5;5;5;
RIO BRANCO;AC;;;33;1;;B;3;A;A;17;0;5;5;5;5;
RIO BRANCO;AC;;;28;1;;C;5;A;A;21;4;4;5;4;5;
RIO BRANCO;AC;;;40;1;;B;3;A;C;15;0;5;3;2;2;
RIO BRANCO;AC;;;22;1;;A;1;A;A;15;5;5;5;5;5;
RIO BRANCO;AC;;;25;1;;B;4;A;A;18;3;0;4;5;5;
RIO BRANCO;AC;;;21;1;;B;3;A;A;13;5;3;4;4;4;
RIO BRANCO;AC;;;19;1;;B;7;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;20;1;;B;3;A;A;;;;;;;
BUJARI;AC;;;20;1;;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;B;3;A;C;14;5;4;5;5;4;
RIO BRANCO;AC;;;17;3;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;40;1;;N;3;A;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;17;3;;C;3;A;A;;;;;;;
TARAUACA;AC;TARAUACA;AC;17;2;1;D;5;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;3;B;A;19;5;3;5;5;5;
RIO BRANCO;AC;;;21;1;;B;4;B;A;;;;;;;
ACRELANDIA;AC;;;20;1;;G;5;A;A;;;;;;;
TARAUACA;AC;TARAUACA;AC;16;2;1;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;B;2;A;A;18;5;5;5;5;5;
SANTA ROSA DO PURUS;AC;;;15;3;;D;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;32;1;;F;4;C;C;15;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;D;4;A;A;;;;;;;
SENA MADUREIRA;AC;SENA MADUREIRA;AC;17;2;1;F;4;A;A;15;1;0;5;5;0;
RIO BRANCO;AC;;;24;1;;D;5;A;A;19;5;0;5;5;5;
CRUZEIRO DO SUL;AC;;;33;1;;A;11;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;37;1;;B;2;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;20;1;;B;4;A;A;18;3;3;5;5;5;
RIO BRANCO;AC;;;21;1;;B;4;A;A;18;1;5;2;3;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;I;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;24;1;;F;2;A;A;17;5;5;5;5;5;
BUJARI;AC;;;18;1;;D;6;A;A;;;;;;;
XAPURI;AC;;;19;1;;E;2;A;A;18;3;3;4;5;4;
RIO BRANCO;AC;;;18;1;;E;4;A;A;14;2;3;3;5;2;
CRUZEIRO DO SUL;AC;;;16;3;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;B;3;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;H;4;A;A;;;;;;;
RIO BRANCO;AC;;;33;1;;C;5;A;A;17;5;2;5;5;5;
RIO BRANCO;AC;;;28;1;;B;4;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;23;1;;D;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;C;7;A;A;;;;;;;
RIO BRANCO;AC;;;29;1;;B;2;A;A;13;5;5;5;5;5;
MARECHAL THAUMATURGO;AC;;;20;1;;B;4;A;A;15;5;1;5;4;5;
RIO BRANCO;AC;;;14;4;;C;2;A;A;;;;;;;
RIO BRANCO;AC;;;30;1;;C;1;A;A;21;5;5;5;5;5;
RIO BRANCO;AC;;;18;1;;C;6;A;A;14;5;1;5;5;5;
RIO BRANCO;AC;;;15;3;;F;5;A;A;;;;;;;
PLACIDO DE CASTRO;AC;PLACIDO DE CASTRO;AC;16;2;1;G;2;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;28;1;;C;8;B;A;23;5;5;4;4;4;
RIO BRANCO;AC;;;43;1;;C;3;E;A;16;5;5;5;5;3;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;B;2;A;A;;;;;;;
BRASILEIA;AC;;;16;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;M;7;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;B;4;A;A;21;5;4;1;3;1;
RIO BRANCO;AC;;;23;1;;C;2;A;A;19;4;5;5;5;5;
RIO BRANCO;AC;;;15;3;;B;7;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;B;9;A;A;;;;;;;
RIO BRANCO;AC;;;24;1;;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;C;2;B;A;18;5;5;5;5;5;
FEIJO;AC;FEIJO;AC;18;2;1;C;5;A;A;;;;;;;
RIO BRANCO;AC;;;24;1;;G;4;A;A;18;3;5;5;4;5;
RIO BRANCO;AC;;;18;1;;C;6;A;A;;;;;;;
RIO BRANCO;AC;;;20;1;;B;4;A;A;17;5;2;5;5;5;
PLACIDO DE CASTRO;AC;;;25;1;;B;4;A;B;17;5;5;2;4;4;
RIO BRANCO;AC;RIO BRANCO;AC;20;2;1;C;4;A;A;17;5;0;5;5;5;
RIO BRANCO;AC;;;22;1;;B;1;A;A;14;5;0;5;5;5;
RIO BRANCO;AC;;;19;1;;H;5;A;B;;;;;;;
RIO BRANCO;AC;;;28;1;;H;4;A;A;21;3;0;5;5;5;
RIO BRANCO;AC;;;26;1;;E;8;A;A;22;5;2;4;4;4;
PORTO ACRE;AC;;;20;1;;C;3;A;A;18;4;3;5;2;3;
RIO BRANCO;AC;;;27;1;;B;3;B;A;23;2;5;5;5;4;
RIO BRANCO;AC;;;21;1;;C;3;A;A;19;3;5;4;5;4;
RIO BRANCO;AC;;;26;1;;B;4;B;A;;;;;;;
CRUZEIRO DO SUL;AC;;;20;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;27;1;;D;4;A;A;24;2;5;5;5;5;
RODRIGUES ALVES;AC;RODRIGUES ALVES;AC;18;2;1;C;2;A;A;;;;;;;
RIO BRANCO;AC;;;18;1;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;34;1;;D;5;E;A;18;3;5;5;5;5;
RIO BRANCO;AC;;;31;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;19;4;;B;6;A;A;;;;;;;
RODRIGUES ALVES;AC;RODRIGUES ALVES;AC;17;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;32;1;;C;3;A;A;25;0;5;5;5;0;
RIO BRANCO;AC;;;18;1;;D;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;39;1;;B;4;A;A;18;3;5;5;5;5;
RIO BRANCO;AC;;;29;1;;B;1;A;B;22;1;5;5;5;1;
MANCIO LIMA;AC;;;17;3;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;E;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;G;4;A;A;;;;;;;
SENADOR GUIOMARD;AC;SENADOR GUIOMARD;AC;18;2;1;B;3;A;A;;;;;;;
SENA MADUREIRA;AC;SENA MADUREIRA;AC;17;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;16;3;;G;5;A;A;;;;;;;
RIO BRANCO;AC;;;18;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;15;3;;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;D;2;A;B;17;5;5;5;5;5;
RIO BRANCO;AC;;;26;1;;D;3;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;31;1;;B;7;A;A;20;2;0;4;2;4;
RIO BRANCO;AC;;;34;1;;B;4;A;A;20;0;5;0;3;3;
RIO BRANCO;AC;;;18;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;B;4;A;A;22;5;5;5;5;1;
RIO BRANCO;AC;;;16;3;;E;4;A;A;;;;;;;
RIO BRANCO;AC;;;16;3;;F;5;A;A;;;;;;;
RIO BRANCO;AC;;;42;1;;D;6;B;B;16;5;5;5;5;5;
RIO BRANCO;AC;;;19;1;;B;9;A;A;13;5;0;3;5;5;
RIO BRANCO;AC;;;19;1;;C;6;A;A;18;3;3;5;4;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;E;4;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;E;3;A;A;;;;;;;
PLACIDO DE CASTRO;AC;;;36;1;;E;3;A;A;18;0;5;5;5;5;
RIO BRANCO;AC;;;27;1;;F;2;A;A;15;3;2;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;B;3;D;A;;;;;;;
CRUZEIRO DO SUL;AC;;;21;1;;D;4;A;A;13;4;4;5;4;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;4;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;26;1;;C;2;A;A;18;2;2;5;5;5;
CRUZEIRO DO SUL;AC;;;18;1;;C;7;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;I;6;A;A;;;;;;;
CAPIXABA;AC;CAPIXABA;AC;18;2;1;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;34;1;;B;4;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;6;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;37;1;;B;5;A;A;19;0;5;5;5;2;
RIO BRANCO;AC;;;33;1;;C;6;A;A;20;5;4;4;4;5;
RIO BRANCO;AC;;;23;1;;B;3;A;A;20;5;0;5;5;5;
RIO BRANCO;AC;;;46;1;;F;5;E;A;16;0;5;5;5;5;
CRUZEIRO DO SUL;AC;;;15;3;;B;8;A;A;;;;;;;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;18;2;1;B;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;G;4;A;A;;;;;;;
BUJARI;AC;;;21;1;;C;4;A;A;17;4;0;5;2;0;
BUJARI;AC;;;25;1;;F;4;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;C;2;A;A;18;5;0;5;5;5;
RIO BRANCO;AC;;;43;1;;D;4;D;A;14;0;5;0;0;3;
RIO BRANCO;AC;;;15;3;;B;7;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;C;5;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;B;3;B;A;16;5;5;5;5;4;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;J;2;A;A;;;;;;;
RIO BRANCO;AC;;;28;1;;F;4;A;A;18;3;5;5;3;4;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;D;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;18;2;1;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;21;1;;A;3;A;E;16;3;3;4;0;2;
CRUZEIRO DO SUL;AC;;;21;1;;B;3;A;A;19;5;0;5;5;5;
RIO BRANCO;AC;;;35;1;;B;2;A;A;20;0;4;5;5;5;
RIO BRANCO;AC;;;18;1;;D;2;A;A;16;5;0;5;5;4;
RIO BRANCO;AC;RIO BRANCO;AC;20;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;20;1;;C;5;A;A;18;4;0;5;5;5;
RIO BRANCO;AC;;;21;1;;D;7;A;A;20;5;0;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;B;7;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;7;A;A;;;;;;;
RIO BRANCO;AC;;;27;1;;C;5;A;A;25;5;1;5;3;3;
RIO BRANCO;AC;;;18;3;;D;4;A;A;16;5;1;5;5;5;
RIO BRANCO;AC;;;20;1;;B;9;A;B;13;5;0;5;4;5;
RIO BRANCO;AC;;;25;1;;B;2;A;A;20;5;5;5;5;5;
RIO BRANCO;AC;;;19;1;;C;5;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;B;8;A;A;14;5;3;3;5;5;
PORTO ACRE;AC;;;41;1;;A;3;E;E;25;5;5;5;5;5;
PORTO ACRE;AC;;;27;1;;D;3;A;B;21;0;5;5;5;5;
CRUZEIRO DO SUL;AC;;;21;1;;A;3;A;A;13;3;0;5;5;5;
RIO BRANCO;AC;;;37;1;;C;5;B;A;15;5;5;5;5;5;
RIO BRANCO;AC;;;16;3;;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;29;1;;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;20;1;;C;4;A;A;18;0;0;5;0;0;
CRUZEIRO DO SUL;AC;;;15;3;;B;10;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;C;3;A;A;;;;;;;
TARAUACA;AC;;;26;1;;A;6;C;A;14;5;2;5;5;5;
RIO BRANCO;AC;;;18;1;;C;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;I;4;A;A;;;;;;;
RIO BRANCO;AC;;;22;3;;C;6;B;B;22;5;5;5;5;5;
RIO BRANCO;AC;;;27;1;;C;4;A;A;16;3;5;1;1;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;3;A;A;14;5;4;5;5;5;
RIO BRANCO;AC;;;28;1;;C;4;A;B;21;5;5;5;4;4;
PLACIDO DE CASTRO;AC;;;26;1;;B;4;B;A;18;5;2;5;5;2;
RIO BRANCO;AC;;;25;1;;B;5;C;A;;;;;;;
RIO BRANCO;AC;;;37;1;;B;4;A;A;17;5;5;5;5;5;
TARAUACA;AC;;;21;1;;B;4;A;A;18;5;2;3;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;B;5;A;A;;;;;;;
RIO BRANCO;AC;;;36;1;;J;4;A;A;18;1;5;0;3;5;
RIO BRANCO;AC;RIO BRANCO;AC;20;2;1;C;5;A;B;;;;;;;
CRUZEIRO DO SUL;AC;;;22;1;;B;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;21;1;;B;6;A;A;;;;;;;
RIO BRANCO;AC;;;17;3;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;D;5;A;A;17;5;0;5;5;1;
RIO BRANCO;AC;;;19;1;;J;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;22;1;;B;8;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;;;28;1;;G;3;A;A;17;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;24;2;1;B;9;E;A;13;5;5;5;5;5;
SENADOR GUIOMARD;AC;SENADOR GUIOMARD;AC;17;2;1;G;5;A;A;;;;;;;
SENA MADUREIRA;AC;;;19;1;;B;6;A;A;18;5;0;5;5;5;
RIO BRANCO;AC;;;40;1;;C;2;B;A;20;0;5;5;5;5;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;G;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;H;4;A;A;14;2;0;5;3;3;
RIO BRANCO;AC;;;30;1;;B;4;A;A;25;4;5;5;5;5;
BUJARI;AC;;;31;1;;B;5;A;A;20;0;5;5;5;5;
RIO BRANCO;AC;;;16;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;3;A;A;17;0;0;5;5;4;
RIO BRANCO;AC;;;34;1;;E;6;A;A;25;1;5;5;0;5;
RIO BRANCO;AC;;;38;1;;D;4;E;A;15;2;5;0;0;5;
RIO BRANCO;AC;;;25;1;;C;5;A;B;;;;;;;
RIO BRANCO;AC;;;19;1;;B;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;25;1;;B;5;A;A;21;5;5;5;5;5;
FEIJO;AC;;;26;1;;G;6;A;A;16;5;5;5;5;2;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;39;1;;B;4;A;A;13;2;2;2;2;3;
RIO BRANCO;AC;;;26;1;;B;2;A;A;21;5;1;5;5;5;
BUJARI;AC;;;18;1;;D;4;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;26;4;;B;3;A;B;18;5;2;5;5;5;
RIO BRANCO;AC;;;18;1;;F;4;A;A;17;5;4;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;J;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;J;2;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;24;1;;E;4;A;A;18;5;3;5;5;5;
CRUZEIRO DO SUL;AC;;;40;1;;G;6;A;A;14;5;0;0;3;0;
RIO BRANCO;AC;;;43;1;;C;7;E;A;20;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;L;5;A;A;;;;;;;
RIO BRANCO;AC;;;23;1;;D;4;A;A;19;5;1;5;5;5;
RIO BRANCO;AC;;;43;1;;C;4;A;A;25;0;4;5;5;5;
RIO BRANCO;AC;;;16;3;;H;3;A;A;;;;;;;
RIO BRANCO;AC;;;44;1;;B;3;E;A;23;5;5;5;5;5;
RIO BRANCO;AC;;;20;1;;B;5;A;A;17;1;5;5;5;3;
RIO BRANCO;AC;RIO BRANCO;AC;19;2;1;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;27;1;;B;3;A;A;17;0;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;27;1;;D;3;A;A;18;5;1;5;5;5;
MARECHAL THAUMATURGO;AC;MARECHAL THAUMATURGO;AC;18;2;1;E;4;A;A;;;;;;;
RIO BRANCO;AC;;;26;1;;B;5;A;B;24;0;5;5;5;5;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;E;7;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;22;1;;B;4;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;31;1;;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;K;5;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;26;1;;C;7;A;A;19;5;0;4;2;4;
RIO BRANCO;AC;;;26;1;;A;3;A;B;;;;;;;
RIO BRANCO;AC;;;22;1;;C;5;A;A;19;5;5;5;5;5;
RIO BRANCO;AC;;;21;1;;B;2;A;A;18;5;0;5;5;0;
CRUZEIRO DO SUL;AC;CRUZEIRO DO SUL;AC;17;2;1;B;6;A;A;16;5;2;5;5;1;
RIO BRANCO;AC;;;17;1;;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;B;5;A;A;17;2;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;1;B;3;A;A;;;;;;;
RIO BRANCO;AC;;;31;1;;B;5;B;B;24;0;5;5;5;5;
RIO BRANCO;AC;;;18;1;;B;4;A;A;;;;;;;
RIO BRANCO;AC;;;32;1;;B;3;A;B;18;5;5;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;C;5;A;A;15;5;5;5;5;5;
RIO BRANCO;AC;;;29;1;;B;6;A;A;20;3;5;5;4;5;
RIO BRANCO;AC;;;18;1;;C;2;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;F;5;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;E;3;A;A;17;4;0;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;17;2;2;N;4;A;A;;;;;;;
SENADOR GUIOMARD;AC;;;26;1;;H;2;A;A;18;2;0;5;5;5;
RIO BRANCO;AC;;;18;3;;C;4;A;A;;;;;;;
RIO BRANCO;AC;;;24;4;;G;5;A;E;17;5;2;5;3;5;
RIO BRANCO;AC;RIO BRANCO;AC;21;2;1;C;3;C;E;16;5;1;5;4;5;
RIO BRANCO;AC;;;33;1;;C;3;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;28;1;;E;5;A;E;;;;;;;
RIO BRANCO;AC;;;23;1;;B;3;A;C;19;2;5;5;1;3;
RIO BRANCO;AC;;;23;1;;C;2;A;A;18;0;0;5;5;5;
CRUZEIRO DO SUL;AC;;;22;1;;D;4;A;A;17;5;5;5;5;4;
CRUZEIRO DO SUL;AC;;;16;3;;B;8;A;A;;;;;;;
RIO BRANCO;AC;;;35;1;;B;5;A;A;13;5;5;5;5;5;
RIO BRANCO;AC;;;18;1;;C;2;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;25;1;;B;2;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;4;A;A;16;2;4;3;4;4;
RIO BRANCO;AC;;;25;1;;D;2;A;A;18;2;2;5;5;5;
RIO BRANCO;AC;RIO BRANCO;AC;16;2;1;G;4;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;2;B;4;A;A;17;5;0;5;5;5;
RIO BRANCO;AC;;;29;1;;B;5;A;E;18;5;5;5;3;5;
BRASILEIA;AC;;;43;1;;D;4;A;A;18;5;5;5;5;5;
RIO BRANCO;AC;;;24;1;;C;7;A;A;18;4;5;4;5;4;
RIO BRANCO;AC;;;16;3;;B;3;A;A;;;;;;;
RIO BRANCO;AC;RIO BRANCO;AC;18;2;1;D;5;A;A;;;;;;;
RIO BRANCO;AC;;;22;1;;B;4;A;A;16;3;0;5;5;5;
RIO BRANCO;AC;;;20;1;;C;3;A;A;;;;;;;
RIO BRANCO;AC;;;17;3;;D;6;A;A;;;;;;;
CRUZEIRO DO SUL;AC;;;18;1;;C;6;A;A;17;2;2;5;4;5;
RIO BRANCO;AC;;;15;3;;F;2;A;A;;;;;;;
RIO BRANCO;AC;;;19;1;;C;5;A;A;;;;;;;
