NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
SANTANA;AP;;;35;1;;B;5;A;A;25;5;5;5;5;5;
SANTANA;AP;SANTANA;AP;17;2;1;B;5;A;A;;;;;;;
MACAPA;AP;;;21;1;;B;3;A;A;18;5;5;5;5;5;
MACAPA;AP;;;15;3;;C;4;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;20;2;1;B;5;B;C;18;4;0;5;4;4;
SANTANA;AP;;;15;3;;F;5;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;20;2;1;B;6;D;A;18;5;3;4;3;4;
MACAPA;AP;;;20;4;;B;2;A;B;;;;;;;
MACAPA;AP;AFUA;PA;19;2;1;C;9;A;A;;;;;;;
MACAPA;AP;;;29;1;;C;5;A;C;24;5;5;5;5;0;
PEDRA BRANCA DO AMAPARI;AP;PEDRA BRANCA DO AMAPARI;AP;17;2;1;G;6;A;A;;;;;;;
SANTANA;AP;;;45;1;;H;8;A;A;25;4;4;5;4;5;
LARANJAL DO JARI;AP;;;31;1;;B;4;E;B;13;5;5;5;5;5;
MACAPA;AP;;;21;4;;D;8;A;C;;;;;;;
LARANJAL DO JARI;AP;;;28;1;;B;3;A;A;18;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;3;C;A;13;4;5;4;4;5;
MACAPA;AP;;;23;1;;C;3;A;A;16;5;3;5;5;5;
SANTANA;AP;;;59;1;;B;7;A;B;16;0;4;5;5;5;
OIAPOQUE;AP;OIAPOQUE;AP;17;2;1;B;3;A;A;;;;;;;
MACAPA;AP;;;29;1;;B;2;A;A;17;1;5;5;5;5;
OIAPOQUE;AP;OIAPOQUE;AP;22;2;1;B;7;C;B;21;5;3;5;5;5;
SANTANA;AP;;;24;1;;B;9;A;A;19;5;5;5;5;4;
MACAPA;AP;;;29;1;;B;3;A;A;18;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;18;2;1;C;7;B;A;16;3;3;3;3;3;
MACAPA;AP;;;32;1;;B;5;A;A;23;5;5;5;5;4;
CALCOENE;AP;CALCOENE;AP;19;2;1;A;6;B;A;;;;;;;
MACAPA;AP;;;19;1;;B;5;A;A;;;;;;;
MACAPA;AP;;;19;1;;F;3;A;A;;;;;;;
SANTANA;AP;;;24;1;;E;12;A;A;19;5;5;5;5;5;
SANTANA;AP;SANTANA;AP;19;2;1;B;5;A;A;;;;;;;
MACAPA;AP;;;16;3;;A;4;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;18;2;1;G;5;A;A;;;;;;;
MACAPA;AP;;;32;1;;H;4;A;A;19;3;5;5;5;5;
MACAPA;AP;;;35;1;;F;8;A;A;23;5;5;5;5;5;
MACAPA;AP;;;26;1;;C;4;A;A;;;;;;;
MACAPA;AP;;;23;1;;B;3;A;A;19;5;0;5;5;4;
MACAPA;AP;;;25;1;;G;5;A;A;22;5;3;5;5;5;
MACAPA;AP;;;19;1;;B;4;A;A;;;;;;;
SANTANA;AP;;;22;1;;B;5;A;A;;;;;;;
SANTANA;AP;;;24;1;;B;7;A;A;14;5;5;5;4;5;
MACAPA;AP;;;19;4;;D;2;A;B;;;;;;;
MACAPA;AP;;;28;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;26;1;;B;9;A;A;17;5;0;0;0;0;
MACAPA;AP;;;20;1;;B;3;A;A;18;5;5;5;5;5;
MACAPA;AP;;;20;1;;B;4;A;A;;;;;;;
LARANJAL DO JARI;AP;;;44;1;;D;5;A;A;13;4;5;5;4;5;
SANTANA;AP;;;19;1;;E;5;A;A;;;;;;;
PORTO GRANDE;AP;;;31;1;;B;6;A;A;14;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;37;2;1;B;3;A;A;;;;;;;
MACAPA;AP;;;38;1;;D;5;A;E;18;0;5;5;5;5;
MACAPA;AP;MACAPA;AP;17;2;1;G;3;A;A;;;;;;;
MACAPA;AP;;;19;1;;B;3;A;A;16;5;5;5;5;5;
SANTANA;AP;;;17;3;;B;3;A;A;;;;;;;
MACAPA;AP;;;16;3;;B;5;A;A;;;;;;;
MACAPA;AP;;;26;1;;B;3;A;A;20;5;5;5;5;5;
MACAPA;AP;;;34;1;;B;8;B;A;25;0;1;1;1;1;
MACAPA;AP;;;45;4;;B;2;E;E;25;1;4;5;5;2;
MACAPA;AP;;;16;3;;C;3;A;A;13;5;2;2;1;0;
LARANJAL DO JARI;AP;LARANJAL DO JARI;AP;24;2;1;A;2;A;A;13;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;18;2;1;C;9;A;A;;;;;;;
ITAUBAL;AP;ITAUBAL;AP;17;2;1;C;6;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;16;2;1;B;6;A;A;;;;;;;
PEDRA BRANCA DO AMAPARI;AP;;;29;1;;B;5;A;A;20;5;5;5;5;5;
VITORIA DO JARI;AP;VITORIA DO JARI;AP;20;2;1;E;9;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;22;2;1;B;8;C;C;22;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;6;A;A;19;5;4;5;5;5;
MACAPA;AP;;;25;1;;B;4;A;A;20;5;1;4;5;5;
MACAPA;AP;;;18;3;;A;6;A;A;;;;;;;
SANTANA;AP;;;22;1;;D;5;A;A;18;5;5;5;5;5;
MACAPA;AP;;;22;1;;B;3;A;A;18;5;5;5;5;5;
OIAPOQUE;AP;OIAPOQUE;AP;19;2;1;D;8;A;B;;;;;;;
MACAPA;AP;;;18;3;;B;7;A;A;17;5;0;5;5;5;
LARANJAL DO JARI;AP;;;24;1;;B;3;A;A;17;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;3;A;A;19;5;5;5;5;5;
MACAPA;AP;;;28;1;;C;4;A;A;23;5;5;5;5;5;
SANTANA;AP;;;27;1;;D;5;A;A;18;5;5;5;5;5;
MACAPA;AP;;;27;1;;J;10;A;A;;;;;;;
MACAPA;AP;;;19;3;;B;6;A;B;;;;;;;
MACAPA;AP;;;47;1;;J;5;A;A;18;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;7;A;A;;;;;;;
VITORIA DO JARI;AP;;;16;3;;H;4;A;A;;;;;;;
MACAPA;AP;;;30;1;;B;4;D;A;18;5;0;5;5;4;
MACAPA;AP;;;30;1;;G;6;A;A;20;5;5;5;5;5;
SANTANA;AP;;;28;1;;C;3;A;A;22;5;5;5;5;3;
MACAPA;AP;;;43;1;;B;3;A;A;16;4;5;3;4;5;
MACAPA;AP;;;40;1;;B;5;A;A;;;;;;;
MACAPA;AP;;;24;1;;B;7;A;B;20;5;0;0;0;0;
MACAPA;AP;;;27;1;;K;4;A;E;19;5;2;5;5;5;
MACAPA;AP;;;26;1;;B;3;A;A;18;5;5;5;4;5;
MACAPA;AP;;;34;1;;H;7;A;A;16;5;3;5;5;4;
MACAPA;AP;;;20;3;;C;6;B;B;15;5;1;5;5;5;
MACAPA;AP;;;16;3;;B;4;A;A;;;;;;;
MACAPA;AP;;;19;1;;G;4;A;A;;;;;;;
SANTANA;AP;;;18;1;;B;8;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;27;2;1;B;2;B;E;;;;;;;
MACAPA;AP;;;22;1;;C;3;A;A;15;1;5;5;5;5;
SANTANA;AP;SANTANA;AP;17;2;1;A;7;A;A;;;;;;;
MACAPA;AP;;;19;1;;G;5;A;A;;;;;;;
MACAPA;AP;;;33;1;;B;3;A;B;16;0;2;3;4;5;
MACAPA;AP;;;22;1;;C;17;A;A;14;5;0;5;4;0;
MACAPA;AP;MACAPA;AP;45;2;1;B;6;E;E;13;5;5;5;5;4;
MACAPA;AP;;;37;1;;F;6;A;A;18;5;5;5;5;5;
MACAPA;AP;;;20;1;;C;4;A;A;;;;;;;
SANTANA;AP;;;25;4;;B;4;A;A;19;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;2;A;A;17;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;19;2;1;B;7;A;A;;;;;;;
MACAPA;AP;;;42;1;;B;5;A;D;13;5;5;5;5;5;
MAZAGAO;AP;;;27;1;;C;10;A;B;25;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;22;2;1;B;6;A;C;17;5;5;5;5;5;
MACAPA;AP;;;16;3;;B;4;A;A;;;;;;;
OIAPOQUE;AP;OIAPOQUE;AP;21;2;1;B;8;A;A;;;;;;;
MACAPA;AP;;;16;3;;D;3;A;A;;;;;;;
MACAPA;AP;;;26;1;;B;4;B;A;22;5;5;5;5;0;
MACAPA;AP;;;16;3;;B;3;A;A;;;;;;;
MACAPA;AP;;;21;1;;B;7;A;A;17;5;5;5;5;5;
SANTANA;AP;;;19;1;;B;6;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;19;2;1;B;3;B;A;17;5;5;5;5;5;
MACAPA;AP;;;24;1;;B;4;B;A;;;;;;;
MACAPA;AP;;;21;1;;B;8;A;A;15;5;4;5;5;5;
MACAPA;AP;MACAPA;AP;19;2;1;B;8;A;B;;;;;;;
MACAPA;AP;;;30;1;;B;4;A;A;20;5;5;5;5;4;
MACAPA;AP;MACAPA;AP;21;2;1;D;13;A;A;13;5;5;5;5;0;
MACAPA;AP;;;58;1;;B;1;A;E;13;4;3;5;4;5;
MACAPA;AP;;;19;1;;F;2;A;A;18;4;4;5;5;5;
SANTANA;AP;;;40;1;;H;4;A;A;25;0;5;3;5;5;
MACAPA;AP;;;30;1;;J;6;A;A;17;5;5;5;5;5;
LARANJAL DO JARI;AP;;;33;1;;C;3;A;A;25;5;3;5;5;5;
MACAPA;AP;;;25;1;;Q;1;A;A;23;5;5;5;5;5;
MACAPA;AP;;;17;3;;B;6;A;A;;;;;;;
AMAPA;AP;;;25;1;;C;6;A;A;23;5;2;5;5;5;
MACAPA;AP;MACAPA;AP;19;2;1;F;5;A;A;19;1;0;3;5;5;
MACAPA;AP;;;34;1;;H;8;A;B;25;5;5;5;5;2;
MACAPA;AP;;;20;1;;G;7;A;A;;;;;;;
MACAPA;AP;;;24;1;;B;5;A;A;14;5;5;5;5;5;
SANTANA;AP;;;24;1;;B;5;A;A;;;;;;;
SANTANA;AP;;;21;1;;B;3;A;A;19;3;0;5;5;5;
MACAPA;AP;;;21;4;;B;5;A;C;18;5;5;4;5;0;
SANTANA;AP;;;21;1;;C;5;A;A;20;5;0;5;5;5;
MACAPA;AP;;;22;4;;E;7;A;E;;;;;;;
MACAPA;AP;;;27;1;;B;10;A;A;16;5;5;5;5;5;
SANTANA;AP;;;26;1;;B;5;A;D;;;;;;;
MACAPA;AP;;;43;1;;N;9;A;B;25;1;5;5;5;3;
SANTANA;AP;;;21;1;;A;8;A;A;16;2;1;0;1;1;
SANTANA;AP;;;25;1;;B;4;A;B;19;5;5;5;5;5;
LARANJAL DO JARI;AP;;;21;1;;B;6;A;A;18;5;0;5;5;5;
MACAPA;AP;;;19;1;;E;4;A;A;;;;;;;
SANTANA;AP;;;46;1;;G;2;A;A;22;0;5;5;5;5;
LARANJAL DO JARI;AP;LARANJAL DO JARI;AP;23;2;1;D;3;A;C;16;5;0;5;5;5;
FERREIRA GOMES;AP;;;18;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;29;1;;C;4;A;A;13;5;0;5;5;5;
SANTANA;AP;;;40;1;;D;5;A;A;16;5;5;5;5;4;
SANTANA;AP;;;30;1;;B;8;A;A;;;;;;;
MACAPA;AP;;;28;1;;B;15;A;A;13;5;5;5;5;5;
SANTANA;AP;;;17;3;;D;6;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;18;2;1;B;5;A;B;;;;;;;
SANTANA;AP;;;39;1;;B;3;A;A;24;5;4;5;4;5;
MACAPA;AP;;;22;1;;B;5;A;A;16;5;2;5;0;0;
MACAPA;AP;;;18;1;;B;6;A;A;;;;;;;
MACAPA;AP;;;44;1;;B;8;B;E;20;5;5;5;5;5;
SANTANA;AP;;;25;1;;B;6;A;A;;;;;;;
MACAPA;AP;;;21;3;;B;12;A;A;;;;;;;
MACAPA;AP;;;22;1;;B;5;A;A;19;5;1;5;5;5;
SANTANA;AP;;;21;1;;B;6;A;A;16;5;5;5;5;5;
SANTANA;AP;;;24;1;;E;2;A;A;18;4;4;5;5;5;
MACAPA;AP;;;19;1;;B;6;A;A;18;5;0;1;5;0;
MACAPA;AP;;;22;1;;B;3;A;A;;;;;;;
MACAPA;AP;;;26;1;;B;5;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;18;2;1;B;7;B;A;;;;;;;
SANTANA;AP;SANTANA;AP;41;2;1;B;6;E;C;;;;;;;
MACAPA;AP;;;18;1;;B;4;A;A;17;3;5;5;2;3;
MACAPA;AP;MACAPA;AP;18;2;1;C;4;A;A;17;4;0;5;5;5;
PEDRA BRANCA DO AMAPARI;AP;;;21;1;;C;4;D;A;15;5;3;5;5;5;
MACAPA;AP;;;17;3;;E;9;A;A;;;;;;;
LARANJAL DO JARI;AP;;;18;3;;F;8;A;A;;;;;;;
MACAPA;AP;;;31;1;;B;7;A;A;16;5;5;5;5;5;
CUTIAS;AP;;;19;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;43;1;;D;4;A;A;13;4;5;0;5;5;
SANTANA;AP;;;20;1;;B;6;A;A;18;5;2;5;5;5;
MACAPA;AP;;;28;1;;B;9;A;A;25;5;5;5;5;5;
OIAPOQUE;AP;;;51;1;;G;2;A;A;23;0;5;5;5;5;
SANTANA;AP;SANTANA;AP;18;2;1;B;7;B;A;;;;;;;
MACAPA;AP;;;19;1;;B;5;A;A;15;5;0;4;5;5;
SANTANA;AP;;;21;4;;C;9;D;A;15;4;5;3;4;4;
SANTANA;AP;;;26;1;;B;4;A;A;23;5;5;5;5;5;
MACAPA;AP;;;47;1;;C;3;B;A;13;0;0;0;5;0;
CUTIAS;AP;CUTIAS;AP;17;2;1;C;4;A;A;;;;;;;
MACAPA;AP;;;16;3;;J;4;A;A;;;;;;;
MACAPA;AP;;;19;1;;C;15;A;A;;;;;;;
MACAPA;AP;;;18;3;;C;7;A;A;;;;;;;
AMAPA;AP;;;19;3;;B;8;A;B;;;;;;;
SANTANA;AP;;;32;1;;C;6;A;A;21;5;5;5;5;2;
MACAPA;AP;;;21;1;;B;2;A;A;21;0;0;5;5;5;
SANTANA;AP;;;21;1;;C;6;A;A;;;;;;;
SANTANA;AP;;;16;3;;B;8;A;A;;;;;;;
MAZAGAO;AP;;;17;3;;B;7;B;A;;;;;;;
FERREIRA GOMES;AP;;;34;4;;C;4;A;E;20;0;5;5;5;5;
MACAPA;AP;;;31;1;;G;6;A;A;23;5;5;5;5;5;
MACAPA;AP;;;24;1;;B;6;A;A;18;5;5;5;5;5;
MACAPA;AP;;;34;1;;A;5;D;B;15;5;5;5;5;5;
MACAPA;AP;;;16;3;;E;5;A;A;;;;;;;
MACAPA;AP;;;15;3;;B;5;A;A;;;;;;;
SANTANA;AP;;;24;1;;C;4;A;A;18;5;4;4;4;4;
SANTANA;AP;;;16;3;;C;7;A;A;;;;;;;
MACAPA;AP;SANTANA;AP;17;2;1;B;4;A;A;;;;;;;
MACAPA;AP;;;40;1;;B;10;A;A;16;0;5;5;5;5;
MACAPA;AP;;;22;1;;C;6;A;A;20;5;3;5;5;5;
MACAPA;AP;;;22;1;;B;5;A;A;13;5;0;5;5;5;
SANTANA;AP;;;25;4;;B;7;A;A;18;5;0;5;5;5;
MACAPA;AP;;;45;4;;D;3;E;E;13;0;5;5;5;5;
MACAPA;AP;;;19;1;;B;3;A;A;18;5;0;4;5;3;
MACAPA;AP;;;21;1;;B;3;A;A;18;2;0;3;5;5;
MACAPA;AP;;;30;1;;G;10;A;A;20;5;5;5;5;5;
MACAPA;AP;;;21;1;;B;5;A;A;19;5;0;3;5;5;
MACAPA;AP;;;21;1;;C;6;A;A;13;5;0;3;3;5;
OIAPOQUE;AP;;;33;1;;B;5;D;A;17;5;5;5;5;5;
CUTIAS;AP;;;28;1;;B;5;A;A;16;5;5;5;5;5;
MACAPA;AP;;;31;1;;C;2;A;A;22;5;0;5;5;5;
MACAPA;AP;;;17;3;;B;7;A;A;;;;;;;
MACAPA;AP;;;15;3;;K;5;A;A;;;;;;;
MACAPA;AP;;;18;1;;C;5;A;A;15;3;0;5;5;0;
MAZAGAO;AP;;;19;1;;C;7;A;A;;;;;;;
SANTANA;AP;;;19;1;;B;3;A;A;;;;;;;
SANTANA;AP;;;32;1;;D;5;A;A;18;5;5;5;5;0;
MACAPA;AP;;;43;1;;B;4;E;A;18;5;5;5;5;5;
MACAPA;AP;;;21;1;;B;4;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;17;2;1;B;7;A;A;;;;;;;
MACAPA;AP;;;20;1;;B;4;A;A;18;5;4;5;5;5;
MACAPA;AP;;;24;3;;C;5;A;A;17;4;0;5;5;5;
LARANJAL DO JARI;AP;;;27;4;;B;7;E;A;25;0;5;5;4;4;
SANTANA;AP;;;25;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;39;1;;C;4;A;A;20;0;5;2;0;5;
MACAPA;AP;;;19;1;;C;10;A;A;18;5;3;5;5;5;
PORTO GRANDE;AP;;;19;1;;C;6;A;A;15;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;33;2;2;C;5;E;A;21;3;3;4;5;5;
MACAPA;AP;;;16;3;;C;8;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;25;2;1;B;8;A;C;;;;;;;
MACAPA;AP;;;22;1;;C;2;A;A;19;5;0;5;5;5;
SANTANA;AP;;;16;3;;E;4;A;A;;;;;;;
MACAPA;AP;;;30;1;;G;5;A;A;25;5;0;5;5;5;
MACAPA;AP;MACAPA;AP;19;2;1;C;3;B;A;;;;;;;
SANTANA;AP;;;18;1;;F;4;A;A;;;;;;;
SANTANA;AP;;;18;1;;C;6;A;A;;;;;;;
SANTANA;AP;;;27;1;;C;6;A;B;24;4;5;5;5;5;
MACAPA;AP;MACAPA;AP;17;2;1;B;5;A;A;;;;;;;
SANTANA;AP;;;36;4;;B;8;E;A;25;5;5;5;5;5;
MACAPA;AP;;;21;1;;H;3;A;A;;;;;;;
PEDRA BRANCA DO AMAPARI;AP;PEDRA BRANCA DO AMAPARI;AP;17;2;1;B;2;A;A;;;;;;;
MACAPA;AP;;;26;1;;E;10;A;A;20;0;0;5;5;5;
SANTANA;AP;;;27;1;;B;5;A;A;25;5;5;5;5;5;
MACAPA;AP;;;39;1;;B;4;A;A;13;5;5;5;5;5;
MACAPA;AP;;;16;3;;B;6;A;A;;;;;;;
MACAPA;AP;;;20;1;;D;6;A;A;16;5;0;5;3;5;
MACAPA;AP;;;19;1;;B;3;A;A;;;;;;;
MACAPA;AP;;;36;1;;I;3;A;A;23;5;5;5;5;5;
MACAPA;AP;;;17;3;;E;6;A;A;16;5;0;5;5;5;
LARANJAL DO JARI;AP;LARANJAL DO JARI;AP;19;2;1;C;3;A;A;18;4;0;4;4;4;
PEDRA BRANCA DO AMAPARI;AP;;;25;1;;D;7;A;A;22;5;5;5;5;5;
MACAPA;AP;;;23;3;;B;3;C;B;14;5;4;2;5;5;
SANTANA;AP;;;18;1;;B;5;A;A;;;;;;;
OIAPOQUE;AP;;;21;1;;B;4;A;A;21;5;3;5;5;5;
LARANJAL DO JARI;AP;LARANJAL DO JARI;AP;18;2;1;B;4;A;A;;;;;;;
MACAPA;AP;;;22;1;;I;4;A;A;20;1;1;1;1;5;
MACAPA;AP;;;36;1;;B;5;A;A;18;5;5;5;5;5;
SANTANA;AP;;;17;3;;C;12;A;A;;;;;;;
MACAPA;AP;;;18;3;;B;5;A;C;;;;;;;
SANTANA;AP;;;19;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;31;1;;G;8;A;B;18;1;0;1;1;1;
SANTANA;AP;;;20;1;;B;3;A;A;;;;;;;
SANTANA;AP;;;38;1;;B;5;E;C;14;0;5;5;5;5;
MACAPA;AP;;;23;4;;B;4;C;B;16;5;5;5;5;5;
SANTANA;AP;SANTANA;AP;18;2;1;B;6;A;A;;;;;;;
MACAPA;AP;;;22;1;;C;4;A;A;;;;;;;
MACAPA;AP;;;18;1;;Q;5;A;A;;;;;;;
SANTANA;AP;;;25;1;;B;7;A;A;;;;;;;
MACAPA;AP;;;19;4;;B;10;A;A;13;0;5;5;5;5;
MAZAGAO;AP;MAZAGAO;AP;18;2;1;B;6;A;D;;;;;;;
SANTANA;AP;MACAPA;AP;18;2;2;B;7;A;B;14;0;0;0;0;1;
SANTANA;AP;;;27;1;;B;5;B;E;;;;;;;
CUTIAS;AP;;;17;3;;B;3;A;A;;;;;;;
LARANJAL DO JARI;AP;;;25;1;;A;7;A;A;24;1;0;2;5;5;
MACAPA;AP;;;19;4;;C;6;A;D;19;2;0;5;2;3;
SERRA DO NAVIO;AP;;;21;1;;C;4;A;A;20;4;1;5;5;0;
SANTANA;AP;;;17;3;;B;3;A;A;14;5;5;5;5;5;
MACAPA;AP;;;20;1;;C;6;A;A;20;5;0;5;5;5;
MACAPA;AP;;;29;1;;J;6;A;A;24;5;0;5;4;5;
MACAPA;AP;MACAPA;AP;23;2;1;B;3;A;C;15;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;18;2;1;E;10;A;A;16;0;2;0;5;5;
SANTANA;AP;;;18;4;;B;4;B;A;;;;;;;
MACAPA;AP;;;43;1;;C;3;A;A;23;3;5;5;5;5;
SANTANA;AP;;;26;1;;B;5;A;A;;;;;;;
SANTANA;AP;;;33;1;;B;5;A;E;;;;;;;
MACAPA;AP;;;20;1;;D;6;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;21;2;1;B;5;A;A;14;5;0;2;5;5;
MACAPA;AP;;;50;1;;F;2;A;A;18;5;5;5;5;5;
MACAPA;AP;;;20;1;;B;4;A;B;16;5;5;5;5;5;
MACAPA;AP;;;19;1;;F;4;A;A;;;;;;;
MACAPA;AP;;;18;3;;B;8;A;A;;;;;;;
SANTANA;AP;;;28;1;;B;2;B;A;25;5;5;5;5;5;
SANTANA;AP;;;20;1;;C;5;A;A;;;;;;;
MACAPA;AP;;;24;1;;E;4;A;A;19;4;2;3;3;5;
MACAPA;AP;;;15;3;;J;5;A;A;;;;;;;
MACAPA;AP;;;30;1;;B;5;A;A;20;0;5;5;5;0;
MACAPA;AP;;;26;1;;C;6;A;A;16;5;5;5;5;5;
MACAPA;AP;;;22;1;;B;5;A;A;19;5;5;5;5;5;
MACAPA;AP;;;30;1;;B;3;A;A;;;;;;;
MACAPA;AP;;;31;1;;H;5;A;A;20;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;20;2;1;B;8;A;A;16;5;5;5;5;5;
MACAPA;AP;;;32;1;;C;4;B;B;24;0;5;3;4;0;
MACAPA;AP;;;31;1;;I;8;A;A;;;;;;;
MACAPA;AP;;;15;3;;B;4;A;A;;;;;;;
SANTANA;AP;;;19;1;;B;3;A;A;;;;;;;
OIAPOQUE;AP;;;16;3;;B;2;A;A;;;;;;;
SANTANA;AP;;;40;1;;B;5;E;A;16;5;5;5;5;5;
LARANJAL DO JARI;AP;;;15;3;;B;6;A;A;13;5;5;5;5;5;
MACAPA;AP;;;23;1;;B;6;A;B;20;5;5;3;5;5;
VITORIA DO JARI;AP;;;17;1;;B;6;A;A;16;5;5;5;5;5;
MACAPA;AP;;;43;1;;C;1;C;A;15;0;2;5;5;5;
OIAPOQUE;AP;;;40;1;;G;4;A;A;16;5;5;5;5;5;
MACAPA;AP;;;20;1;;C;5;A;A;;;;;;;
MACAPA;AP;;;23;1;;B;4;A;A;;;;;;;
MACAPA;AP;;;38;3;;B;6;B;E;14;3;4;5;4;2;
LARANJAL DO JARI;AP;;;24;1;;B;3;B;A;15;5;5;5;5;4;
OIAPOQUE;AP;;;30;1;;B;5;A;A;13;5;5;5;5;5;
OIAPOQUE;AP;;;16;3;;F;6;A;A;;;;;;;
MACAPA;AP;;;20;1;;B;7;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;19;2;1;C;6;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;20;2;1;B;9;A;A;15;5;5;5;5;5;
MACAPA;AP;;;24;1;;C;6;B;B;;;;;;;
MACAPA;AP;;;39;3;;B;1;C;A;13;5;5;5;5;5;
SANTANA;AP;;;41;1;;B;4;A;A;18;5;5;5;5;5;
SANTANA;AP;;;22;1;;B;1;A;B;16;3;2;5;5;5;
MACAPA;AP;;;42;1;;C;5;A;E;16;5;5;5;5;0;
MACAPA;AP;MACAPA;AP;17;2;1;B;6;A;A;;;;;;;
FERREIRA GOMES;AP;FERREIRA GOMES;AP;37;2;1;B;5;E;A;20;5;5;5;5;5;
MACAPA;AP;MACAPA;AP;21;2;1;B;8;A;A;;;;;;;
MACAPA;AP;;;18;1;;C;9;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;19;2;1;B;6;A;B;;;;;;;
OIAPOQUE;AP;;;18;3;;C;7;A;A;;;;;;;
SANTANA;AP;;;23;1;;B;4;A;A;13;5;5;5;4;4;
MACAPA;AP;MACAPA;AP;24;2;1;C;9;C;A;18;5;5;5;5;5;
SERRA DO NAVIO;AP;;;22;1;;G;8;A;A;;;;;;;
MACAPA;AP;;;24;1;;B;7;A;A;18;5;5;5;5;5;
SANTANA;AP;SANTANA;AP;18;2;1;C;3;A;A;;;;;;;
MACAPA;AP;;;18;3;;B;4;A;A;;;;;;;
MACAPA;AP;;;28;1;;G;6;A;A;17;5;5;5;5;5;
SANTANA;AP;SANTANA;AP;17;2;2;B;13;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;19;2;1;D;7;A;A;16;5;0;5;5;5;
MACAPA;AP;;;19;3;;B;7;B;B;14;5;5;5;5;5;
SANTANA;AP;;;26;1;;B;3;A;A;15;5;5;5;4;5;
VITORIA DO JARI;AP;;;19;1;;C;9;A;A;18;5;5;5;5;5;
SANTANA;AP;;;18;1;;B;5;A;A;;;;;;;
MACAPA;AP;;;38;1;;B;8;E;A;;;;;;;
LARANJAL DO JARI;AP;;;33;1;;E;2;B;A;20;0;5;5;5;5;
MACAPA;AP;MACAPA;AP;24;2;1;D;3;D;A;19;0;5;5;5;0;
SANTANA;AP;;;26;1;;C;6;A;A;;;;;;;
CUTIAS;AP;CUTIAS;AP;23;2;1;B;3;A;A;;;;;;;
SANTANA;AP;;;16;3;;C;5;B;A;;;;;;;
MACAPA;AP;;;24;1;;B;4;A;A;14;5;5;5;5;5;
SANTANA;AP;;;23;1;;B;3;B;A;;;;;;;
AMAPA;AP;;;20;1;;B;8;A;A;18;5;5;5;5;5;
LARANJAL DO JARI;AP;;;19;1;;H;3;A;A;;;;;;;
MACAPA;AP;;;24;1;;F;5;A;A;;;;;;;
MAZAGAO;AP;;;18;3;;B;10;A;A;;;;;;;
MACAPA;AP;;;21;1;;B;7;A;A;18;5;4;5;5;5;
SANTANA;AP;;;29;1;;D;6;A;A;22;5;5;5;5;5;
SANTANA;AP;;;32;1;;B;3;E;A;13;5;0;5;5;0;
MACAPA;AP;;;18;3;;A;7;A;A;;;;;;;
MACAPA;AP;;;27;1;;C;3;A;A;21;4;3;5;5;4;
MACAPA;AP;;;21;1;;C;8;A;A;;;;;;;
SANTANA;AP;;;20;1;;B;3;B;A;16;5;3;5;4;4;
MACAPA;AP;;;15;3;;G;8;A;A;;;;;;;
MACAPA;AP;MACAPA;AP;19;2;1;B;4;A;A;;;;;;;
MACAPA;AP;;;18;3;;B;5;A;C;18;5;0;5;5;5;
LARANJAL DO JARI;AP;;;29;1;;J;3;A;B;16;5;0;5;5;5;
MACAPA;AP;;;15;3;;D;5;A;A;14;0;0;5;4;1;
MACAPA;AP;;;17;3;;F;6;A;A;;;;;;;
