NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
BOA VISTA;RR;;;18;1;;H;5;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;D;4;A;A;15;3;0;4;5;4;
BOA VISTA;RR;;;19;1;;C;3;A;A;;;;;;;
BOA VISTA;RR;;;29;1;;B;5;D;A;13;3;5;5;5;3;
BOA VISTA;RR;;;31;1;;H;4;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;29;1;;C;6;A;A;25;5;0;5;5;3;
BOA VISTA;RR;;;20;1;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;28;1;;B;5;A;C;;;;;;;
BOA VISTA;RR;;;47;1;;K;2;A;A;13;5;5;5;5;5;
ALTO ALEGRE;RR;ALTO ALEGRE;RR;19;2;1;B;6;A;A;16;5;0;5;5;5;
BOA VISTA;RR;;;33;1;;E;3;A;D;18;5;3;5;5;5;
RORAINOPOLIS;RR;CARACARAI;RR;18;1;;B;5;A;A;16;0;0;5;5;0;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;A;4;A;A;16;3;0;4;3;0;
BOA VISTA;RR;;;34;1;;F;3;A;C;13;5;5;5;5;5;
BOA VISTA;RR;;;18;3;;B;3;A;A;;;;;;;
BOA VISTA;RR;;;18;1;;C;4;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;19;1;;B;4;A;A;17;5;0;5;5;5;
BOA VISTA;RR;;;32;1;;B;3;C;A;18;0;5;5;5;2;
BOA VISTA;RR;;;20;1;;K;3;A;A;;;;;;;
ALTO ALEGRE;RR;;;16;3;;D;6;A;A;;;;;;;
BOA VISTA;RR;;;32;1;;B;6;A;A;25;0;5;0;5;5;
BOA VISTA;RR;;;32;1;;J;1;A;A;19;0;0;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;C;5;A;A;16;5;5;5;5;3;
ALTO ALEGRE;RR;;;18;1;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;41;1;;B;3;E;E;18;5;5;4;4;5;
BOA VISTA;RR;;;26;1;;B;4;C;A;14;5;5;5;5;5;
BOA VISTA;RR;;;20;1;;C;6;A;A;13;5;5;5;5;5;
BOA VISTA;RR;;;43;1;;C;6;A;A;19;0;5;5;0;0;
BOA VISTA;RR;;;20;3;;C;8;A;A;;;;;;;
BOA VISTA;RR;;;17;3;;Q;7;A;A;;;;;;;
BOA VISTA;RR;;;20;1;;I;4;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;26;1;;C;6;A;A;19;5;5;5;4;5;
BOA VISTA;RR;;;23;1;;B;3;A;A;20;3;5;5;5;3;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;C;4;A;A;;;;;;;
BOA VISTA;RR;;;20;1;;B;8;A;A;;;;;;;
BOA VISTA;RR;;;31;1;;B;5;C;A;13;5;5;5;5;5;
BOA VISTA;RR;;;28;1;;B;8;A;A;19;0;5;5;5;3;
BOA VISTA;RR;;;22;1;;D;4;A;A;18;3;3;4;5;5;
ALTO ALEGRE;RR;;;25;1;;F;1;A;A;22;0;0;5;5;5;
BOA VISTA;RR;;;25;1;;B;3;A;A;;;;;;;
BOA VISTA;RR;;;49;1;;B;3;A;E;19;0;5;5;5;5;
BOA VISTA;RR;;;17;3;;E;4;A;A;;;;;;;
BOA VISTA;RR;;;20;1;;C;6;A;A;;;;;;;
BOA VISTA;RR;;;26;1;;B;4;A;A;17;4;4;5;5;5;
BOA VISTA;RR;;;32;1;;D;4;A;A;20;5;5;5;5;5;
BOA VISTA;RR;;;17;3;;D;4;A;A;;;;;;;
BOA VISTA;RR;;;26;1;;C;5;A;D;16;5;0;5;5;5;
BOA VISTA;RR;;;47;1;;B;2;E;A;13;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;B;4;A;A;;;;;;;
BOA VISTA;RR;;;37;1;;B;4;A;A;24;4;4;4;5;5;
BOA VISTA;RR;;;26;1;;B;8;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;15;3;;Q;5;A;A;;;;;;;
BOA VISTA;RR;;;26;1;;C;2;A;A;21;5;5;5;4;3;
BOA VISTA;RR;;;24;1;;E;5;A;A;16;5;5;5;5;5;
CANTA;RR;;;18;1;;B;5;A;A;17;5;5;2;5;5;
BOA VISTA;RR;;;46;1;;G;4;A;E;15;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;B;4;A;A;15;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;C;5;A;A;17;5;0;3;3;3;
BOA VISTA;RR;;;19;1;;B;3;A;A;17;4;1;3;4;5;
BOA VISTA;RR;;;22;1;;B;2;A;A;16;5;5;5;5;0;
BOA VISTA;RR;;;46;1;;C;6;E;C;13;0;5;4;5;5;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;C;5;A;A;;;;;;;
BOA VISTA;RR;;;18;1;;B;5;A;A;16;3;0;5;5;2;
BOA VISTA;RR;;;22;1;;C;3;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;D;7;B;A;18;5;5;5;5;5;
BOA VISTA;RR;;;27;1;;F;8;A;A;16;5;5;5;5;5;
BOA VISTA;RR;;;38;1;;E;2;A;A;16;5;1;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;B;5;A;A;;;;;;;
BOA VISTA;RR;;;19;4;;B;6;A;C;;;;;;;
BOA VISTA;RR;;;22;1;;E;5;A;A;18;5;0;0;5;5;
BOA VISTA;RR;;;23;1;;C;3;A;A;13;5;5;5;4;5;
BOA VISTA;RR;;;27;1;;B;5;A;E;17;5;5;3;5;5;
BOA VISTA;RR;;;21;1;;B;4;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;C;3;A;A;;;;;;;
BONFIM;RR;;;22;1;;B;3;A;A;19;3;5;5;5;5;
ALTO ALEGRE;RR;;;26;1;;A;6;B;A;22;5;5;2;5;5;
BOA VISTA;RR;;;23;1;;B;8;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;16;3;;I;4;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;B;3;A;B;18;5;5;3;5;5;
BOA VISTA;RR;;;21;1;;B;2;A;A;17;5;1;5;5;5;
AMAJARI;RR;;;26;1;;E;2;A;A;24;0;5;3;4;5;
BOA VISTA;RR;;;22;1;;B;3;A;A;17;5;3;5;3;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;C;4;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;16;2;1;N;4;A;A;;;;;;;
BOA VISTA;RR;;;25;1;;B;3;A;E;;;;;;;
BOA VISTA;RR;;;20;1;;C;5;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;28;1;;B;4;A;A;24;1;5;1;1;1;
BOA VISTA;RR;;;40;1;;B;5;B;A;16;3;5;5;5;5;
BOA VISTA;RR;;;23;1;;B;2;A;A;22;5;0;4;5;5;
BOA VISTA;RR;;;16;3;;H;4;A;A;;;;;;;
BOA VISTA;RR;;;25;1;;F;2;A;B;24;0;0;5;5;5;
NORMANDIA;RR;;;22;1;;B;2;A;A;21;4;5;5;5;5;
BOA VISTA;RR;;;24;1;;C;4;A;A;15;4;5;5;4;4;
BOA VISTA;RR;;;50;1;;B;5;A;B;18;4;5;5;5;1;
BOA VISTA;RR;BOA VISTA;RR;50;2;1;C;5;E;A;16;3;5;5;5;4;
BOA VISTA;RR;;;54;1;;A;5;E;A;13;5;5;5;5;5;
BOA VISTA;RR;;;23;1;;C;6;A;A;14;5;4;3;5;4;
BOA VISTA;RR;;;32;4;;B;4;E;E;18;5;1;5;5;5;
ALTO ALEGRE;RR;ALTO ALEGRE;RR;18;2;1;A;4;A;A;17;2;0;4;4;5;
BOA VISTA;RR;;;30;1;;B;6;A;D;13;5;5;5;5;5;
BOA VISTA;RR;;;37;1;;B;3;A;A;22;4;5;5;5;2;
BOA VISTA;RR;;;28;1;;E;5;C;B;16;2;3;5;5;5;
BOA VISTA;RR;;;18;1;;B;2;A;A;16;5;5;5;5;5;
BOA VISTA;RR;;;26;1;;B;2;A;A;17;0;0;5;5;5;
BOA VISTA;RR;;;26;1;;A;3;A;A;16;5;5;5;2;5;
BOA VISTA;RR;;;24;1;;D;4;A;A;14;5;0;5;5;5;
BOA VISTA;RR;;;30;1;;G;2;A;A;22;0;5;5;5;0;
BOA VISTA;RR;;;41;1;;D;3;D;A;25;5;5;5;5;5;
BOA VISTA;RR;;;24;1;;C;5;A;A;16;5;5;5;5;5;
BOA VISTA;RR;;;16;3;;K;4;A;A;;;;;;;
RORAINOPOLIS;RR;;;16;3;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;18;1;;B;4;A;A;15;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;22;2;1;B;5;A;D;21;0;5;5;5;5;
BOA VISTA;RR;;;30;1;;H;5;A;A;18;5;3;4;4;3;
BOA VISTA;RR;BOA VISTA;RR;24;2;1;D;4;A;E;18;3;2;5;3;3;
BOA VISTA;RR;;;27;1;;C;5;A;A;21;3;5;3;5;3;
BOA VISTA;RR;;;45;1;;D;1;A;E;13;5;5;5;5;5;
BOA VISTA;RR;;;19;1;;B;6;A;A;;;;;;;
BOA VISTA;RR;;;18;1;;B;4;A;A;18;5;3;3;5;5;
BOA VISTA;RR;;;19;1;;D;7;A;A;;;;;;;
BOA VISTA;RR;;;21;3;;L;7;A;B;;;;;;;
BOA VISTA;RR;;;26;1;;C;4;A;C;18;5;0;5;5;5;
BOA VISTA;RR;;;17;3;;F;4;A;A;;;;;;;
BOA VISTA;RR;;;24;1;;O;4;A;A;21;2;0;4;4;4;
ALTO ALEGRE;RR;;;29;1;;A;5;A;A;19;5;5;5;5;5;
BOA VISTA;RR;;;20;1;;B;2;A;A;16;5;3;5;3;5;
BOA VISTA;RR;;;42;3;;G;6;D;E;13;5;5;3;4;2;
BOA VISTA;RR;;;17;3;;E;4;A;A;;;;;;;
BOA VISTA;RR;;;41;1;;D;4;A;E;17;5;5;5;5;5;
BOA VISTA;RR;;;20;1;;A;4;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;C;7;A;A;18;3;0;5;4;5;
BOA VISTA;RR;;;21;1;;F;7;A;A;16;3;0;3;5;2;
BOA VISTA;RR;;;22;1;;F;10;A;A;16;3;0;5;5;5;
BOA VISTA;RR;;;26;4;;B;5;A;E;15;0;5;5;5;5;
BOA VISTA;RR;;;32;1;;B;5;A;A;18;4;4;5;4;4;
BOA VISTA;RR;;;29;1;;E;2;A;A;18;0;5;5;5;3;
BOA VISTA;RR;;;21;1;;C;6;A;A;17;5;0;5;5;5;
BOA VISTA;RR;;;52;3;;F;5;A;A;13;5;5;5;5;5;
BOA VISTA;RR;;;26;1;;B;2;A;A;24;4;1;5;5;5;
BOA VISTA;RR;;;28;1;;C;3;A;A;14;4;5;4;5;5;
BOA VISTA;RR;;;19;1;;C;4;A;A;15;4;5;5;4;2;
BOA VISTA;RR;;;31;1;;C;6;A;A;18;1;0;1;1;1;
BOA VISTA;RR;;;29;1;;D;5;A;A;20;5;0;5;5;3;
BOA VISTA;RR;;;36;1;;B;4;C;A;25;0;0;0;0;0;
BOA VISTA;RR;;;22;1;;D;5;A;A;21;4;0;5;5;1;
BOA VISTA;RR;;;21;1;;B;6;A;A;19;0;0;0;0;0;
CARACARAI;RR;;;30;1;;C;5;A;A;25;5;5;5;5;5;
BOA VISTA;RR;;;18;3;;K;4;A;A;;;;;;;
BOA VISTA;RR;;;31;1;;I;4;A;A;18;5;5;5;5;5;
PACARAIMA;RR;;;23;1;;B;3;A;A;19;5;5;5;5;5;
BOA VISTA;RR;;;22;1;;C;4;A;A;18;5;0;5;5;5;
MUCAJAI;RR;;;20;1;;C;4;A;A;19;1;0;1;1;1;
BOA VISTA;RR;BOA VISTA;RR;16;2;1;B;4;A;A;16;3;3;3;3;3;
BOA VISTA;RR;;;32;1;;C;4;E;A;13;5;5;3;4;3;
BOA VISTA;RR;;;34;1;;B;2;B;A;17;0;0;5;5;5;
CARACARAI;RR;;;29;1;;B;2;A;A;24;0;5;5;5;5;
CARACARAI;RR;;;24;1;;D;4;A;A;16;0;5;0;0;5;
BOA VISTA;RR;;;27;1;;B;2;A;A;18;4;1;4;4;5;
MUCAJAI;RR;;;19;1;;C;4;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;28;1;;B;4;A;A;18;1;1;2;2;4;
BOA VISTA;RR;;;21;1;;B;4;A;A;18;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;27;2;1;E;5;A;B;13;5;0;5;5;5;
BOA VISTA;RR;;;20;1;;B;5;A;A;18;5;5;5;5;2;
BOA VISTA;RR;;;26;1;;B;1;B;A;18;5;1;5;5;5;
BOA VISTA;RR;;;52;1;;B;6;E;E;16;5;5;4;4;5;
BOA VISTA;RR;;;35;1;;C;5;D;B;13;1;3;3;4;5;
BOA VISTA;RR;;;25;1;;B;4;A;A;14;3;5;5;5;5;
BOA VISTA;RR;;;21;1;;F;4;A;A;;;;;;;
ALTO ALEGRE;RR;;;24;1;;B;4;B;C;18;3;5;5;4;5;
SAO JOAO DA BALIZA;RR;;;32;1;;C;3;A;A;14;2;4;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;26;2;1;B;3;A;C;18;3;5;5;5;5;
BOA VISTA;RR;;;24;1;;D;7;A;A;19;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;27;2;1;B;5;A;E;16;3;5;5;5;5;
BOA VISTA;RR;;;22;1;;C;3;A;A;19;5;5;5;5;5;
CAROEBE;RR;CAROEBE;RR;31;2;1;B;4;C;C;;;;;;;
BOA VISTA;RR;;;15;3;;L;4;A;A;;;;;;;
BOA VISTA;RR;;;27;1;;B;10;A;A;13;5;0;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;C;3;A;A;;;;;;;
CANTA;RR;CANTA;RR;24;2;1;B;3;A;E;17;5;0;5;5;5;
ALTO ALEGRE;RR;ALTO ALEGRE;RR;18;2;1;A;10;A;A;14;5;0;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;32;2;1;B;4;E;A;14;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;20;2;1;C;5;A;D;18;5;5;5;5;0;
CANTA;RR;;;33;1;;A;5;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;34;1;;G;4;A;A;18;2;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;B;6;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;C;3;A;A;14;5;5;4;5;5;
BOA VISTA;RR;;;25;1;;C;6;A;A;13;5;5;5;5;0;
BOA VISTA;RR;;;30;1;;D;4;A;A;18;3;4;5;5;3;
BOA VISTA;RR;;;19;1;;D;5;A;A;15;5;2;4;4;4;
BOA VISTA;RR;;;20;1;;C;4;A;A;17;5;5;5;5;5;
CARACARAI;RR;;;15;3;;B;4;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;B;5;A;A;16;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;B;5;A;A;;;;;;;
SAO JOAO DA BALIZA;RR;SAO JOAO DA BALIZA;RR;23;2;1;C;4;A;B;13;5;0;4;5;5;
BOA VISTA;RR;;;25;1;;E;7;A;A;22;5;4;5;4;5;
BOA VISTA;RR;;;26;1;;C;4;A;A;16;4;5;4;3;5;
MUCAJAI;RR;;;31;1;;B;2;A;A;16;3;0;0;0;0;
BOA VISTA;RR;;;20;1;;C;7;B;A;17;5;0;5;5;5;
BOA VISTA;RR;;;34;1;;C;2;A;A;;;;;;;
BOA VISTA;RR;;;15;3;;D;6;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;E;7;A;A;14;4;0;5;2;1;
BOA VISTA;RR;;;18;1;;C;2;A;A;16;5;0;5;5;0;
PACARAIMA;RR;;;18;3;;B;7;A;A;16;5;3;5;5;5;
BOA VISTA;RR;;;25;1;;C;4;A;A;15;5;5;5;5;5;
BOA VISTA;RR;;;22;1;;B;3;A;A;16;5;5;5;5;3;
BOA VISTA;RR;;;19;1;;A;6;A;A;18;5;0;5;5;5;
BOA VISTA;RR;;;17;3;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;B;4;A;A;20;5;5;5;5;5;
BOA VISTA;RR;;;24;1;;E;2;A;A;18;1;5;5;5;5;
SAO LUIZ;RR;;;27;1;;C;3;A;A;23;4;4;5;4;5;
BOA VISTA;RR;;;19;3;;C;4;B;B;;;;;;;
BOA VISTA;RR;;;17;3;;C;5;A;A;;;;;;;
BOA VISTA;RR;;;28;1;;G;3;A;A;20;5;0;5;5;5;
BOA VISTA;RR;;;37;1;;E;5;A;B;14;0;5;3;4;2;
BOA VISTA;RR;;;21;1;;B;3;A;A;16;4;1;4;5;5;
SAO JOAO DA BALIZA;RR;;;40;1;;B;5;E;E;;;;;;;
BOA VISTA;RR;;;20;1;;B;4;A;A;13;5;4;5;5;5;
BOA VISTA;RR;;;28;1;;B;5;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;38;1;;B;5;B;A;;;;;;;
BOA VISTA;RR;;;16;3;;E;10;A;A;15;5;0;4;4;3;
BOA VISTA;RR;;;23;1;;C;4;A;A;18;3;5;5;5;5;
BOA VISTA;RR;;;32;1;;B;4;A;A;17;5;4;4;4;4;
BOA VISTA;RR;;;42;1;;B;4;B;B;14;5;5;5;5;5;
BOA VISTA;RR;;;30;1;;C;7;A;B;16;3;1;3;4;3;
BOA VISTA;RR;;;31;1;;G;4;A;A;21;1;1;3;4;3;
BOA VISTA;RR;;;34;1;;H;3;B;A;14;4;4;5;5;0;
BOA VISTA;RR;BOA VISTA;RR;29;2;1;C;2;A;E;20;5;5;5;5;5;
BOA VISTA;RR;;;16;3;;B;6;A;A;;;;;;;
BOA VISTA;RR;;;24;1;;B;4;A;A;18;5;0;5;5;0;
BOA VISTA;RR;;;17;3;;E;6;A;A;;;;;;;
BOA VISTA;RR;;;51;1;;I;5;A;A;14;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;C;4;B;A;21;3;4;5;5;5;
BOA VISTA;RR;;;20;1;;C;5;A;A;;;;;;;
BOA VISTA;RR;;;33;1;;A;3;A;A;14;0;0;0;0;0;
BOA VISTA;RR;;;21;1;;E;2;A;A;;;;;;;
BOA VISTA;RR;;;26;1;;B;2;A;A;16;0;4;5;5;5;
BOA VISTA;RR;;;18;1;;C;4;A;A;;;;;;;
CARACARAI;RR;;;15;3;;B;6;A;A;;;;;;;
BOA VISTA;RR;;;27;4;;C;5;A;E;18;3;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;G;3;A;A;17;5;0;5;5;5;
BOA VISTA;RR;;;43;1;;C;8;A;A;13;5;0;0;0;0;
BONFIM;RR;BONFIM;RR;18;2;1;B;4;A;A;16;5;3;5;5;0;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;C;7;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;C;4;B;A;18;3;0;5;3;0;
BOA VISTA;RR;;;17;3;;I;4;A;A;;;;;;;
BOA VISTA;RR;;;39;1;;B;3;A;A;14;1;3;4;3;3;
SAO JOAO DA BALIZA;RR;;;17;3;;B;4;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;37;2;1;B;7;A;E;16;4;5;5;5;5;
BOA VISTA;RR;;;19;1;;C;9;A;A;18;3;3;3;3;3;
BOA VISTA;RR;;;16;3;;B;8;A;A;16;5;0;5;5;5;
BOA VISTA;RR;;;18;1;;B;6;A;A;;;;;;;
BOA VISTA;RR;;;20;3;;B;4;A;B;18;5;5;5;5;5;
BOA VISTA;RR;;;20;1;;B;9;A;A;18;5;5;5;5;5;
BOA VISTA;RR;;;22;1;;A;3;A;A;;;;;;;
CARACARAI;RR;CARACARAI;RR;19;2;1;B;3;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;36;2;1;C;5;E;A;18;4;5;5;5;5;
BOA VISTA;RR;;;20;1;;B;4;A;A;;;;;;;
BOA VISTA;RR;;;22;1;;C;7;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;B;8;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;C;5;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;20;2;1;B;9;A;A;;;;;;;
BOA VISTA;RR;;;27;1;;C;6;A;A;16;3;3;3;3;3;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;D;7;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;C;8;A;B;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;20;2;1;B;4;A;B;18;5;3;5;5;5;
BOA VISTA;RR;;;30;1;;C;8;A;A;18;4;2;5;5;4;
RORAINOPOLIS;RR;;;19;1;;B;1;A;A;18;2;5;5;4;4;
BOA VISTA;RR;;;24;1;;B;2;A;A;15;5;4;5;5;5;
BOA VISTA;RR;;;17;3;;B;3;A;A;15;5;0;5;5;5;
BOA VISTA;RR;;;30;1;;E;7;A;A;17;5;0;5;5;5;
SAO LUIZ;RR;;;19;1;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;24;1;;G;3;A;A;13;5;0;5;5;0;
CARACARAI;RR;CARACARAI;RR;15;2;1;B;6;A;A;14;5;0;5;5;0;
BOA VISTA;RR;;;24;1;;C;6;A;A;16;3;3;3;3;3;
BOA VISTA;RR;;;56;4;;C;5;E;A;13;0;5;5;5;5;
BOA VISTA;RR;;;18;1;;C;4;A;A;;;;;;;
BOA VISTA;RR;;;21;4;;B;6;A;A;18;5;0;2;5;2;
BOA VISTA;RR;;;17;3;;F;4;A;A;15;3;0;5;5;3;
BOA VISTA;RR;;;18;3;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;16;3;;B;7;A;A;;;;;;;
ALTO ALEGRE;RR;;;21;1;;C;6;A;A;16;5;0;5;5;5;
BOA VISTA;RR;;;19;1;;B;9;A;A;;;;;;;
BOA VISTA;RR;;;35;1;;B;5;B;B;15;1;5;4;5;5;
BOA VISTA;RR;;;28;1;;B;6;A;A;13;0;5;5;5;5;
ALTO ALEGRE;RR;ALTO ALEGRE;RR;16;2;1;D;4;A;A;;;;;;;
BOA VISTA;RR;;;17;3;;D;4;A;A;15;5;0;5;5;5;
SAO LUIZ;RR;;;17;1;;B;4;A;A;;;;;;;
BOA VISTA;RR;;;29;1;;G;2;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;33;1;;B;8;D;C;14;5;5;5;5;5;
BOA VISTA;RR;;;19;1;;B;4;A;A;;;;;;;
BOA VISTA;RR;;;36;1;;B;5;A;A;17;0;5;2;5;1;
BOA VISTA;RR;BOA VISTA;RR;48;2;1;B;2;A;A;14;5;5;5;5;5;
BOA VISTA;RR;;;25;1;;C;7;A;A;18;3;3;2;5;5;
BOA VISTA;RR;;;32;1;;D;7;A;A;18;5;2;5;5;3;
BOA VISTA;RR;;;20;1;;B;2;A;A;17;0;0;4;4;4;
BOA VISTA;RR;;;26;1;;C;4;A;A;17;5;5;5;5;5;
BOA VISTA;RR;;;22;1;;C;8;A;A;13;0;5;5;5;5;
BOA VISTA;RR;;;35;1;;B;4;A;A;16;0;5;5;5;5;
BOA VISTA;RR;;;20;1;;C;4;A;A;;;;;;;
BOA VISTA;RR;;;23;1;;D;4;A;A;16;5;0;5;5;5;
BOA VISTA;RR;;;16;3;;B;5;A;A;;;;;;;
BOA VISTA;RR;;;14;3;;F;3;A;A;;;;;;;
BOA VISTA;RR;;;48;1;;B;4;E;D;16;5;5;0;2;5;
BOA VISTA;RR;;;27;1;;B;3;A;A;18;5;0;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;C;4;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;B;5;A;A;;;;;;;
BOA VISTA;RR;;;16;3;;B;4;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;17;2;1;B;2;A;A;17;1;0;1;1;1;
BOA VISTA;RR;;;33;1;;F;4;A;A;19;5;5;5;3;3;
BOA VISTA;RR;;;33;1;;B;1;A;B;18;5;5;5;5;5;
BOA VISTA;RR;;;32;1;;D;4;A;A;16;1;5;5;5;5;
BOA VISTA;RR;;;29;1;;C;4;A;A;17;3;5;5;5;5;
BOA VISTA;RR;;;27;1;;D;3;A;B;18;0;5;5;5;5;
BOA VISTA;RR;;;26;1;;B;4;B;A;13;5;0;5;5;5;
BOA VISTA;RR;;;21;1;;F;5;B;A;;;;;;;
BOA VISTA;RR;;;30;1;;H;2;A;A;14;4;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;22;2;1;B;5;B;D;;;;;;;
BOA VISTA;RR;;;29;1;;E;2;B;A;18;5;5;5;5;5;
BOA VISTA;RR;;;31;1;;J;1;A;A;21;0;0;5;5;0;
RORAINOPOLIS;RR;;;15;3;;C;4;A;A;;;;;;;
BOA VISTA;RR;;;17;4;;B;5;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;B;7;B;A;15;5;5;5;5;5;
BOA VISTA;RR;;;37;3;;B;3;C;B;24;5;5;5;5;2;
NORMANDIA;RR;;;16;3;;B;6;A;A;;;;;;;
BOA VISTA;RR;;;23;1;;B;9;A;B;15;5;4;5;5;4;
BOA VISTA;RR;;;43;1;;J;1;D;C;18;1;5;5;4;5;
BOA VISTA;RR;;;22;1;;B;13;A;A;16;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;C;4;A;A;;;;;;;
BOA VISTA;RR;;;27;4;;G;3;A;E;13;5;5;5;5;5;
BOA VISTA;RR;;;17;3;;C;6;A;A;15;1;1;5;5;3;
BOA VISTA;RR;BOA VISTA;RR;19;2;1;C;5;A;A;;;;;;;
BOA VISTA;RR;;;15;3;;C;4;A;A;;;;;;;
BOA VISTA;RR;;;30;1;;C;5;A;A;20;5;5;5;5;5;
BOA VISTA;RR;;;21;1;;B;4;A;A;18;5;2;5;5;5;
BOA VISTA;RR;;;23;1;;D;2;A;B;21;5;0;5;5;5;
BOA VISTA;RR;;;16;3;;B;3;A;A;;;;;;;
BOA VISTA;RR;;;24;1;;A;5;A;A;20;5;5;5;5;5;
BOA VISTA;RR;;;21;4;;B;11;A;B;20;5;5;5;5;3;
BOA VISTA;RR;;;29;4;;C;6;E;E;13;0;5;5;5;5;
BOA VISTA;RR;;;22;1;;B;3;A;A;16;5;5;5;5;5;
BOA VISTA;RR;;;15;3;;D;8;A;A;;;;;;;
BOA VISTA;RR;;;32;1;;F;5;A;A;18;4;4;4;5;5;
BOA VISTA;RR;;;17;3;;G;4;A;A;;;;;;;
BOA VISTA;RR;;;19;1;;I;4;A;A;;;;;;;
PACARAIMA;RR;PACARAIMA;RR;19;2;1;E;3;A;B;18;2;5;5;5;5;
BOA VISTA;RR;;;19;1;;D;5;A;A;;;;;;;
BOA VISTA;RR;;;21;1;;F;3;A;A;16;5;5;5;5;5;
BOA VISTA;RR;BOA VISTA;RR;24;2;1;B;4;C;B;;;;;;;
BOA VISTA;RR;;;38;1;;G;4;A;A;14;5;5;5;5;5;
BOA VISTA;RR;;;19;1;;C;5;A;A;;;;;;;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;C;4;A;A;;;;;;;
CARACARAI;RR;;;18;1;;C;4;A;A;;;;;;;
BOA VISTA;RR;;;25;1;;C;3;A;A;14;5;5;5;5;4;
BOA VISTA;RR;BOA VISTA;RR;18;2;1;B;5;A;A;;;;;;;
BOA VISTA;RR;;;33;1;;C;8;C;B;;;;;;;
