NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
PORTO VELHO;RO;;;24;1;;C;2;B;A;19;5;5;4;5;3;
PORTO VELHO;RO;;;30;1;;M;4;A;A;20;4;0;5;5;2;
VILHENA;RO;VILHENA;RO;25;4;;B;3;A;D;17;4;0;5;5;5;
SERINGUEIRAS;RO;;;16;3;;B;6;C;A;;;;;;;
PORTO VELHO;RO;;;34;4;;D;3;A;E;18;5;5;5;5;5;
PORTO VELHO;RO;;;30;1;;E;2;A;A;18;5;5;5;5;5;
SAO FELIPE D OESTE;RO;SAO FELIPE D OESTE;RO;44;2;1;B;3;A;A;20;1;1;5;4;4;
PORTO VELHO;RO;;;21;1;;C;3;A;B;18;5;5;5;5;5;
JARU;RO;;;20;3;;C;2;A;C;16;3;0;3;3;3;
OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;RO;20;2;1;B;1;B;A;18;0;0;1;1;0;
PIMENTA BUENO;RO;;;37;1;;B;4;A;A;18;4;2;5;5;5;
PRESIDENTE MEDICI;RO;;;23;1;;H;5;A;A;17;5;0;5;5;0;
PORTO VELHO;RO;;;31;1;;B;3;A;A;24;5;5;5;5;5;
PORTO VELHO;RO;;;21;4;;B;3;B;C;13;5;5;5;5;5;
GUAJARA-MIRIM;RO;;;30;1;;B;6;E;A;16;0;5;5;4;1;
OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;RO;17;2;1;C;5;A;A;17;5;3;5;5;0;
CACAULANDIA;RO;CACAULANDIA;RO;19;2;1;C;4;B;A;;;;;;;
GUAJARA-MIRIM;RO;;;31;1;;C;5;A;B;18;5;2;5;5;5;
PORTO VELHO;RO;;;36;1;;D;4;C;B;13;3;5;5;5;5;
CACOAL;RO;;;37;1;;F;3;A;A;14;2;4;4;4;4;
PORTO VELHO;RO;;;20;1;;F;3;A;A;;;;;;;
ALTO ALEGRE DOS PARECIS;RO;;;24;1;;B;3;A;A;19;5;0;5;5;5;
JI-PARANA;RO;;;27;1;;C;1;A;A;16;5;5;4;5;5;
CAMPO NOVO DE RONDONIA;RO;BURITIS;RO;17;2;1;C;3;A;A;15;5;0;5;5;5;
PORTO VELHO;RO;;;27;1;;D;3;A;A;22;5;5;5;5;5;
ROLIM DE MOURA;RO;;;18;1;;F;6;A;A;14;5;5;5;5;5;
PORTO VELHO;RO;;;21;1;;C;7;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;28;1;;B;15;B;B;;;;;;;
JI-PARANA;RO;;;18;1;;D;4;A;A;;;;;;;
PORTO VELHO;RO;;;20;4;;B;3;C;C;15;5;0;5;5;5;
PORTO VELHO;RO;;;18;3;;B;4;A;A;;;;;;;
VILHENA;RO;;;26;1;;C;3;A;A;14;0;5;5;5;0;
CACOAL;RO;CACOAL;RO;36;2;1;C;4;E;E;20;2;5;5;5;5;
VILHENA;RO;;;25;1;;B;3;A;A;18;5;0;5;5;5;
PORTO VELHO;RO;;;22;1;;D;3;A;A;18;4;4;5;5;5;
CACOAL;RO;CACOAL;RO;25;2;1;B;3;A;E;;;;;;;
ARIQUEMES;RO;;;25;1;;C;3;C;A;15;5;2;5;5;5;
PORTO VELHO;RO;;;43;1;;C;2;A;E;19;3;5;5;1;5;
PORTO VELHO;RO;;;21;3;;C;4;A;A;17;5;5;5;5;5;
PORTO VELHO;RO;;;53;1;;C;3;A;A;14;5;5;5;5;5;
ARIQUEMES;RO;;;20;1;;B;5;A;A;16;5;5;5;4;5;
ARIQUEMES;RO;;;21;1;;B;2;A;A;18;2;3;5;5;5;
MIRANTE DA SERRA;RO;;;18;1;;D;3;A;A;15;5;0;5;3;5;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;B;3;A;A;;;;;;;
CACOAL;RO;;;24;1;;E;5;A;A;19;4;0;5;4;4;
BURITIS;RO;;;15;3;;H;4;A;A;;;;;;;
PORTO VELHO;RO;;;32;1;;N;2;A;A;17;0;5;0;5;0;
COLORADO DO OESTE;RO;;;19;3;;F;4;A;A;16;2;0;5;3;2;
OURO PRETO DO OESTE;RO;;;19;1;;B;3;A;A;18;5;0;3;3;5;
PORTO VELHO;RO;;;21;1;;G;6;A;A;;;;;;;
CACOAL;RO;;;35;1;;D;4;A;A;17;5;0;5;5;5;
PORTO VELHO;RO;;;31;1;;D;7;A;A;18;5;5;0;5;5;
MIRANTE DA SERRA;RO;;;21;1;;B;2;A;B;18;5;5;5;4;4;
CANDEIAS DO JAMARI;RO;;;22;1;;B;3;B;B;;;;;;;
PORTO VELHO;RO;;;25;1;;B;3;C;B;23;0;0;5;5;5;
PORTO VELHO;RO;;;26;4;;E;7;D;D;14;5;5;5;5;5;
PRESIDENTE MEDICI;RO;;;16;3;;B;4;A;A;;;;;;;
CACOAL;RO;;;25;1;;F;4;A;A;14;5;5;5;5;5;
PORTO VELHO;RO;;;20;1;;D;8;A;A;14;4;2;5;5;3;
PORTO VELHO;RO;;;17;3;;G;5;A;A;16;1;1;5;5;5;
ARIQUEMES;RO;;;23;1;;D;2;A;A;22;5;0;5;5;5;
OURO PRETO DO OESTE;RO;;;16;3;;C;4;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;B;4;A;A;20;5;5;0;5;5;
NOVA BRASILANDIA D OESTE;RO;;;17;3;;F;4;A;A;13;5;0;5;5;5;
PORTO VELHO;RO;;;27;1;;I;3;A;A;18;5;5;5;5;5;
PORTO VELHO;RO;;;25;1;;B;3;C;A;20;5;0;5;5;5;
VILHENA;RO;VILHENA;RO;29;2;1;E;3;A;E;25;0;0;5;5;5;
MACHADINHO D OESTE;RO;;;32;1;;B;3;C;B;21;5;5;5;5;5;
PORTO VELHO;RO;;;32;1;;C;3;A;C;18;0;5;5;0;5;
PORTO VELHO;RO;;;17;3;;C;4;A;A;14;5;5;5;5;5;
ROLIM DE MOURA;RO;;;26;4;;C;6;A;E;18;5;5;5;5;5;
JI-PARANA;RO;;;22;1;;F;2;A;A;18;2;0;5;5;3;
PORTO VELHO;RO;;;20;1;;K;4;A;A;17;5;0;5;5;3;
PORTO VELHO;RO;;;22;1;;G;4;A;A;14;5;0;5;5;5;
ARIQUEMES;RO;ARIQUEMES;RO;27;2;1;B;5;A;E;14;5;5;5;5;5;
ALVORADA D OESTE;RO;ALVORADA D OESTE;RO;19;2;1;E;6;A;A;;;;;;;
VILHENA;RO;;;25;1;;G;2;A;A;16;1;5;5;5;5;
PRESIDENTE MEDICI;RO;;;19;1;;B;3;A;A;16;5;3;5;5;5;
JI-PARANA;RO;;;27;1;;B;4;A;A;20;0;5;5;5;5;
PORTO VELHO;RO;;;32;1;;B;5;A;B;18;5;5;5;5;5;
ARIQUEMES;RO;;;25;1;;H;3;A;A;17;2;4;5;4;4;
CANDEIAS DO JAMARI;RO;;;16;3;;C;4;A;A;;;;;;;
CANDEIAS DO JAMARI;RO;;;17;3;;C;3;C;A;17;1;0;5;5;2;
ARIQUEMES;RO;;;32;1;;C;4;A;A;13;0;5;5;5;5;
VILHENA;RO;;;22;1;;G;3;A;B;15;0;0;4;5;4;
VALE DO PARAISO;RO;;;24;1;;B;3;A;A;;;;;;;
ROLIM DE MOURA;RO;;;26;1;;C;4;A;B;16;5;3;5;4;4;
ARIQUEMES;RO;;;20;1;;C;4;A;A;18;3;0;5;5;4;
PORTO VELHO;RO;;;37;1;;I;5;A;A;18;5;5;5;4;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;B;3;A;A;15;5;0;4;5;4;
PORTO VELHO;RO;;;22;1;;E;4;A;A;19;5;4;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;E;4;B;A;;;;;;;
PORTO VELHO;RO;;;17;3;;D;5;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;40;1;;B;3;A;A;17;2;4;3;4;3;
JI-PARANA;RO;;;18;1;;B;6;A;A;;;;;;;
BURITIS;RO;;;27;1;;B;5;A;A;25;5;5;5;5;0;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;G;3;A;A;;;;;;;
PORTO VELHO;RO;;;18;1;;E;4;A;A;;;;;;;
PORTO VELHO;RO;;;18;3;;B;5;A;A;16;5;0;5;5;5;
PORTO VELHO;RO;;;35;1;;B;1;A;A;14;5;0;5;5;5;
PORTO VELHO;RO;;;19;1;;F;5;A;A;;;;;;;
MACHADINHO D OESTE;RO;;;32;4;;B;2;A;E;24;0;5;2;5;5;
PORTO VELHO;RO;;;24;4;;B;4;B;C;20;5;5;5;5;5;
PORTO VELHO;RO;;;35;1;;D;3;C;A;17;0;5;5;5;1;
ROLIM DE MOURA;RO;;;22;1;;G;6;A;A;14;3;0;5;5;5;
PORTO VELHO;RO;;;21;1;;C;7;A;A;15;5;0;5;5;5;
PORTO VELHO;RO;;;42;1;;C;4;B;A;16;5;5;5;5;3;
CACOAL;RO;;;27;1;;H;3;A;A;17;2;5;5;5;5;
PORTO VELHO;RO;;;45;1;;H;4;A;A;19;2;5;5;5;5;
JI-PARANA;RO;;;17;3;;C;3;A;A;;;;;;;
VILHENA;RO;;;26;1;;D;3;E;D;20;5;5;4;4;5;
PORTO VELHO;RO;;;36;1;;C;3;A;A;13;1;5;5;5;5;
NOVO HORIZONTE DO OESTE;RO;;;24;1;;D;3;A;A;22;0;5;5;5;0;
JI-PARANA;RO;;;24;1;;C;3;A;A;18;5;5;5;5;5;
VILHENA;RO;VILHENA;RO;17;2;1;C;5;A;A;16;5;0;5;5;5;
JI-PARANA;RO;;;20;1;;C;4;A;A;18;4;3;4;4;5;
JI-PARANA;RO;;;25;1;;C;1;A;A;19;5;5;5;5;5;
PORTO VELHO;RO;;;45;4;;D;2;E;E;18;3;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;C;7;A;A;17;4;4;5;4;4;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;D;4;A;A;15;5;0;4;5;5;
JI-PARANA;RO;;;23;1;;H;4;A;A;15;5;5;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;18;2;1;D;3;A;A;16;1;0;5;3;5;
JI-PARANA;RO;;;51;1;;M;4;A;A;13;0;5;5;5;5;
PORTO VELHO;RO;;;36;1;;E;5;A;A;15;5;5;5;5;5;
JI-PARANA;RO;;;17;3;;E;4;A;A;;;;;;;
PORTO VELHO;RO;;;38;1;;C;7;B;C;25;5;5;5;5;5;
VILHENA;RO;;;20;1;;C;3;A;A;17;2;5;5;5;5;
BURITIS;RO;BURITIS;RO;35;2;1;B;4;E;A;13;5;5;5;5;5;
PORTO VELHO;RO;;;32;1;;D;1;A;A;14;2;3;2;3;2;
MIRANTE DA SERRA;RO;;;21;1;;C;3;A;B;16;2;0;5;4;5;
PORTO VELHO;RO;;;18;3;;D;3;A;A;;;;;;;
THEOBROMA;RO;;;21;1;;D;5;A;A;18;2;0;5;5;3;
JI-PARANA;RO;;;26;1;;C;2;A;A;18;3;4;5;5;5;
VILHENA;RO;;;22;1;;D;2;A;A;16;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;C;5;A;A;;;;;;;
ROLIM DE MOURA;RO;;;26;1;;C;2;A;E;18;5;0;5;4;0;
SERINGUEIRAS;RO;SERINGUEIRAS;RO;15;2;1;B;2;A;A;;;;;;;
PORTO VELHO;RO;;;30;1;;D;2;A;A;15;0;5;5;3;2;
PORTO VELHO;RO;;;25;1;;E;1;A;A;19;4;5;5;5;5;
PORTO VELHO;RO;;;18;1;;N;5;A;A;16;3;0;4;4;5;
PORTO VELHO;RO;;;35;1;;B;2;B;A;;;;;;;
PORTO VELHO;RO;;;30;1;;C;2;A;A;19;5;5;5;5;5;
PORTO VELHO;RO;;;17;3;;I;3;A;A;14;0;0;3;5;0;
PORTO VELHO;RO;;;24;1;;C;4;B;A;22;5;5;5;5;5;
JI-PARANA;RO;;;19;1;;B;3;A;A;17;4;0;4;5;5;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;17;2;1;H;4;A;A;;;;;;;
TEIXEIROPOLIS;RO;TEIXEIROPOLIS;RO;16;2;1;B;4;A;A;;;;;;;
ARIQUEMES;RO;;;20;1;;C;4;A;B;18;5;0;5;5;5;
PRESIDENTE MEDICI;RO;;;17;1;;L;4;A;A;;;;;;;
CACOAL;RO;CACOAL;RO;17;2;1;D;4;A;A;16;5;0;3;5;5;
VILHENA;RO;;;28;1;;E;4;A;A;18;4;4;5;5;5;
PORTO VELHO;RO;;;22;1;;E;4;A;B;16;4;5;5;4;4;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;K;4;A;A;16;0;0;5;4;0;
VILHENA;RO;;;22;1;;C;3;A;A;18;5;4;5;5;5;
ITAPUA DO OESTE;RO;;;28;1;;F;4;B;B;18;5;3;5;5;5;
OURO PRETO DO OESTE;RO;;;19;1;;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;E;4;A;A;14;5;4;5;5;5;
PORTO VELHO;RO;;;23;1;;D;10;A;A;15;5;1;5;5;5;
PORTO VELHO;RO;;;21;3;;C;4;B;B;15;5;3;5;5;5;
PORTO VELHO;RO;;;25;1;;F;2;A;A;17;2;4;5;5;5;
CANDEIAS DO JAMARI;RO;PORTO VELHO;RO;17;2;1;J;6;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;B;2;A;A;18;0;0;5;5;0;
PORTO VELHO;RO;;;18;1;;C;7;A;A;18;5;5;5;5;5;
ALTA FLORESTA D OESTE;RO;;;17;1;;C;4;A;A;13;5;1;5;5;2;
CACOAL;RO;;;23;1;;D;4;A;A;18;4;0;5;5;3;
SAO MIGUEL DO GUAPORE;RO;;;22;1;;B;3;A;A;14;2;0;4;5;5;
NOVA MAMORE;RO;;;34;1;;E;2;A;A;14;5;5;5;5;5;
PORTO VELHO;RO;;;26;1;;G;1;A;A;16;5;0;4;4;3;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;19;1;;I;4;A;A;18;3;0;5;4;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;E;7;A;A;;;;;;;
SANTA LUZIA D OESTE;RO;;;22;1;;C;3;A;A;;;;;;;
NOVA BRASILANDIA D OESTE;RO;NOVA BRASILANDIA D OESTE;RO;18;2;1;C;4;A;A;16;3;0;3;5;2;
ARIQUEMES;RO;;;19;1;;B;4;A;A;17;5;0;5;5;3;
PORTO VELHO;RO;;;25;1;;C;6;A;A;18;5;5;5;5;5;
ARIQUEMES;RO;;;19;1;;G;4;A;A;17;1;0;5;5;0;
CACOAL;RO;;;30;4;;C;3;B;B;18;5;3;5;4;3;
PORTO VELHO;RO;;;30;1;;I;2;A;A;17;0;5;5;3;3;
PORTO VELHO;RO;;;34;1;;H;5;A;A;17;0;5;5;5;3;
CACOAL;RO;;;35;1;;D;4;A;A;15;5;5;4;4;3;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;H;4;A;A;16;0;0;3;5;0;
CANDEIAS DO JAMARI;RO;;;27;1;;D;7;A;A;21;5;5;5;5;5;
PORTO VELHO;RO;;;20;1;;M;3;A;A;;;;;;;
OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;RO;18;2;1;B;5;A;A;;;;;;;
SAO FELIPE D OESTE;RO;;;29;1;;C;3;A;A;13;0;5;5;5;5;
PORTO VELHO;RO;;;16;3;;H;3;A;A;;;;;;;
OURO PRETO DO OESTE;RO;;;24;1;;C;6;A;A;18;5;5;5;5;5;
JI-PARANA;RO;;;17;3;;C;3;A;A;;;;;;;
ARIQUEMES;RO;;;24;1;;D;3;A;A;14;4;2;5;5;5;
PORTO VELHO;RO;;;19;1;;E;4;A;A;18;5;5;5;5;5;
CANDEIAS DO JAMARI;RO;PORTO VELHO;RO;18;2;1;E;5;A;A;;;;;;;
ESPIGAO D OESTE;RO;;;26;1;;B;4;C;B;24;1;5;5;5;5;
PORTO VELHO;RO;;;22;1;;C;4;A;A;19;4;3;4;5;5;
PRESIDENTE MEDICI;RO;;;27;1;;B;2;A;A;16;5;5;4;5;5;
CANDEIAS DO JAMARI;RO;;;16;3;;D;8;A;A;14;3;0;5;5;4;
OURO PRETO DO OESTE;RO;;;29;1;;C;1;A;A;19;3;3;4;4;5;
SERINGUEIRAS;RO;;;22;1;;C;4;A;B;16;5;5;5;5;5;
PORTO VELHO;RO;;;21;1;;F;5;A;A;18;5;5;3;3;5;
CACOAL;RO;;;21;1;;D;4;A;A;18;5;1;5;5;5;
PORTO VELHO;RO;;;25;1;;B;5;A;A;16;5;5;5;5;3;
JARU;RO;;;18;1;;B;6;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;B;5;A;A;16;5;3;5;5;5;
GUAJARA-MIRIM;RO;;;18;1;;E;6;A;A;15;0;0;4;5;4;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;D;4;A;A;;;;;;;
JI-PARANA;RO;;;37;1;;D;10;A;A;17;5;0;1;1;0;
CACOAL;RO;;;26;1;;I;2;A;A;23;1;5;2;0;0;
JI-PARANA;RO;;;30;1;;D;4;B;A;16;3;5;5;5;5;
COLORADO DO OESTE;RO;;;15;3;;H;4;A;A;13;0;0;3;4;0;
SAO MIGUEL DO GUAPORE;RO;;;19;1;;B;3;A;A;;;;;;;
CACOAL;RO;;;25;1;;B;1;A;A;18;5;5;5;5;5;
URUPA;RO;;;24;1;;F;2;A;A;22;4;5;5;5;5;
PIMENTA BUENO;RO;;;23;1;;B;2;A;A;17;5;0;3;4;5;
PORTO VELHO;RO;;;45;1;;D;4;E;A;13;4;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;F;9;A;A;;;;;;;
PORTO VELHO;RO;;;47;1;;F;3;A;C;13;5;5;5;5;5;
PORTO VELHO;RO;;;22;1;;H;3;A;A;18;5;5;5;5;5;
PORTO VELHO;RO;;;22;1;;H;3;A;A;16;4;0;5;5;4;
ROLIM DE MOURA;RO;;;16;3;;C;3;A;A;;;;;;;
PORTO VELHO;RO;;;20;1;;E;3;A;A;;;;;;;
PORTO VELHO;RO;;;22;1;;B;1;A;A;17;2;0;5;5;5;
JI-PARANA;RO;;;29;3;;B;3;E;A;14;2;5;5;5;5;
PORTO VELHO;RO;;;38;1;;F;6;A;A;15;0;0;5;5;5;
PORTO VELHO;RO;;;25;1;;B;3;A;A;20;5;4;4;5;5;
OURO PRETO DO OESTE;RO;;;20;1;;E;5;A;A;;;;;;;
PORTO VELHO;RO;;;16;3;;F;3;A;A;;;;;;;
CACOAL;RO;;;18;1;;D;4;A;A;;;;;;;
SANTA LUZIA D OESTE;RO;;;18;1;;B;4;A;A;;;;;;;
ROLIM DE MOURA;RO;;;15;3;;C;5;A;A;;;;;;;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;18;2;1;C;5;A;A;;;;;;;
PORTO VELHO;RO;;;29;1;;C;4;A;A;19;5;5;5;5;5;
PORTO VELHO;RO;;;21;1;;J;5;A;A;;;;;;;
ARIQUEMES;RO;;;27;1;;C;3;A;A;14;5;0;5;5;3;
ARIQUEMES;RO;;;21;1;;F;4;A;A;18;1;0;5;5;5;
MONTE NEGRO;RO;;;26;1;;C;3;A;A;24;0;4;4;2;0;
PORTO VELHO;RO;PORTO VELHO;RO;16;2;2;N;4;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;32;1;;C;2;E;A;20;0;4;4;4;0;
PORTO VELHO;RO;;;39;1;;F;2;A;A;22;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;27;2;1;C;2;A;E;19;5;5;5;5;5;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;18;2;1;C;4;A;A;16;3;0;5;5;5;
PORTO VELHO;RO;;;47;4;;C;2;E;E;13;0;5;5;5;5;
SERINGUEIRAS;RO;;;25;1;;C;4;A;A;14;5;5;5;5;5;
ARIQUEMES;RO;;;23;1;;B;2;A;A;17;4;5;5;5;5;
PORTO VELHO;RO;;;21;1;;C;6;A;A;18;5;5;5;5;5;
ALTA FLORESTA D OESTE;RO;;;23;1;;C;3;A;A;17;5;5;5;5;5;
PORTO VELHO;RO;;;42;1;;D;3;A;A;16;4;5;5;5;2;
SANTA LUZIA D OESTE;RO;;;18;1;;E;5;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;2;O;2;A;A;;;;;;;
SAO MIGUEL DO GUAPORE;RO;;;24;1;;C;2;C;A;16;0;5;5;5;5;
PORTO VELHO;RO;;;41;1;;J;5;A;A;20;3;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;2;P;3;A;A;;;;;;;
ROLIM DE MOURA;RO;;;35;1;;B;2;A;A;17;5;5;5;5;5;
VILHENA;RO;;;38;1;;B;1;E;A;13;5;0;4;0;0;
PORTO VELHO;RO;;;21;1;;D;3;A;A;17;5;0;5;5;5;
CACOAL;RO;CACOAL;RO;17;2;1;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;42;1;;C;5;A;B;14;5;5;5;5;5;
BURITIS;RO;;;24;1;;C;3;A;A;13;3;5;5;5;5;
SAO MIGUEL DO GUAPORE;RO;;;30;1;;F;5;A;E;14;3;5;5;5;5;
PORTO VELHO;RO;;;30;1;;E;5;A;A;20;5;5;5;5;5;
PORTO VELHO;RO;;;26;1;;B;3;C;A;18;3;2;4;4;3;
CANDEIAS DO JAMARI;RO;PORTO VELHO;RO;19;2;1;G;5;A;A;;;;;;;
PORTO VELHO;RO;;;26;4;;B;4;A;E;16;4;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;H;4;A;A;15;5;0;5;5;5;
PORTO VELHO;RO;;;36;1;;D;4;A;E;19;3;5;3;4;5;
VILHENA;RO;;;18;3;;C;3;A;A;;;;;;;
CACOAL;RO;;;19;1;;G;5;A;A;18;5;1;5;5;5;
PORTO VELHO;RO;;;27;1;;B;4;A;A;21;4;0;5;5;5;
VILHENA;RO;;;25;1;;F;3;A;A;14;5;3;4;5;3;
CABIXI;RO;CABIXI;RO;18;2;1;C;2;A;A;;;;;;;
OURO PRETO DO OESTE;RO;;;18;1;;I;5;A;A;;;;;;;
VILHENA;RO;;;15;3;;C;2;A;A;;;;;;;
ALTA FLORESTA D OESTE;RO;ALTA FLORESTA D OESTE;RO;18;2;1;D;3;A;A;14;4;0;4;4;4;
CACOAL;RO;;;34;1;;G;5;C;A;15;5;5;5;5;5;
CACOAL;RO;;;40;1;;C;4;B;B;17;5;5;5;5;5;
JI-PARANA;RO;;;28;1;;B;1;B;A;22;5;0;5;5;4;
JI-PARANA;RO;;;28;1;;H;3;A;A;16;1;5;2;3;5;
PORTO VELHO;RO;;;21;1;;D;3;A;A;19;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;C;6;A;A;16;5;4;5;5;5;
ARIQUEMES;RO;;;20;1;;G;4;A;A;;;;;;;
ARIQUEMES;RO;;;50;1;;F;3;E;A;20;0;5;5;5;3;
PORTO VELHO;RO;;;52;1;;I;5;E;A;20;5;5;5;5;3;
PORTO VELHO;RO;;;44;1;;B;2;A;E;13;3;3;5;5;5;
BURITIS;RO;;;19;1;;D;4;A;A;18;2;0;5;5;5;
PRESIDENTE MEDICI;RO;PRESIDENTE MEDICI;RO;17;2;1;I;5;A;A;16;5;5;5;5;0;
GUAJARA-MIRIM;RO;;;17;3;;D;5;A;A;16;1;1;1;1;1;
JI-PARANA;RO;;;21;1;;B;4;A;A;18;5;0;5;5;5;
PORTO VELHO;RO;;;18;1;;F;4;A;A;16;3;1;5;5;2;
VILHENA;RO;;;18;1;;N;3;A;A;17;2;0;5;5;0;
VILHENA;RO;;;18;1;;F;3;A;A;17;5;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;D;2;A;A;;;;;;;
PORTO VELHO;RO;;;15;3;;B;2;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;C;3;A;A;;;;;;;
JI-PARANA;RO;;;42;1;;H;6;A;A;15;5;5;5;5;2;
ESPIGAO D OESTE;RO;;;34;1;;C;3;C;B;16;5;5;5;5;5;
PORTO VELHO;RO;;;36;1;;C;5;C;C;14;1;5;1;1;1;
JARU;RO;JARU;RO;17;2;1;H;4;A;A;;;;;;;
OURO PRETO DO OESTE;RO;;;28;1;;G;4;E;A;17;2;0;5;4;1;
PORTO VELHO;RO;;;20;1;;D;3;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;N;4;A;A;21;5;0;3;3;3;
PORTO VELHO;RO;;;44;1;;B;4;A;E;16;2;5;3;5;5;
ROLIM DE MOURA;RO;;;19;1;;D;4;A;A;18;5;0;5;5;5;
ARIQUEMES;RO;ARIQUEMES;RO;19;2;1;B;3;A;A;;;;;;;
VILHENA;RO;VILHENA;RO;18;2;1;D;4;A;A;;;;;;;
ALTA FLORESTA D OESTE;RO;ALTA FLORESTA D OESTE;RO;28;2;1;C;3;D;A;15;5;5;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;17;2;2;I;5;A;A;;;;;;;
CORUMBIARA;RO;CORUMBIARA;RO;17;2;1;B;5;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;G;6;A;A;18;3;0;4;5;5;
JI-PARANA;RO;;;18;1;;C;3;A;A;;;;;;;
URUPA;RO;;;18;1;;N;3;A;A;;;;;;;
CANDEIAS DO JAMARI;RO;;;16;3;;C;5;A;A;;;;;;;
JI-PARANA;RO;JI-PARANA;RO;20;2;1;D;5;A;A;18;5;5;5;5;5;
ROLIM DE MOURA;RO;;;16;3;;B;2;A;B;;;;;;;
PORTO VELHO;RO;;;19;1;;G;4;A;A;18;5;0;5;5;5;
ROLIM DE MOURA;RO;;;29;1;;C;4;B;A;15;3;5;5;5;2;
CACOAL;RO;CACOAL;RO;17;2;1;G;4;A;A;;;;;;;
VILHENA;RO;;;37;1;;E;5;E;A;25;5;5;5;5;5;
COLORADO DO OESTE;RO;;;16;3;;J;5;A;A;;;;;;;
ROLIM DE MOURA;RO;;;19;1;;B;3;A;A;14;3;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;34;2;1;C;4;E;A;14;0;5;5;5;5;
CACOAL;RO;;;31;1;;E;4;A;B;13;5;5;5;5;5;
ROLIM DE MOURA;RO;;;21;1;;C;9;A;A;17;5;0;2;4;5;
JI-PARANA;RO;;;23;1;;B;3;A;A;20;5;0;5;5;5;
NOVA BRASILANDIA D OESTE;RO;;;18;1;;B;5;A;A;;;;;;;
GUAJARA-MIRIM;RO;GUAJARA-MIRIM;RO;16;2;2;G;3;A;A;15;0;0;2;5;0;
PORTO VELHO;RO;;;27;1;;I;3;A;A;17;5;3;0;3;5;
PORTO VELHO;RO;;;25;1;;C;4;A;A;18;5;0;3;5;4;
VILHENA;RO;;;22;1;;E;5;A;A;17;5;3;5;5;5;
PORTO VELHO;RO;;;20;1;;D;5;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;2;Q;4;A;A;;;;;;;
PORTO VELHO;RO;;;35;4;;B;4;A;E;18;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;32;2;1;B;7;E;A;14;0;5;4;5;5;
ALVORADA D OESTE;RO;;;32;1;;K;3;A;A;14;0;5;5;0;1;
VILHENA;RO;;;26;1;;C;3;A;B;;;;;;;
JARU;RO;JARU;RO;17;2;1;C;4;A;A;16;1;0;4;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;20;2;1;C;4;A;A;18;5;0;5;5;5;
PORTO VELHO;RO;;;18;1;;C;3;A;A;;;;;;;
