NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
CANDEIAS DO JAMARI;RO;;;22;1;;D;4;A;A;18;5;5;5;5;5;
OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;RO;17;2;1;D;4;A;A;;;;;;;
CACOAL;RO;ROLIM DE MOURA;RO;17;2;1;B;5;A;A;;;;;;;
CACOAL;RO;;;42;4;;B;4;E;E;13;5;5;5;5;0;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;D;4;A;A;;;;;;;
PORTO VELHO;RO;;;16;3;;C;3;A;A;;;;;;;
PORTO VELHO;RO;;;24;1;;C;6;A;A;16;5;5;5;5;5;
PIMENTA BUENO;RO;;;27;3;;B;5;A;E;14;4;4;5;5;4;
PORTO VELHO;RO;;;18;1;;F;4;A;A;16;2;0;5;5;5;
OURO PRETO DO OESTE;RO;;;21;3;;C;3;C;A;16;4;2;5;5;5;
PORTO VELHO;RO;;;24;1;;C;6;A;A;;;;;;;
ROLIM DE MOURA;RO;;;22;1;;D;2;A;A;18;0;0;0;0;2;
PORTO VELHO;RO;;;40;1;;C;3;D;A;13;5;5;5;5;5;
JI-PARANA;RO;;;16;3;;F;3;A;A;;;;;;;
GUAJARA-MIRIM;RO;GUAJARA-MIRIM;RO;28;2;1;D;3;A;B;18;5;4;4;4;4;
CACOAL;RO;;;18;1;;D;5;A;A;;;;;;;
PORTO VELHO;RO;;;23;3;;C;3;A;C;16;1;4;5;5;5;
NOVA MAMORE;RO;;;22;1;;C;3;A;A;;;;;;;
JARU;RO;JARU;RO;17;2;1;I;3;A;A;15;1;0;5;5;1;
PORTO VELHO;RO;;;40;1;;C;4;A;A;17;5;5;5;5;5;
CACOAL;RO;;;24;1;;C;3;A;A;16;5;5;5;5;5;
ROLIM DE MOURA;RO;;;49;1;;F;2;A;A;22;0;5;5;5;5;
MONTE NEGRO;RO;MONTE NEGRO;RO;17;2;1;I;5;A;A;;;;;;;
NOVA BRASILANDIA D OESTE;RO;NOVA BRASILANDIA D OESTE;RO;19;2;1;C;5;A;A;;;;;;;
PORTO VELHO;RO;;;36;1;;G;2;A;A;14;3;5;5;5;5;
GUAJARA-MIRIM;RO;;;24;1;;F;3;A;B;14;5;0;5;5;5;
ARIQUEMES;RO;;;20;4;;D;3;A;B;15;5;0;5;5;5;
ARIQUEMES;RO;ARIQUEMES;RO;18;2;1;C;4;A;A;14;1;0;3;5;0;
COSTA MARQUES;RO;COSTA MARQUES;RO;20;2;1;B;5;A;A;16;5;3;5;5;5;
GUAJARA-MIRIM;RO;;;23;1;;B;3;A;A;13;0;3;5;5;5;
VILHENA;RO;VILHENA;RO;18;2;1;D;3;A;A;;;;;;;
CACOAL;RO;;;22;3;;C;5;A;E;15;4;0;5;5;5;
OURO PRETO DO OESTE;RO;OURO PRETO DO OESTE;RO;17;2;1;E;3;A;A;;;;;;;
JI-PARANA;RO;;;26;1;;C;4;A;A;15;5;5;5;5;5;
CANDEIAS DO JAMARI;RO;;;17;3;;C;5;A;A;16;3;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;20;2;1;C;4;A;A;;;;;;;
PIMENTA BUENO;RO;;;45;3;;C;2;E;A;14;5;5;5;5;3;
PORTO VELHO;RO;;;20;1;;C;7;B;B;19;1;1;1;1;1;
PORTO VELHO;RO;;;26;1;;B;1;A;B;13;5;5;2;5;5;
ROLIM DE MOURA;RO;;;25;1;;C;6;A;B;16;5;5;5;5;5;
ARIQUEMES;RO;;;23;1;;B;2;A;A;18;5;0;5;5;5;
JI-PARANA;RO;;;32;1;;E;3;A;A;16;3;0;5;3;4;
PORTO VELHO;RO;;;18;1;;H;2;A;A;;;;;;;
PRESIDENTE MEDICI;RO;;;21;1;;C;3;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;F;5;A;A;16;4;0;5;5;2;
PORTO VELHO;RO;;;56;1;;B;1;B;A;13;5;5;2;2;5;
PORTO VELHO;RO;;;30;1;;C;1;A;A;14;5;0;5;5;5;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;28;2;1;B;3;E;E;18;0;5;5;5;5;
CACOAL;RO;;;25;1;;F;5;D;A;19;5;5;5;5;5;
CANDEIAS DO JAMARI;RO;PORTO VELHO;RO;22;2;1;E;4;A;C;17;5;5;5;5;4;
GUAJARA-MIRIM;RO;;;22;4;;B;6;B;E;14;5;5;5;5;5;
PIMENTA BUENO;RO;;;19;1;;B;3;A;A;;;;;;;
ARIQUEMES;RO;;;20;1;;A;3;A;A;18;5;0;5;5;5;
PORTO VELHO;RO;;;19;1;;D;5;A;A;;;;;;;
SAO FRANCISCO DO GUAPORE;RO;SAO FRANCISCO DO GUAPORE;RO;39;2;1;B;4;E;A;25;0;5;5;5;5;
SAO FELIPE D OESTE;RO;PIMENTA BUENO;RO;36;2;1;C;3;B;E;13;5;5;5;5;5;
JI-PARANA;RO;;;16;3;;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;47;1;;M;1;A;A;14;0;0;5;0;0;
PARECIS;RO;PARECIS;RO;17;2;1;E;4;A;A;16;3;0;5;5;0;
CACOAL;RO;CACOAL;RO;18;2;1;E;4;A;A;16;5;0;5;5;5;
OURO PRETO DO OESTE;RO;VALE DO PARAISO;RO;40;2;1;A;4;E;B;;;;;;;
ARIQUEMES;RO;;;16;3;;C;4;A;A;14;4;0;5;4;1;
PORTO VELHO;RO;;;23;1;;C;4;A;A;19;5;4;4;3;5;
CANDEIAS DO JAMARI;RO;;;18;3;;C;4;A;A;;;;;;;
PORTO VELHO;RO;;;32;1;;G;5;A;A;20;5;5;5;5;5;
JARU;RO;;;20;1;;F;4;A;A;17;2;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;2;K;3;A;A;;;;;;;
GOVERNADOR JORGE TEIXEIRA;RO;;;27;1;;G;3;A;A;21;0;5;5;5;5;
CAMPO NOVO DE RONDONIA;RO;;;21;1;;F;2;A;A;16;2;0;5;5;5;
VILHENA;RO;;;44;1;;C;4;A;E;14;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;D;4;A;A;;;;;;;
PIMENTA BUENO;RO;;;28;1;;G;3;A;A;21;4;4;5;4;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;C;3;A;B;13;4;0;5;5;5;
VILHENA;RO;;;26;1;;B;6;A;A;16;4;0;0;2;0;
VILHENA;RO;;;20;1;;E;5;A;B;16;5;0;5;5;5;
PORTO VELHO;RO;;;32;1;;C;3;A;C;19;3;5;0;0;0;
SAO MIGUEL DO GUAPORE;RO;;;20;1;;B;2;A;A;16;1;1;5;5;5;
PIMENTA BUENO;RO;;;33;4;;H;4;A;E;16;0;2;4;4;2;
ESPIGAO D OESTE;RO;;;23;1;;G;4;A;A;17;5;0;5;5;5;
PORTO VELHO;RO;;;16;3;;C;3;A;A;;;;;;;
COLORADO DO OESTE;RO;COLORADO DO OESTE;RO;34;2;1;B;3;A;B;13;5;5;5;5;5;
NOVA BRASILANDIA D OESTE;RO;NOVA BRASILANDIA D OESTE;RO;17;2;1;B;7;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;H;2;A;A;18;3;5;5;5;1;
CACOAL;RO;;;28;1;;C;6;E;A;16;2;5;5;5;0;
ALTO PARAISO;RO;;;19;1;;C;2;A;A;18;3;2;5;5;5;
VILHENA;RO;VILHENA;RO;17;2;1;B;3;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;F;3;D;B;13;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;B;4;A;A;;;;;;;
RIO CRESPO;RO;;;19;1;;J;4;A;A;;;;;;;
PORTO VELHO;RO;;;23;1;;G;3;A;A;20;4;0;5;5;2;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;H;6;A;A;;;;;;;
PORTO VELHO;RO;;;27;1;;E;2;A;A;16;5;5;5;5;5;
PORTO VELHO;RO;;;18;3;;D;5;A;A;16;5;1;5;5;3;
SAO MIGUEL DO GUAPORE;RO;;;44;1;;E;7;E;B;19;0;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;C;4;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;D;2;A;A;18;2;0;4;4;5;
SAO MIGUEL DO GUAPORE;RO;;;23;1;;G;6;A;A;18;5;3;5;5;5;
PIMENTA BUENO;RO;;;23;4;;C;1;A;E;18;5;5;5;5;4;
JARU;RO;;;19;1;;A;3;A;A;19;3;2;3;2;3;
PORTO VELHO;RO;;;25;1;;B;3;A;A;17;5;5;5;5;5;
PORTO VELHO;RO;;;15;3;;I;4;A;A;;;;;;;
PORTO VELHO;RO;SAO JOSE DOS CAMPOS;SP;17;2;2;O;4;A;A;;;;;;;
ARIQUEMES;RO;;;20;1;;E;5;A;A;19;5;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;24;2;1;C;2;A;A;20;0;5;4;0;5;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;17;2;1;F;4;A;A;14;5;0;2;5;4;
JI-PARANA;RO;;;30;1;;C;3;A;A;13;5;5;5;5;5;
VILHENA;RO;;;19;1;;G;4;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;16;3;;H;6;A;A;14;5;5;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;28;2;1;D;4;A;E;18;5;0;5;5;5;
PIMENTA BUENO;RO;;;17;3;;F;4;A;A;;;;;;;
PORTO VELHO;RO;;;51;1;;B;4;E;A;14;5;5;5;5;0;
ROLIM DE MOURA;RO;;;47;1;;C;2;A;D;13;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;B;5;A;A;17;5;3;5;5;5;
ARIQUEMES;RO;;;20;1;;B;4;A;A;15;5;5;5;4;4;
CACOAL;RO;;;25;1;;E;4;A;D;16;5;5;5;1;1;
PORTO VELHO;RO;;;16;3;;C;7;A;A;16;5;5;5;5;5;
PORTO VELHO;RO;;;36;1;;C;4;C;A;19;4;5;4;1;5;
ROLIM DE MOURA;RO;;;16;3;;D;3;A;A;15;5;2;5;5;5;
BURITIS;RO;;;26;1;;G;1;A;A;23;3;1;5;5;3;
ROLIM DE MOURA;RO;;;25;4;;C;4;A;E;16;3;1;3;4;2;
ALTO ALEGRE DOS PARECIS;RO;ALTO ALEGRE DOS PARECIS;RO;17;2;1;G;5;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;D;5;A;A;16;5;5;5;5;5;
ROLIM DE MOURA;RO;;;27;1;;F;4;A;A;14;5;5;5;5;5;
OURO PRETO DO OESTE;RO;;;24;1;;B;3;B;A;15;5;5;5;5;5;
CACOAL;RO;;;21;1;;C;5;A;A;20;5;5;5;5;5;
GUAJARA-MIRIM;RO;;;28;1;;F;4;A;C;16;5;3;3;5;0;
CACOAL;RO;;;37;1;;B;3;D;D;17;5;5;5;5;5;
BURITIS;RO;;;19;1;;D;3;A;A;;;;;;;
JARU;RO;;;35;3;;D;2;E;D;13;2;5;1;0;4;
PORTO VELHO;RO;;;26;1;;O;6;B;A;13;0;5;0;0;5;
NOVA MAMORE;RO;;;24;1;;B;6;A;B;20;5;4;5;5;5;
PORTO VELHO;RO;;;28;4;;D;4;A;E;21;2;5;3;5;2;
PORTO VELHO;RO;;;20;1;;G;5;A;A;;;;;;;
CACOAL;RO;;;36;1;;G;2;A;A;14;0;5;4;5;5;
PORTO VELHO;RO;;;19;1;;B;1;A;A;16;4;3;5;5;5;
NOVA UNIAO;RO;;;31;1;;B;3;A;A;23;5;5;5;5;5;
ESPIGAO D OESTE;RO;;;16;3;;C;4;A;A;14;5;5;5;5;5;
SAO MIGUEL DO GUAPORE;RO;;;24;1;;B;1;E;A;22;4;1;5;5;5;
PORTO VELHO;RO;;;28;1;;G;5;A;A;20;4;5;5;5;5;
PORTO VELHO;RO;;;26;1;;C;2;A;C;24;5;5;5;5;5;
PORTO VELHO;RO;;;49;4;;C;5;B;E;13;0;5;4;5;5;
CACOAL;RO;;;33;1;;C;6;A;A;14;5;5;5;5;5;
GUAJARA-MIRIM;RO;;;36;1;;F;7;E;E;18;5;5;5;5;5;
CACOAL;RO;CACOAL;RO;18;2;1;C;2;A;A;16;4;2;5;5;4;
VILHENA;RO;;;17;3;;F;5;A;A;;;;;;;
PORTO VELHO;RO;;;22;4;;G;2;A;E;17;3;3;5;5;4;
PORTO VELHO;RO;;;23;1;;C;3;C;A;14;0;5;4;5;3;
PORTO VELHO;RO;;;33;1;;B;3;E;A;13;0;5;5;5;3;
SAO MIGUEL DO GUAPORE;RO;;;19;1;;C;6;A;A;18;5;0;5;5;5;
VILHENA;RO;;;21;1;;C;6;A;A;;;;;;;
ROLIM DE MOURA;RO;;;18;1;;C;3;A;A;;;;;;;
ROLIM DE MOURA;RO;;;31;1;;B;2;A;A;25;0;5;5;5;5;
CACOAL;RO;;;19;1;;E;4;A;A;;;;;;;
VILHENA;RO;VILHENA;RO;20;2;1;C;3;A;B;18;5;0;1;1;5;
PORTO VELHO;RO;;;27;1;;G;2;A;B;19;5;5;4;3;5;
JI-PARANA;RO;;;24;1;;C;3;A;A;18;2;4;5;5;5;
OURO PRETO DO OESTE;RO;;;23;1;;D;4;D;A;21;5;5;5;5;5;
ALTO ALEGRE DOS PARECIS;RO;;;32;1;;F;5;A;A;25;5;1;5;5;5;
ARIQUEMES;RO;;;20;1;;C;2;A;A;16;2;1;5;5;5;
PORTO VELHO;RO;;;24;1;;D;2;A;A;18;3;5;5;5;5;
PORTO VELHO;RO;;;22;1;;E;4;A;A;17;5;0;5;5;5;
PORTO VELHO;RO;;;17;4;;B;6;A;A;;;;;;;
PIMENTA BUENO;RO;;;31;1;;B;3;A;A;17;5;5;5;5;5;
JARU;RO;;;19;1;;B;2;A;A;13;5;2;5;5;5;
GUAJARA-MIRIM;RO;;;46;1;;D;4;A;A;20;4;1;5;5;4;
PIMENTA BUENO;RO;;;31;1;;B;3;A;B;17;0;5;5;5;4;
PORTO VELHO;RO;;;28;1;;G;2;A;A;18;5;5;5;5;5;
CACOAL;RO;CACOAL;RO;17;2;1;D;2;A;A;;;;;;;
OURO PRETO DO OESTE;RO;;;45;1;;B;4;A;A;13;1;5;5;4;5;
ALTA FLORESTA D OESTE;RO;;;16;3;;B;2;A;A;15;5;0;4;5;0;
PORTO VELHO;RO;;;21;1;;C;2;A;A;18;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;B;4;A;A;14;5;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;E;2;A;A;18;2;5;4;4;4;
VILHENA;RO;;;14;3;;C;3;A;A;;;;;;;
JI-PARANA;RO;;;16;3;;C;4;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;23;1;;C;2;A;A;14;5;5;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;20;2;1;B;4;A;B;17;5;5;5;5;5;
PORTO VELHO;RO;;;20;1;;B;3;A;A;19;4;5;5;5;4;
JI-PARANA;RO;JI-PARANA;RO;30;2;1;D;3;C;E;25;0;5;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;B;5;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;C;3;A;A;;;;;;;
ARIQUEMES;RO;ARIQUEMES;RO;17;2;1;C;4;A;A;;;;;;;
PRESIDENTE MEDICI;RO;;;18;1;;D;3;A;A;;;;;;;
ESPIGAO D OESTE;RO;;;27;1;;E;2;A;A;16;0;5;5;5;5;
ROLIM DE MOURA;RO;;;18;4;;C;7;B;A;15;4;0;5;5;3;
PORTO VELHO;RO;;;24;1;;E;3;A;A;17;5;5;5;5;5;
COLORADO DO OESTE;RO;;;19;1;;C;4;A;A;;;;;;;
PORTO VELHO;RO;;;29;1;;D;3;A;A;;;;;;;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;B;4;A;A;;;;;;;
CANDEIAS DO JAMARI;RO;CANDEIAS DO JAMARI;RO;17;2;1;B;6;A;A;;;;;;;
VILHENA;RO;;;26;1;;K;5;A;A;20;4;3;5;5;5;
GUAJARA-MIRIM;RO;;;69;1;;C;7;A;A;14;5;5;3;2;4;
GUAJARA-MIRIM;RO;;;21;1;;C;5;A;A;17;5;3;3;5;3;
ROLIM DE MOURA;RO;ROLIM DE MOURA;RO;17;2;1;B;4;A;A;;;;;;;
ESPIGAO D OESTE;RO;ESPIGAO D OESTE;RO;17;2;1;C;5;A;A;;;;;;;
OURO PRETO DO OESTE;RO;;;16;3;;B;3;A;A;;;;;;;
NOVA BRASILANDIA D OESTE;RO;NOVA BRASILANDIA D OESTE;RO;18;2;1;C;3;A;A;;;;;;;
PORTO VELHO;RO;;;19;1;;B;5;A;A;17;5;0;5;5;5;
NOVA BRASILANDIA D OESTE;RO;NOVA BRASILANDIA D OESTE;RO;16;2;1;B;2;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;2;I;4;A;A;;;;;;;
PIMENTA BUENO;RO;;;19;1;;F;6;A;A;17;5;4;2;3;3;
PORTO VELHO;RO;;;18;3;;B;5;A;A;16;5;0;5;4;5;
VILHENA;RO;;;16;4;;E;3;A;A;;;;;;;
VILHENA;RO;;;45;1;;E;5;A;A;13;5;0;5;5;5;
PORTO VELHO;RO;;;17;3;;C;3;A;A;16;5;4;5;5;4;
PORTO VELHO;RO;;;18;1;;C;6;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;C;3;A;A;21;0;5;5;5;5;
JI-PARANA;RO;;;19;1;;D;4;A;A;18;5;3;4;4;5;
GUAJARA-MIRIM;RO;;;16;3;;F;4;A;A;;;;;;;
PORTO VELHO;RO;;;38;1;;B;5;E;A;15;5;5;5;5;3;
JI-PARANA;RO;;;17;3;;F;4;A;A;;;;;;;
ARIQUEMES;RO;;;19;3;;C;3;A;B;16;5;0;5;5;5;
PRIMAVERA DE RONDONIA;RO;;;18;1;;B;4;A;A;;;;;;;
GUAJARA-MIRIM;RO;;;30;4;;B;4;A;E;18;0;5;5;5;5;
MACHADINHO D OESTE;RO;;;25;1;;B;5;D;B;15;5;0;5;5;5;
JI-PARANA;RO;JI-PARANA;RO;17;2;1;B;5;A;A;;;;;;;
PIMENTA BUENO;RO;;;21;1;;B;5;A;A;18;5;5;3;5;5;
CACOAL;RO;;;16;3;;F;3;A;A;;;;;;;
PIMENTA BUENO;RO;PIMENTA BUENO;RO;17;2;1;B;4;A;A;16;3;0;5;5;4;
CACOAL;RO;;;22;1;;B;2;B;B;16;4;2;4;4;5;
SAO FRANCISCO DO GUAPORE;RO;SAO FRANCISCO DO GUAPORE;RO;18;2;1;C;5;A;A;;;;;;;
JARU;RO;;;18;1;;C;4;A;A;;;;;;;
PORTO VELHO;RO;;;27;1;;B;1;A;A;19;5;0;5;5;5;
MACHADINHO D OESTE;RO;MACHADINHO D OESTE;RO;17;2;1;E;7;A;A;15;2;0;5;5;5;
CANDEIAS DO JAMARI;RO;CANDEIAS DO JAMARI;RO;20;2;1;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;25;1;;C;4;A;A;14;5;4;5;5;5;
ESPIGAO D OESTE;RO;;;54;4;;I;3;E;A;20;5;5;5;5;5;
PRESIDENTE MEDICI;RO;;;24;3;;C;5;D;B;;;;;;;
PORTO VELHO;RO;;;27;1;;C;5;A;A;16;5;5;5;5;5;
PORTO VELHO;RO;;;29;1;;D;8;C;A;15;5;5;5;5;5;
PORTO VELHO;RO;;;26;4;;B;3;C;E;25;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;D;6;A;A;16;5;0;5;5;0;
PIMENTA BUENO;RO;;;17;3;;C;5;A;A;;;;;;;
PORTO VELHO;RO;;;18;1;;P;5;A;A;;;;;;;
PORTO VELHO;RO;;;29;1;;I;3;A;A;16;5;5;5;5;5;
SAO FRANCISCO DO GUAPORE;RO;SAO FRANCISCO DO GUAPORE;RO;16;2;1;B;4;A;A;16;4;0;1;4;5;
PORTO VELHO;RO;;;43;1;;J;2;C;D;14;0;5;3;5;5;
CACOAL;RO;;;19;1;;B;3;A;A;18;2;0;3;5;5;
PORTO VELHO;RO;;;20;1;;E;11;A;A;14;5;0;5;5;5;
MACHADINHO D OESTE;RO;;;19;3;;B;4;D;B;;;;;;;
COSTA MARQUES;RO;;;16;3;;B;4;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;B;6;A;A;;;;;;;
CACOAL;RO;;;15;3;;F;3;A;A;;;;;;;
CHUPINGUAIA;RO;;;22;1;;D;6;B;B;20;3;0;5;4;5;
CACOAL;RO;;;18;3;;D;5;A;A;15;5;4;5;5;5;
CACOAL;RO;CACOAL;RO;17;2;2;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;26;1;;A;3;A;A;;;;;;;
GUAJARA-MIRIM;RO;GUAJARA-MIRIM;RO;17;2;1;A;5;A;A;16;0;0;5;5;0;
VILHENA;RO;VILHENA;RO;18;2;1;F;2;A;A;;;;;;;
PORTO VELHO;RO;;;20;4;;D;6;A;C;18;3;2;5;5;4;
ARIQUEMES;RO;;;16;3;;H;5;A;A;;;;;;;
PORTO VELHO;RO;;;29;1;;E;3;A;A;13;5;5;4;4;4;
PORTO VELHO;RO;;;21;1;;F;2;A;A;18;5;0;5;5;5;
JI-PARANA;RO;;;28;1;;D;2;A;A;18;0;5;5;5;4;
PORTO VELHO;RO;;;22;1;;H;3;A;A;19;5;0;5;5;5;
GUAJARA-MIRIM;RO;;;31;1;;H;3;A;A;24;5;5;5;5;5;
ALTA FLORESTA D OESTE;RO;;;20;1;;B;2;B;A;13;5;5;5;5;5;
PORTO VELHO;RO;;;16;3;;F;3;A;A;;;;;;;
VILHENA;RO;VILHENA;RO;18;2;1;D;5;A;A;15;5;0;5;5;5;
VILHENA;RO;;;16;3;;E;7;A;A;;;;;;;
PORTO VELHO;RO;;;22;1;;G;7;A;A;19;0;0;5;5;0;
VILHENA;RO;VILHENA;RO;17;2;1;M;3;A;A;;;;;;;
JI-PARANA;RO;JI-PARANA;RO;18;2;1;K;4;A;A;;;;;;;
CACOAL;RO;;;33;1;;C;3;A;C;20;0;3;5;4;1;
CACOAL;RO;CACOAL;RO;18;2;1;D;5;A;A;17;2;0;4;4;1;
ALTO ALEGRE DOS PARECIS;RO;;;20;1;;B;4;A;A;;;;;;;
PORTO VELHO;RO;;;21;1;;F;5;A;A;18;4;0;5;5;5;
PORTO VELHO;RO;;;16;3;;D;5;A;A;;;;;;;
ALTA FLORESTA D OESTE;RO;;;28;1;;E;2;A;A;13;5;5;5;5;5;
CACOAL;RO;;;21;1;;C;2;A;A;18;3;5;5;5;5;
PORTO VELHO;RO;;;35;4;;L;4;A;E;15;1;5;5;5;2;
PORTO VELHO;RO;;;24;4;;B;2;A;E;13;5;5;5;5;0;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;F;4;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;59;2;1;L;2;A;E;18;5;5;5;4;5;
CACOAL;RO;;;24;1;;C;4;A;A;17;5;0;5;4;5;
PORTO VELHO;RO;;;16;3;;H;4;A;A;;;;;;;
ARIQUEMES;RO;;;17;3;;C;5;A;A;;;;;;;
NOVA MAMORE;RO;;;21;1;;D;5;A;A;15;5;0;5;5;5;
JARU;RO;JARU;RO;17;2;1;E;4;A;A;13;0;0;2;4;0;
ARIQUEMES;RO;;;28;1;;C;4;A;A;13;5;0;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;C;2;A;A;;;;;;;
PORTO VELHO;RO;;;28;1;;M;2;A;A;18;0;0;5;5;0;
JARU;RO;;;33;1;;E;3;A;E;17;5;5;5;5;5;
MACHADINHO D OESTE;RO;MACHADINHO D OESTE;RO;19;2;1;C;3;B;A;16;5;5;5;5;5;
SAO FRANCISCO DO GUAPORE;RO;SAO FRANCISCO DO GUAPORE;RO;18;2;1;C;3;A;A;;;;;;;
TEIXEIROPOLIS;RO;;;43;1;;C;3;E;A;13;4;5;4;4;3;
GUAJARA-MIRIM;RO;;;21;1;;C;5;A;A;19;5;5;5;5;5;
PORTO VELHO;RO;;;19;1;;A;4;A;A;;;;;;;
BURITIS;RO;;;20;1;;D;4;A;A;15;5;0;5;5;5;
VILHENA;RO;;;18;1;;G;5;A;A;15;5;5;5;5;5;
JI-PARANA;RO;;;21;1;;F;2;A;A;18;5;0;5;5;0;
VILHENA;RO;;;16;3;;C;5;A;A;;;;;;;
PORTO VELHO;RO;;;16;3;;D;5;A;A;;;;;;;
SAO FELIPE D OESTE;RO;SAO FELIPE D OESTE;RO;20;2;1;C;4;A;A;;;;;;;
VILHENA;RO;;;17;3;;E;3;A;A;;;;;;;
ROLIM DE MOURA;RO;;;18;3;;C;3;B;A;16;5;0;5;5;5;
PORTO VELHO;RO;;;26;1;;C;5;A;A;20;4;2;4;4;4;
ARIQUEMES;RO;;;35;1;;E;5;A;A;17;0;5;5;5;5;
PORTO VELHO;RO;;;31;1;;C;4;A;A;20;0;5;5;5;5;
PORTO VELHO;RO;;;42;1;;B;1;A;B;14;5;3;3;1;1;
PORTO VELHO;RO;;;55;1;;K;2;A;A;18;5;5;5;5;5;
ARIQUEMES;RO;;;18;4;;B;3;B;A;;;;;;;
NOVA UNIAO;RO;;;19;1;;C;6;A;A;;;;;;;
PORTO VELHO;RO;;;17;3;;E;3;A;A;;;;;;;
JI-PARANA;RO;;;21;1;;C;4;A;A;19;5;0;5;5;4;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;C;5;A;A;15;5;5;5;5;5;
ARIQUEMES;RO;;;20;1;;H;4;A;A;21;1;0;4;5;0;
ROLIM DE MOURA;RO;;;16;3;;H;4;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;D;5;A;A;;;;;;;
PORTO VELHO;RO;;;31;4;;H;3;E;A;18;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;18;2;1;G;6;A;A;15;5;0;5;5;5;
CACOAL;RO;;;14;3;;P;3;A;A;;;;;;;
PORTO VELHO;RO;;;16;3;;I;4;A;A;;;;;;;
PIMENTA BUENO;RO;PIMENTA BUENO;RO;17;2;1;C;3;A;A;15;4;0;4;5;1;
JI-PARANA;RO;;;21;1;;C;2;A;A;18;4;5;5;5;5;
PORTO VELHO;RO;;;26;1;;F;8;A;A;25;5;5;5;5;5;
PORTO VELHO;RO;PORTO VELHO;RO;17;2;1;E;3;A;A;;;;;;;
PORTO VELHO;RO;;;26;1;;I;2;A;A;18;1;0;5;5;2;
PORTO VELHO;RO;;;25;1;;C;8;A;A;19;1;1;4;4;4;
CACOAL;RO;CACOAL;RO;17;2;1;G;3;A;A;;;;;;;
PORTO VELHO;RO;;;24;1;;B;3;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;16;2;2;M;5;A;A;;;;;;;
PORTO VELHO;RO;PORTO VELHO;RO;19;2;1;C;7;A;A;14;5;3;5;5;5;
CACOAL;RO;;;18;3;;D;3;A;A;17;1;0;5;5;1;
PORTO VELHO;RO;;;17;3;;D;6;A;A;;;;;;;
PORTO VELHO;RO;;;35;1;;H;3;C;C;15;0;5;0;3;5;
VILHENA;RO;;;17;1;;G;3;A;A;16;2;1;5;4;2;
PORTO VELHO;RO;;;16;3;;H;2;A;A;;;;;;;
NOVO HORIZONTE DO OESTE;RO;;;26;1;;B;2;A;A;17;3;1;5;5;5;
CACOAL;RO;;;16;3;;C;5;A;A;;;;;;;
VILHENA;RO;;;20;1;;C;4;A;A;;;;;;;
