NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
GURUPI;TO;GURUPI;TO;19;2;1;B;4;A;A;14;5;5;5;5;5;
ARAGUAINA;TO;;;20;1;;B;2;B;A;15;4;1;5;5;2;
PALMAS;TO;;;24;1;;E;2;A;A;16;5;5;5;5;5;
GUARAI;TO;GUARAI;TO;19;2;1;B;2;A;A;;;;;;;
ARAGUATINS;TO;;;34;1;;B;3;A;A;25;0;5;0;0;0;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;D;4;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;18;2;1;B;6;A;A;16;3;0;5;5;2;
GOIANORTE;TO;GOIANORTE;TO;17;2;1;B;3;A;A;;;;;;;
DARCINOPOLIS;TO;;;17;1;;E;5;A;A;14;5;0;5;4;1;
PALMAS;TO;;;16;3;;C;5;A;A;15;4;3;5;5;5;
CAMPOS LINDOS;TO;;;20;1;;B;7;A;A;18;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;E;4;A;A;;;;;;;
PALMAS;TO;;;27;1;;J;4;A;A;14;3;5;5;5;5;
ARAGUAINA;TO;;;20;1;;C;6;A;A;17;4;0;5;5;0;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;1;C;5;A;A;;;;;;;
PRAIA NORTE;TO;;;22;1;;C;6;A;A;18;3;0;5;5;1;
GURUPI;TO;;;31;1;;F;5;A;A;20;0;0;0;0;5;
PALMAS;TO;;;26;1;;B;1;A;A;15;5;4;5;5;5;
PALMAS;TO;;;21;1;;C;1;A;A;18;4;3;5;5;5;
PALMAS;TO;;;20;1;;C;5;A;A;14;5;0;5;5;5;
MIRACEMA DO TOCANTINS;TO;;;19;1;;D;6;A;A;17;5;5;5;5;5;
PORTO NACIONAL;TO;;;19;3;;E;3;C;B;14;5;0;5;5;5;
PALMAS;TO;;;30;1;;C;8;A;A;18;5;5;3;5;5;
BANDEIRANTES DO TOCANTINS;TO;;;16;3;;B;2;A;A;;;;;;;
PALMAS;TO;;;20;1;;B;4;A;A;18;1;0;3;5;0;
PORTO NACIONAL;TO;;;17;3;;C;4;A;A;;;;;;;
ARAGUACEMA;TO;ARAGUACEMA;TO;17;2;1;B;4;A;A;;;;;;;
COLINAS DO TOCANTINS;TO;COLINAS DO TOCANTINS;TO;17;2;2;I;5;A;A;;;;;;;
ARAGUANA;TO;;;56;3;;B;3;B;E;13;5;5;5;5;2;
DIANOPOLIS;TO;DIANOPOLIS;TO;18;2;1;B;4;A;A;16;4;0;5;5;5;
ARRAIAS;TO;ARRAIAS;TO;16;2;1;C;6;A;A;;;;;;;
PALMAS;TO;;;18;1;;D;3;A;A;;;;;;;
PALMAS;TO;;;21;1;;F;4;A;A;17;4;4;5;5;5;
PALMAS;TO;;;18;1;;C;6;A;A;;;;;;;
FORTALEZA DO TABOCAO;TO;;;28;4;;H;3;B;E;17;3;0;5;4;2;
PALMAS;TO;;;17;1;;B;4;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;16;2;1;C;3;A;A;14;5;2;5;5;5;
PALMAS;TO;;;51;1;;J;3;A;E;13;5;5;5;5;5;
PALMAS;TO;;;25;1;;F;5;A;A;17;3;3;5;5;5;
BARROLANDIA;TO;;;16;3;;B;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;20;1;;F;3;A;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;39;1;;C;1;A;A;18;5;4;5;5;5;
PALMAS;TO;;;18;1;;C;3;A;A;;;;;;;
PALMAS;TO;;;20;1;;B;1;A;A;17;5;5;5;1;5;
LAJEADO;TO;;;24;1;;D;8;A;A;18;5;0;5;5;4;
ARAGUAINA;TO;;;21;1;;D;4;A;A;18;5;5;5;5;5;
OLIVEIRA DE FATIMA;TO;OLIVEIRA DE FATIMA;TO;17;2;1;C;4;A;A;;;;;;;
PALMAS;TO;;;21;1;;D;5;A;A;21;4;1;5;5;5;
PALMAS;TO;;;18;1;;B;8;A;A;17;5;0;4;5;5;
ARAGUAINA;TO;;;37;1;;B;6;A;E;21;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;C;6;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;22;1;;D;4;A;A;;;;;;;
PALMAS;TO;;;28;1;;C;3;A;A;24;0;5;5;5;0;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;16;2;1;B;3;A;A;15;4;2;5;5;5;
AUGUSTINOPOLIS;TO;;;18;1;;C;6;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;17;2;1;H;4;A;A;;;;;;;
ARAGUAINA;TO;;;15;3;;N;4;A;A;;;;;;;
TOCANTINOPOLIS;TO;;;17;1;;B;3;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;4;A;A;17;5;4;5;5;5;
GURUPI;TO;;;17;3;;B;3;A;A;;;;;;;
XAMBIOA;TO;;;31;1;;B;3;A;A;18;5;2;5;4;0;
ARRAIAS;TO;;;17;3;;A;4;A;A;;;;;;;
TOCANTINOPOLIS;TO;TOCANTINOPOLIS;TO;18;2;1;B;2;A;C;;;;;;;
PALMAS;TO;;;20;1;;D;5;A;A;;;;;;;
TOCANTINOPOLIS;TO;;;16;3;;B;3;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;19;2;2;N;4;A;A;20;1;5;5;5;5;
COMBINADO;TO;;;18;1;;E;7;A;A;;;;;;;
ALIANCA DO TOCANTINS;TO;ALIANCA DO TOCANTINS;TO;18;2;1;E;6;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;18;2;1;C;4;A;A;13;4;0;5;5;5;
DIANOPOLIS;TO;DIANOPOLIS;TO;17;2;1;I;6;A;A;;;;;;;
ARAGUAINA;TO;;;23;1;;C;4;A;B;16;5;5;5;5;5;
ARAGUAINA;TO;;;29;4;;B;4;B;E;13;3;0;5;5;0;
TOCANTINOPOLIS;TO;;;16;3;;B;4;A;A;;;;;;;
PALMAS;TO;;;41;1;;D;3;B;A;16;0;5;5;5;2;
ARAGUAINA;TO;;;20;1;;C;5;A;A;17;5;5;5;5;5;
PORTO NACIONAL;TO;;;15;3;;C;2;A;A;;;;;;;
FORMOSO DO ARAGUAIA;TO;;;16;3;;G;4;A;A;;;;;;;
COLINAS DO TOCANTINS;TO;;;16;3;;I;4;A;A;;;;;;;
PALMAS;TO;;;25;1;;C;4;A;A;18;5;5;5;5;5;
PALMAS;TO;;;20;1;;C;5;A;A;;;;;;;
PALMAS;TO;;;25;1;;D;7;A;A;24;4;0;5;5;5;
DIANOPOLIS;TO;;;15;3;;H;4;A;A;;;;;;;
PALMAS;TO;;;18;1;;F;4;A;A;;;;;;;
ALMAS;TO;ALMAS;TO;17;2;1;C;5;A;A;;;;;;;
PORTO NACIONAL;TO;;;19;1;;E;5;A;A;18;0;0;5;5;0;
ARAGUAINA;TO;;;19;1;;B;4;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;21;2;1;C;5;A;C;17;5;5;3;2;0;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;18;2;1;F;3;A;A;;;;;;;
PORTO NACIONAL;TO;;;18;1;;I;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;K;3;A;A;19;0;0;3;3;5;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;16;2;2;I;4;A;A;;;;;;;
MONTE DO CARMO;TO;;;17;3;;B;6;A;A;14;5;5;5;5;5;
SAO MIGUEL DO TOCANTINS;TO;;;28;1;;E;5;A;A;15;5;5;5;4;4;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;D;4;A;A;16;3;4;5;5;5;
PORTO ALEGRE DO TOCANTINS;TO;;;19;1;;B;4;A;A;;;;;;;
PALMAS;TO;;;26;1;;C;4;A;A;24;5;5;3;4;4;
PALMAS;TO;;;23;1;;A;2;A;B;14;4;5;5;5;1;
ALVORADA;TO;ALVORADA;TO;17;2;1;D;3;A;D;13;5;5;5;5;5;
ITAGUATINS;TO;;;19;3;;A;5;A;A;;;;;;;
PALMAS;TO;;;17;3;;K;4;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;4;A;A;18;5;5;5;5;5;
PORTO NACIONAL;TO;;;19;1;;C;2;A;A;16;5;5;5;5;1;
ARAGUAINA;TO;;;19;1;;F;3;A;A;17;3;0;5;5;0;
PARAISO DO TOCANTINS;TO;;;16;3;;B;3;A;A;;;;;;;
AXIXA DO TOCANTINS;TO;;;17;1;;A;7;A;A;16;5;0;5;5;5;
DIANOPOLIS;TO;DIANOPOLIS;TO;17;2;1;C;4;A;A;;;;;;;
PALMAS;TO;;;21;1;;G;3;A;A;;;;;;;
ARAGUATINS;TO;ARAGUATINS;TO;17;2;1;B;4;A;A;15;5;0;4;5;5;
PALMAS;TO;PALMAS;TO;18;2;1;D;4;A;A;;;;;;;
ARAGUAINA;TO;;;23;1;;B;4;A;B;21;5;5;5;4;0;
ARAGUAINA;TO;;;19;1;;F;5;A;A;15;4;0;5;5;4;
ALVORADA;TO;ALVORADA;TO;18;2;1;E;4;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;B;4;A;A;;;;;;;
ARAGUATINS;TO;ARAGUATINS;TO;17;2;1;B;5;A;A;15;2;0;5;5;5;
BREJINHO DE NAZARE;TO;;;23;1;;D;5;A;A;13;5;4;5;5;5;
ARAGUAINA;TO;;;19;1;;C;6;A;A;;;;;;;
PALMAS;TO;;;21;1;;B;2;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;4;A;A;18;3;0;4;5;2;
PALMAS;TO;;;17;3;;D;2;A;A;;;;;;;
PALMAS;TO;;;32;4;;B;5;E;E;25;2;5;5;5;5;
GURUPI;TO;;;15;4;;C;6;A;A;;;;;;;
ARAGUATINS;TO;;;24;1;;C;5;A;A;17;5;0;4;4;4;
BRASILANDIA DO TOCANTINS;TO;;;17;3;;D;3;A;A;15;5;5;5;5;5;
PALMEIROPOLIS;TO;;;16;3;;E;4;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;17;2;1;C;4;A;A;15;4;0;5;5;5;
SITIO NOVO DO TOCANTINS;TO;;;18;1;;H;6;A;A;;;;;;;
PALMAS;TO;;;19;1;;G;4;A;A;;;;;;;
AUGUSTINOPOLIS;TO;;;34;1;;B;4;E;A;25;0;5;5;5;0;
ARAGUAINA;TO;;;15;3;;C;3;A;A;;;;;;;
PALMAS;TO;;;21;1;;B;5;A;A;18;5;3;5;5;5;
ARAGUATINS;TO;;;27;1;;D;13;A;A;13;5;0;5;4;4;
NOVA OLINDA;TO;;;23;1;;G;6;A;C;;;;;;;
TOCANTINOPOLIS;TO;;;18;1;;D;6;A;A;;;;;;;
PALMAS;TO;;;16;3;;O;6;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;25;2;1;B;1;A;E;14;4;3;4;3;3;
NOVA OLINDA;TO;;;45;1;;G;6;A;A;25;5;5;5;5;5;
ARAGUAINA;TO;;;27;1;;D;5;A;A;15;5;0;4;4;2;
ITAGUATINS;TO;ITAGUATINS;TO;17;2;1;B;4;A;A;14;5;0;5;5;0;
GUARAI;TO;GUARAI;TO;17;2;1;E;3;A;A;;;;;;;
PALMAS;TO;;;24;1;;D;2;A;B;16;2;4;4;5;5;
PALMAS;TO;;;24;1;;D;3;A;A;16;2;1;5;5;5;
CRISTALANDIA;TO;CRISTALANDIA;TO;17;2;1;C;5;A;A;;;;;;;
ARAGUAINA;TO;;;23;4;;C;5;A;D;15;5;0;5;5;5;
GURUPI;TO;GURUPI;TO;17;2;1;B;5;A;A;15;5;0;3;4;0;
PALMAS;TO;;;25;1;;E;3;A;A;15;3;4;2;3;1;
PALMAS;TO;;;25;4;;B;4;E;A;13;0;5;4;3;0;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;1;B;3;A;A;;;;;;;
PALMAS;TO;;;16;3;;D;3;A;A;;;;;;;
PORTO NACIONAL;TO;;;21;1;;C;2;A;A;18;5;0;5;5;4;
AGUIARNOPOLIS;TO;;;18;1;;B;4;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;21;1;;B;5;A;A;16;5;0;4;5;5;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;2;E;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;2;A;A;16;5;0;5;5;5;
ARAGUAINA;TO;;;16;3;;H;3;A;A;;;;;;;
FILADELFIA;TO;;;21;1;;G;3;A;A;19;2;0;5;5;5;
PORTO NACIONAL;TO;;;24;1;;G;3;A;A;;;;;;;
GURUPI;TO;;;21;1;;B;1;A;A;19;1;1;5;3;2;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;C;6;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;6;A;A;;;;;;;
PALMAS;TO;;;21;1;;Q;2;A;A;19;2;0;5;5;5;
GURUPI;TO;;;17;3;;F;3;A;A;;;;;;;
PALMEIROPOLIS;TO;PALMEIROPOLIS;TO;20;2;1;C;4;C;A;13;5;0;5;4;0;
PALMAS;TO;;;29;4;;C;3;E;A;14;0;5;0;5;0;
PALMAS;TO;PALMAS;TO;17;2;1;I;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;2;A;A;17;5;4;5;5;5;
PALMAS;TO;;;28;1;;I;4;A;A;19;5;5;4;4;5;
ARAGUAINA;TO;;;16;3;;G;4;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;23;1;;B;5;A;E;15;5;5;5;5;5;
TAGUATINGA;TO;;;15;3;;M;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;D;5;A;A;16;5;5;5;5;3;
ARAGUAINA;TO;;;19;1;;E;3;A;A;;;;;;;
NOVA OLINDA;TO;NOVA OLINDA;TO;17;2;1;D;7;A;A;;;;;;;
PORTO NACIONAL;TO;;;31;1;;C;7;A;A;13;5;2;5;5;5;
ARAGUAINA;TO;;;14;4;;F;3;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;21;1;;B;7;A;A;19;3;0;5;5;5;
NATIVIDADE;TO;;;20;1;;B;4;A;A;16;4;0;5;5;5;
PALMAS;TO;;;22;1;;C;5;A;A;18;4;4;5;5;4;
PALMAS;TO;;;21;1;;B;3;A;A;;;;;;;
BANDEIRANTES DO TOCANTINS;TO;BANDEIRANTES DO TOCANTINS;TO;17;3;;B;5;A;A;;;;;;;
PALMAS;TO;;;21;1;;C;2;A;A;16;0;0;5;5;5;
PALMAS;TO;;;25;1;;B;3;A;B;17;3;5;5;2;5;
AXIXA DO TOCANTINS;TO;;;18;1;;E;5;A;A;;;;;;;
GUARAI;TO;;;16;3;;D;4;A;A;;;;;;;
PIUM;TO;;;18;1;;C;4;A;A;;;;;;;
ALVORADA;TO;;;30;3;;A;5;E;E;14;5;5;5;5;5;
LAJEADO;TO;;;17;3;;C;7;A;A;15;4;0;5;5;5;
COLINAS DO TOCANTINS;TO;COLINAS DO TOCANTINS;TO;17;2;1;H;6;A;A;13;4;0;5;5;5;
ARAGUAINA;TO;;;19;1;;Q;6;A;A;;;;;;;
PALMAS;TO;;;26;1;;F;6;A;A;17;5;3;5;5;5;
PORTO NACIONAL;TO;;;16;3;;E;5;A;A;;;;;;;
LAJEADO;TO;LAJEADO;TO;18;2;1;I;4;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;;;21;1;;C;12;A;A;17;5;1;5;5;5;
COMBINADO;TO;COMBINADO;TO;17;2;1;B;6;A;A;13;5;0;5;4;3;
PALMAS;TO;;;26;1;;D;6;A;A;17;5;0;2;1;3;
SAO MIGUEL DO TOCANTINS;TO;;;29;1;;A;4;D;A;;;;;;;
PALMAS;TO;;;18;3;;B;6;A;A;;;;;;;
PALMAS;TO;;;22;1;;C;2;A;C;13;5;0;2;5;0;
GURUPI;TO;;;16;3;;I;4;A;A;;;;;;;
PEDRO AFONSO;TO;;;19;1;;D;4;A;A;;;;;;;
ARAGUATINS;TO;;;28;1;;J;2;A;A;17;0;4;5;4;5;
PALMEIROPOLIS;TO;;;18;1;;C;3;A;A;14;5;0;5;5;5;
PALMAS;TO;;;20;1;;H;6;A;A;18;4;0;5;5;5;
SAO BENTO DO TOCANTINS;TO;;;24;1;;B;5;A;A;18;5;5;5;5;5;
ANGICO;TO;;;18;1;;C;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;E;2;A;A;17;5;4;5;5;5;
PALMAS;TO;;;26;1;;C;3;A;A;17;5;5;5;5;5;
PALMAS;TO;;;31;1;;B;4;C;C;14;5;5;5;5;5;
ANANAS;TO;;;16;3;;B;6;A;A;;;;;;;
ARAGUAINA;TO;;;17;1;;B;5;A;A;;;;;;;
PORTO NACIONAL;TO;;;25;1;;B;2;A;A;16;5;5;5;5;5;
PALMAS;TO;;;35;1;;C;4;A;A;18;5;5;5;5;5;
ARAGUAINA;TO;;;28;1;;B;5;A;A;17;4;5;5;5;5;
PALMAS;TO;;;15;3;;F;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;D;4;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;3;A;A;17;5;0;1;5;5;
PALMAS;TO;;;22;1;;C;7;B;A;18;5;0;3;4;5;
PALMAS;TO;;;20;1;;I;6;A;A;;;;;;;
SAO BENTO DO TOCANTINS;TO;SAO BENTO DO TOCANTINS;TO;17;2;1;D;5;A;A;;;;;;;
PALMAS;TO;;;22;1;;B;7;A;A;13;5;5;5;5;4;
GURUPI;TO;GURUPI;TO;17;2;1;E;6;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;H;5;A;A;17;5;0;5;5;5;
DIVINOPOLIS DO TOCANTINS;TO;;;28;1;;B;6;B;B;15;5;5;5;5;5;
PALMEIRANTE;TO;;;19;1;;B;3;A;A;;;;;;;
ARAGUAINA;TO;;;22;1;;B;3;A;A;20;5;3;4;5;0;
PALMAS;TO;;;16;3;;Q;4;A;A;;;;;;;
ARAGUACEMA;TO;ARAGUACEMA;TO;18;2;1;C;4;A;A;18;3;4;4;4;4;
GUARAI;TO;;;15;3;;D;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;J;3;A;A;;;;;;;
PALMAS;TO;;;15;3;;O;4;A;A;;;;;;;
NOVA OLINDA;TO;;;21;1;;C;4;A;A;14;3;0;5;5;5;
SILVANOPOLIS;TO;SILVANOPOLIS;TO;18;2;1;B;6;A;A;;;;;;;
PALMAS;TO;;;32;1;;B;2;A;A;20;5;5;5;5;5;
RIO SONO;TO;RIO SONO;TO;19;2;1;F;6;A;A;14;4;0;4;3;0;
PALMAS;TO;PALMAS;TO;20;2;1;B;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;26;1;;B;10;A;A;13;5;5;5;5;5;
PALMAS;TO;;;18;3;;A;6;B;A;14;4;0;5;4;5;
GURUPI;TO;GURUPI;TO;18;2;1;I;4;A;A;;;;;;;
ARAGUAINA;TO;;;34;1;;B;4;A;A;13;5;5;0;0;0;
ARAGUATINS;TO;;;19;1;;B;7;A;A;17;5;2;5;5;3;
GUARAI;TO;GUARAI;TO;17;2;1;B;5;A;A;;;;;;;
NAZARE;TO;;;18;1;;B;6;A;A;;;;;;;
MIRANORTE;TO;;;22;1;;B;6;A;A;17;5;5;5;5;0;
ARAGUAINA;TO;;;26;1;;F;2;B;A;15;5;5;1;4;1;
AXIXA DO TOCANTINS;TO;;;16;1;;B;5;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;20;2;1;F;5;A;C;19;5;0;4;4;5;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;2;M;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;26;1;;C;4;A;A;15;2;4;5;4;4;
PALMAS;TO;;;17;1;;B;2;A;A;;;;;;;
PALMAS;TO;;;18;3;;C;3;A;B;15;5;0;5;5;0;
ARAGUAINA;TO;;;15;3;;Q;5;A;A;;;;;;;
RIO DOS BOIS;TO;RIO DOS BOIS;TO;28;2;1;B;4;A;A;24;0;5;4;2;1;
SAO BENTO DO TOCANTINS;TO;SAO BENTO DO TOCANTINS;TO;17;2;1;D;4;A;A;14;3;0;4;1;1;
PALMAS;TO;;;32;1;;F;2;A;A;18;3;5;5;3;5;
ARAGUAINA;TO;;;15;3;;J;4;A;A;;;;;;;
PALMAS;TO;;;27;1;;E;3;A;A;17;1;5;5;5;5;
PALMAS;TO;PALMAS;TO;18;2;1;C;4;A;A;16;5;5;5;5;5;
ARAGUAINA;TO;;;24;1;;B;3;A;A;13;5;0;5;5;5;
PALMAS;TO;;;19;1;;C;4;A;A;16;5;1;5;5;5;
PALMAS;TO;;;19;1;;C;5;A;A;17;5;0;5;5;5;
TOCANTINOPOLIS;TO;;;19;1;;B;4;A;A;;;;;;;
PALMAS;TO;;;28;1;;I;4;B;A;21;3;0;5;5;0;
ARAGUAINA;TO;ARAGUAINA;TO;16;2;1;B;3;A;A;;;;;;;
RIACHINHO;TO;;;20;3;;E;4;B;B;18;0;0;5;5;5;
MIRANORTE;TO;;;21;1;;B;3;A;A;15;5;5;5;5;5;
PALMAS;TO;;;27;1;;D;3;A;A;16;5;5;5;5;5;
TOCANTINOPOLIS;TO;TOCANTINOPOLIS;TO;20;2;1;B;2;A;A;18;5;4;5;5;5;
PALMAS;TO;;;22;1;;F;4;A;A;19;2;0;5;4;5;
DUERE;TO;;;16;3;;E;4;A;A;;;;;;;
PALMAS;TO;;;22;1;;D;4;A;B;18;3;0;5;4;3;
ARAGUAINA;TO;;;18;1;;A;4;A;A;;;;;;;
SANDOLANDIA;TO;SANDOLANDIA;TO;19;2;1;B;3;A;A;17;5;0;5;4;5;
PALMAS;TO;;;32;1;;B;5;A;A;16;4;0;3;4;0;
PALMAS;TO;PALMAS;TO;17;2;1;E;5;A;A;;;;;;;
GUARAI;TO;;;16;3;;P;6;A;A;;;;;;;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;18;2;1;G;5;A;A;17;0;0;5;5;3;
ALVORADA;TO;;;20;1;;B;8;A;B;16;4;0;5;5;5;
PORTO NACIONAL;TO;;;20;1;;B;3;A;A;13;5;5;5;5;5;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;19;2;1;B;2;B;A;;;;;;;
PALMAS;TO;;;29;1;;C;2;B;E;18;5;5;5;5;3;
PALMAS;TO;PALMAS;TO;18;2;1;E;6;A;A;;;;;;;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;1;B;4;A;A;;;;;;;
NOVA OLINDA;TO;NOVA OLINDA;TO;18;2;1;A;12;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;M;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;M;5;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;27;1;;E;5;A;A;16;0;3;5;5;5;
ARAGUAINA;TO;;;26;1;;C;4;A;E;15;5;0;5;5;5;
PALMAS;TO;;;20;1;;I;4;A;A;16;0;5;5;3;5;
RIACHINHO;TO;RIACHINHO;TO;17;2;1;E;6;A;A;;;;;;;
PALMAS;TO;;;29;1;;G;7;A;A;24;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;C;5;A;A;16;5;0;5;5;5;
BURITI DO TOCANTINS;TO;;;18;1;;B;4;A;A;;;;;;;
PALMAS;TO;;;20;3;;D;6;B;A;17;1;0;1;2;4;
ARAGUAINA;TO;;;21;1;;E;5;A;A;13;5;5;5;5;5;
AXIXA DO TOCANTINS;TO;;;24;1;;B;3;A;A;18;5;4;5;4;5;
PALMEIROPOLIS;TO;PALMEIROPOLIS;TO;17;2;1;C;4;A;A;;;;;;;
PALMAS;TO;;;26;1;;B;2;A;A;21;0;5;5;5;5;
TUPIRAMA;TO;TUPIRAMA;TO;17;2;1;H;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;H;4;A;A;;;;;;;
GURUPI;TO;;;21;1;;C;3;A;A;16;5;3;5;5;0;
LAGOA DA CONFUSAO;TO;;;15;3;;I;3;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;;;28;1;;B;4;A;A;13;5;5;5;5;5;
RIO SONO;TO;;;17;3;;B;5;A;A;;;;;;;
AUGUSTINOPOLIS;TO;;;18;1;;B;6;A;A;15;3;1;5;4;3;
PARAISO DO TOCANTINS;TO;;;18;3;;C;4;A;A;13;2;0;5;5;5;
ARAGUAINA;TO;;;19;1;;C;8;A;A;17;5;0;5;5;5;
PALMAS;TO;;;33;1;;L;3;A;A;18;4;5;5;4;4;
PALMAS;TO;;;25;1;;O;5;A;A;;;;;;;
PALMAS;TO;;;23;1;;D;5;A;A;14;5;0;5;5;4;
GURUPI;TO;;;31;1;;E;2;A;A;19;5;4;4;3;5;
PALMAS;TO;;;19;3;;B;3;B;A;17;5;3;5;5;5;
PORTO NACIONAL;TO;;;22;3;;B;6;B;B;13;5;0;5;5;5;
GUARAI;TO;GUARAI;TO;17;2;1;B;3;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;4;A;A;17;0;3;0;0;3;
ARAGUAINA;TO;;;20;1;;D;5;A;A;;;;;;;
PALMAS;TO;;;16;3;;E;3;A;A;;;;;;;
PALMAS;TO;;;26;1;;E;3;A;A;14;4;0;5;4;5;
PALMAS;TO;;;20;1;;G;6;A;A;18;3;0;5;5;4;
GUARAI;TO;GUARAI;TO;17;2;2;I;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;G;4;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;5;A;A;19;0;0;5;5;0;
COLINAS DO TOCANTINS;TO;;;16;3;;D;3;A;A;13;4;0;5;5;5;
PALMAS;TO;;;52;1;;B;5;A;A;19;5;0;5;5;5;
TUPIRATINS;TO;TUPIRATINS;TO;49;2;1;C;4;E;E;13;1;5;5;5;0;
PALMAS;TO;PALMAS;TO;19;1;;G;4;A;A;;;;;;;
PALMAS;TO;;;20;1;;B;6;A;A;19;5;5;5;5;5;
AXIXA DO TOCANTINS;TO;;;18;1;;C;6;A;A;;;;;;;
CRISTALANDIA;TO;;;17;3;;G;6;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;18;1;;C;5;A;A;17;1;0;3;4;0;
ARAGUAINA;TO;ARAGUAINA;TO;19;2;1;D;2;A;A;;;;;;;
NOVO ALEGRE;TO;;;18;1;;B;5;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;17;2;2;C;6;A;A;;;;;;;
PALMAS;TO;;;26;1;;A;2;A;A;15;5;4;5;5;5;
TOCANTINOPOLIS;TO;TOCANTINOPOLIS;TO;18;2;1;C;3;A;A;;;;;;;
PORTO NACIONAL;TO;;;22;1;;B;6;A;A;18;4;1;4;4;3;
DIANOPOLIS;TO;;;32;1;;F;5;A;A;18;5;5;5;5;5;
PORTO ALEGRE DO TOCANTINS;TO;;;36;1;;B;4;C;A;17;5;5;5;4;4;
PORTO NACIONAL;TO;;;16;3;;D;4;A;A;;;;;;;
ITAPORA DO TOCANTINS;TO;ITAPORA DO TOCANTINS;TO;17;2;1;B;8;A;A;;;;;;;
AUGUSTINOPOLIS;TO;AUGUSTINOPOLIS;TO;17;2;1;H;8;A;A;;;;;;;
COLINAS DO TOCANTINS;TO;;;27;1;;E;3;A;A;15;0;5;5;5;5;
LUZINOPOLIS;TO;LUZINOPOLIS;TO;17;2;1;B;5;A;A;;;;;;;
PALMAS;TO;;;38;4;;B;3;E;A;13;5;5;5;5;5;
AUGUSTINOPOLIS;TO;AUGUSTINOPOLIS;TO;18;2;1;B;5;A;A;18;3;2;4;5;5;
