NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
PALMAS;TO;PALMAS;TO;17;2;1;H;4;A;A;;;;;;;
ARAGUAINA;TO;;;15;3;;H;6;A;A;;;;;;;
PALMAS;TO;;;58;4;;A;2;A;A;25;0;0;5;5;5;
COLINAS DO TOCANTINS;TO;;;28;1;;A;2;A;A;15;5;5;5;5;0;
ARAGUAINA;TO;ARAGUAINA;TO;19;1;;D;3;A;A;17;5;0;5;5;5;
ARAGUATINS;TO;;;19;1;;B;5;A;A;18;5;3;5;5;3;
PALMAS;TO;;;18;1;;C;4;A;A;15;5;3;5;5;5;
DIANOPOLIS;TO;DIANOPOLIS;TO;17;2;1;B;6;A;A;;;;;;;
ARAGUAINA;TO;;;31;1;;D;5;A;A;15;4;1;5;5;5;
PALMAS;TO;;;19;1;;C;2;A;A;19;4;5;5;5;5;
PALMAS;TO;;;27;1;;B;4;A;C;17;5;0;5;5;5;
PORTO NACIONAL;TO;;;25;3;;C;3;C;D;17;1;1;1;1;1;
PALMAS;TO;;;17;3;;I;3;A;A;;;;;;;
SITIO NOVO DO TOCANTINS;TO;SITIO NOVO DO TOCANTINS;TO;38;2;1;B;8;C;B;;;;;;;
LAGOA DO TOCANTINS;TO;;;24;1;;C;4;A;A;18;3;0;5;5;5;
RIACHINHO;TO;;;20;1;;C;3;A;B;18;5;5;5;3;5;
PALMAS;TO;;;36;1;;F;4;A;A;21;5;5;5;5;5;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;D;6;A;A;16;5;0;5;5;1;
NOVA OLINDA;TO;NOVA OLINDA;TO;18;2;1;C;8;A;A;;;;;;;
MONTE DO CARMO;TO;MONTE DO CARMO;TO;17;2;1;B;3;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;C;9;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;20;2;1;D;2;A;A;17;2;2;5;4;4;
ARAGUAINA;TO;;;20;1;;B;4;A;A;;;;;;;
MIRANORTE;TO;;;16;3;;E;3;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;B;3;A;A;;;;;;;
PALMAS;TO;;;17;3;;L;3;A;A;;;;;;;
ARAGUAINA;TO;;;24;1;;C;4;A;A;18;5;0;5;5;2;
ARAPOEMA;TO;ARAPOEMA;TO;17;2;1;E;8;A;A;;;;;;;
PALMAS;TO;;;32;1;;C;5;E;A;;;;;;;
PALMAS;TO;;;41;1;;D;3;A;E;21;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;2;C;2;A;A;14;5;0;2;4;5;
LAJEADO;TO;LAJEADO;TO;17;2;1;C;5;A;A;;;;;;;
ARAGUAINA;TO;;;30;1;;D;4;A;A;20;5;5;5;4;5;
PALMAS;TO;PALMAS;TO;17;2;1;C;4;A;A;;;;;;;
DIANOPOLIS;TO;;;22;1;;B;3;A;A;18;5;0;5;4;5;
PALMAS;TO;;;19;1;;E;7;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;B;5;A;A;14;5;4;5;5;4;
PALMAS;TO;;;22;1;;B;2;A;A;18;4;2;5;4;5;
PALMAS;TO;;;19;1;;G;4;A;A;;;;;;;
PALMAS;TO;;;17;1;;G;3;A;A;16;0;5;5;5;0;
XAMBIOA;TO;;;15;3;;C;4;A;A;;;;;;;
PALMAS;TO;;;21;4;;B;5;A;B;18;5;0;5;5;5;
GURUPI;TO;;;37;1;;C;2;A;C;21;5;5;5;5;5;
ARAGUAINA;TO;;;34;1;;D;4;C;B;18;3;0;5;5;5;
ARAGUATINS;TO;;;21;1;;F;6;A;A;19;3;1;5;4;5;
GURUPI;TO;;;18;1;;B;3;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;;;31;1;;D;6;A;A;13;5;5;5;5;5;
PARAISO DO TOCANTINS;TO;;;19;1;;C;6;A;A;18;5;4;4;5;5;
PALMAS;TO;;;20;1;;C;6;A;A;14;5;0;5;5;5;
ALIANCA DO TOCANTINS;TO;;;22;1;;B;3;A;A;20;5;5;5;5;5;
BARROLANDIA;TO;BARROLANDIA;TO;17;2;1;C;4;A;A;;;;;;;
PALMAS;TO;;;23;1;;C;3;A;A;21;5;3;5;5;5;
ARAGUATINS;TO;;;31;1;;B;5;C;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;18;1;;D;5;A;A;;;;;;;
TAGUATINGA;TO;TAGUATINGA;TO;17;2;1;C;2;A;A;;;;;;;
TOCANTINOPOLIS;TO;;;21;1;;B;4;A;A;18;5;5;5;5;5;
PALMAS;TO;;;27;1;;C;7;A;A;25;5;5;5;5;5;
PALMAS;TO;;;22;1;;B;1;A;A;15;5;5;5;5;5;
PALMAS;TO;;;22;1;;B;1;C;A;20;5;0;5;5;5;
JUARINA;TO;COLINAS DO TOCANTINS;TO;18;2;1;E;3;A;A;;;;;;;
PALMAS;TO;;;20;1;;H;5;A;A;18;5;0;5;5;5;
PALMAS;TO;;;21;1;;C;6;A;A;16;5;0;5;5;5;
PARANA;TO;;;14;3;;C;3;A;A;13;4;3;2;3;1;
PALMAS;TO;;;26;1;;B;2;A;A;16;5;5;5;5;5;
PALMAS;TO;;;30;1;;E;4;A;A;15;5;5;5;5;5;
DIVINOPOLIS DO TOCANTINS;TO;;;19;3;;C;4;B;B;13;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;18;3;;H;6;A;A;;;;;;;
PALMAS;TO;;;22;4;;C;1;A;C;16;5;5;5;5;5;
PORTO NACIONAL;TO;;;38;1;;C;5;A;A;16;0;5;5;3;5;
PALMAS;TO;;;20;1;;D;4;A;A;18;5;5;5;5;5;
PALMAS;TO;;;19;1;;C;4;A;A;15;4;0;5;5;5;
ARAGUAINA;TO;;;22;1;;D;3;A;A;;;;;;;
RIACHINHO;TO;RIACHINHO;TO;17;2;1;B;5;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;1;A;A;18;2;2;5;5;5;
ARAGUAINA;TO;;;19;1;;B;7;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;G;5;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;20;1;;B;5;A;A;18;3;0;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;D;5;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;23;2;1;C;3;A;D;16;0;5;5;5;5;
ARAGUAINA;TO;ARAGUAINA;TO;19;2;1;B;4;A;A;;;;;;;
ARAGUAINA;TO;;;20;1;;D;7;A;A;15;0;5;5;5;0;
PALMAS;TO;;;23;1;;C;2;A;A;19;5;2;5;5;5;
SITIO NOVO DO TOCANTINS;TO;;;32;1;;A;3;A;A;19;5;0;5;4;5;
PALMAS;TO;;;23;1;;C;2;A;A;18;4;4;5;5;3;
PALMAS;TO;;;29;1;;H;8;A;A;14;2;0;4;5;5;
PALMAS;TO;;;23;1;;B;1;A;B;14;5;5;5;5;5;
ARAGUAINA;TO;;;48;1;;C;3;E;A;13;3;3;3;3;3;
MIRACEMA DO TOCANTINS;TO;;;28;1;;B;1;A;C;16;3;5;5;5;5;
CONCEICAO DO TOCANTINS;TO;;;16;3;;B;5;A;A;;;;;;;
PALMAS;TO;;;16;3;;G;4;A;A;;;;;;;
PALMAS;TO;;;34;1;;B;3;A;D;17;2;5;5;3;0;
PALMAS;TO;;;28;1;;B;2;B;A;21;5;3;5;1;3;
COLINAS DO TOCANTINS;TO;;;16;3;;I;4;A;A;;;;;;;
ESPERANTINA;TO;;;24;1;;B;9;A;A;23;5;0;5;5;5;
ARAGUATINS;TO;;;27;1;;B;5;A;A;21;5;3;3;3;2;
XAMBIOA;TO;;;16;3;;E;4;A;A;;;;;;;
ARAGUAINA;TO;;;19;1;;D;3;A;A;17;5;5;5;5;5;
PALMAS;TO;;;20;1;;B;3;A;A;18;5;5;5;5;5;
PALMAS;TO;;;18;1;;G;4;A;A;;;;;;;
PALMAS;TO;;;26;1;;D;2;A;A;18;5;4;5;4;5;
PALMAS;TO;;;21;1;;B;1;A;A;15;0;0;5;5;5;
ARAGUAINA;TO;;;20;1;;D;6;A;A;;;;;;;
PALMAS;TO;;;24;1;;G;4;A;B;18;5;0;5;5;5;
PALMAS;TO;;;18;1;;G;3;A;A;16;4;0;3;5;4;
MIRANORTE;TO;;;20;1;;B;5;A;A;18;5;4;5;5;5;
PALMAS;TO;;;18;1;;B;3;A;A;15;5;3;5;5;5;
PALMAS;TO;;;21;1;;K;5;B;A;16;5;3;0;5;5;
ARAGUAINA;TO;;;22;1;;B;6;A;A;18;5;4;5;5;5;
ARAGUAINA;TO;;;18;1;;C;9;A;A;;;;;;;
ARAGUATINS;TO;;;29;1;;B;6;A;A;14;5;5;5;5;2;
ALVORADA;TO;ALVORADA;TO;18;2;1;B;5;A;A;16;5;0;5;5;5;
NOVA OLINDA;TO;;;18;1;;C;5;A;A;17;3;0;5;5;5;
PALMAS;TO;;;25;1;;B;3;A;C;13;5;5;5;5;5;
PALMAS;TO;;;19;1;;E;3;A;A;;;;;;;
ARAGUAINA;TO;;;24;1;;D;3;A;A;14;5;3;5;5;5;
TAGUATINGA;TO;;;25;1;;B;6;A;B;18;5;5;5;5;5;
TOCANTINOPOLIS;TO;;;18;1;;G;5;A;A;;;;;;;
MIRANORTE;TO;;;20;1;;B;3;A;A;13;5;0;5;5;5;
ARAGUAINA;TO;;;43;4;;C;4;A;E;14;5;5;5;5;5;
ARAGUAINA;TO;ARAGUAINA;TO;20;2;1;C;4;A;C;;;;;;;
ARRAIAS;TO;;;16;3;;C;7;A;A;;;;;;;
PALMAS;TO;;;27;1;;C;4;A;A;18;5;5;5;5;5;
COLMEIA;TO;COLMEIA;TO;17;2;1;H;4;A;A;17;2;0;5;5;2;
PALMAS;TO;;;30;1;;C;3;A;A;17;5;5;5;5;5;
PIUM;TO;;;15;3;;B;2;A;A;;;;;;;
PORTO NACIONAL;TO;;;18;1;;B;3;A;A;;;;;;;
MONTE DO CARMO;TO;;;23;1;;B;9;A;B;16;5;5;5;5;5;
PALMAS;TO;;;26;1;;C;4;A;A;18;4;4;4;3;5;
PALMAS;TO;;;22;1;;C;2;A;A;19;5;0;1;5;5;
NATIVIDADE;TO;NATIVIDADE;TO;18;2;1;B;3;A;A;16;5;0;5;5;5;
PALMAS;TO;;;26;1;;E;2;A;A;16;4;5;4;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;F;4;A;A;16;5;0;0;5;0;
GURUPI;TO;;;31;1;;C;5;C;A;21;5;5;4;5;5;
ARAGUAINA;TO;;;22;1;;D;4;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;;;16;3;;C;4;A;A;15;1;0;5;0;0;
NOVA ROSALANDIA;TO;;;14;3;;C;7;A;A;;;;;;;
PALMAS;TO;;;22;1;;D;2;A;A;18;2;1;4;5;5;
PALMAS;TO;;;19;3;;B;5;A;A;;;;;;;
PALMAS;TO;;;15;3;;P;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;19;2;1;C;10;A;B;18;5;5;5;5;5;
PALMAS;TO;;;33;1;;I;7;D;A;20;5;4;5;4;4;
ARAGUAINA;TO;;;20;1;;C;5;A;A;16;0;0;5;5;5;
PORTO NACIONAL;TO;;;26;1;;B;5;A;A;19;5;5;5;5;5;
PALMAS;TO;;;27;1;;A;4;A;B;14;5;5;5;5;5;
ARAGUAINA;TO;;;22;1;;C;3;A;A;17;5;0;3;5;5;
PALMAS;TO;;;18;1;;C;4;A;A;16;5;5;5;5;5;
PALMAS;TO;;;20;1;;B;5;A;A;14;5;5;5;5;5;
TOCANTINOPOLIS;TO;;;20;1;;C;4;A;A;18;5;1;5;5;5;
ARAGUAINA;TO;ARAGUAINA;TO;19;2;1;K;5;A;A;14;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;23;2;1;C;6;A;E;14;5;5;5;5;5;
PARAISO DO TOCANTINS;TO;;;30;1;;B;4;A;B;16;3;4;4;5;5;
PALMAS;TO;PALMAS;TO;21;2;2;C;3;A;C;18;5;1;5;5;5;
PALMAS;TO;;;20;1;;B;1;A;A;18;1;1;1;1;1;
PALMAS;TO;;;27;1;;C;2;A;C;13;1;3;5;5;5;
ARAGUAINA;TO;;;21;1;;B;3;A;B;;;;;;;
PALMAS;TO;;;18;1;;I;4;A;A;;;;;;;
PALMAS;TO;;;25;1;;F;3;A;A;19;5;0;5;5;5;
GURUPI;TO;;;23;1;;A;5;A;A;;;;;;;
PALMAS;TO;;;30;1;;G;3;A;A;25;5;5;4;4;5;
PALMAS;TO;;;22;1;;B;4;A;A;18;5;5;5;5;5;
PALMAS;TO;;;17;3;;B;5;A;A;;;;;;;
PALMAS;TO;;;32;1;;C;3;A;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;23;1;;D;4;A;A;17;0;2;5;5;5;
BARRA DO OURO;TO;;;21;1;;B;5;A;A;18;5;0;5;5;5;
ALMAS;TO;;;24;1;;C;1;A;A;20;5;5;4;4;5;
PARAISO DO TOCANTINS;TO;;;27;1;;B;3;A;A;14;4;4;4;4;4;
PARAISO DO TOCANTINS;TO;;;23;1;;C;4;A;A;;;;;;;
PALMAS;TO;;;26;1;;I;7;A;A;18;5;0;5;5;4;
NATIVIDADE;TO;;;32;1;;B;5;C;B;25;5;5;5;5;5;
PALMAS;TO;;;24;1;;J;7;A;C;17;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;22;2;1;B;2;B;B;17;4;2;5;5;4;
PALMAS;TO;;;32;1;;B;3;A;A;18;0;5;5;5;5;
PALMAS;TO;PALMAS;TO;25;2;1;B;3;A;E;18;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;19;2;1;C;6;A;A;18;2;2;5;5;5;
ALIANCA DO TOCANTINS;TO;;;24;1;;B;2;B;A;21;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;22;2;1;D;4;B;B;14;5;5;5;5;0;
PALMAS;TO;;;17;3;;C;5;A;A;;;;;;;
PALMAS;TO;;;20;4;;B;5;A;B;15;3;1;5;5;3;
DIANOPOLIS;TO;DIANOPOLIS;TO;21;2;1;A;5;C;A;;;;;;;
XAMBIOA;TO;;;16;3;;A;4;A;A;;;;;;;
ALMAS;TO;;;17;3;;B;6;A;A;;;;;;;
ALIANCA DO TOCANTINS;TO;;;20;1;;C;5;A;A;18;5;0;5;5;5;
ARAGUAINA;TO;;;18;1;;B;4;A;A;;;;;;;
PALMAS;TO;;;37;1;;C;6;A;A;20;5;5;5;5;5;
ARAGUAINA;TO;;;22;1;;E;4;A;A;;;;;;;
FORMOSO DO ARAGUAIA;TO;;;21;4;;D;3;B;B;17;5;5;5;5;5;
ARAGUAINA;TO;;;51;1;;C;1;C;A;17;5;0;3;3;3;
PALMAS;TO;PALMAS;TO;18;2;1;B;7;A;A;;;;;;;
ARAGUAINA;TO;;;45;1;;B;2;D;E;16;5;5;5;5;5;
PALMAS;TO;;;21;1;;B;3;A;A;18;4;4;4;4;4;
PALMAS;TO;;;38;1;;B;1;A;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;24;1;;I;5;A;A;13;0;5;5;5;5;
PALMAS;TO;;;24;1;;D;10;B;C;16;3;3;3;3;3;
NOVO ACORDO;TO;NOVO ACORDO;TO;23;2;1;B;3;C;D;16;5;5;5;5;5;
PORTO NACIONAL;TO;;;18;3;;F;4;A;A;;;;;;;
PALMAS;TO;;;22;1;;C;2;A;A;17;0;5;5;5;5;
XAMBIOA;TO;;;24;4;;B;2;B;A;18;1;2;5;5;5;
PINDORAMA DO TOCANTINS;TO;;;15;3;;B;6;A;A;;;;;;;
ARAGUATINS;TO;;;29;1;;C;5;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;19;2;1;D;5;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;17;2;1;C;2;A;A;15;0;0;0;0;0;
PALMAS;TO;;;20;1;;B;2;A;A;18;1;5;5;5;5;
PALMAS;TO;;;21;1;;D;5;A;A;20;5;5;5;5;5;
PIRAQUE;TO;;;22;1;;C;4;A;A;20;4;0;5;4;5;
PALMAS;TO;PORTO NACIONAL;TO;18;2;1;E;4;A;A;17;5;2;4;4;4;
PALMAS;TO;;;28;1;;C;4;B;B;14;5;5;5;5;5;
PORTO NACIONAL;TO;;;22;1;;B;3;A;A;;;;;;;
PALMAS;TO;;;24;1;;C;4;A;A;16;5;0;5;5;0;
PORTO NACIONAL;TO;;;27;4;;C;4;D;D;17;5;5;0;4;3;
TOCANTINOPOLIS;TO;;;45;1;;C;4;E;A;13;0;5;5;5;5;
PALMAS;TO;;;46;1;;B;4;B;B;15;3;3;3;3;3;
PALMAS;TO;;;38;1;;C;3;A;A;15;5;5;5;5;0;
ARAGUAINA;TO;;;31;1;;C;5;A;B;17;5;5;5;5;5;
PALMAS;TO;;;22;1;;B;2;A;A;18;5;5;5;5;5;
ARAGUAINA;TO;;;25;1;;B;2;A;A;18;4;0;5;4;5;
ARAGUAINA;TO;;;21;1;;F;4;A;B;;;;;;;
PALMAS;TO;;;27;1;;E;1;A;A;20;0;0;5;5;3;
RECURSOLANDIA;TO;;;38;1;;E;5;B;A;25;4;5;5;3;5;
PALMAS;TO;;;18;3;;K;5;A;A;15;3;0;5;5;4;
PALMAS;TO;;;20;1;;K;4;A;A;;;;;;;
GURUPI;TO;;;20;1;;D;4;A;A;14;5;0;5;5;5;
ARAGUACEMA;TO;;;21;1;;E;6;A;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;17;3;;G;3;A;A;;;;;;;
PALMAS;TO;;;25;1;;C;2;A;A;15;5;5;5;5;5;
PALMAS;TO;;;29;1;;E;3;A;A;16;5;5;5;5;5;
PALMAS;TO;;;19;1;;B;4;A;A;18;4;0;5;5;5;
SAO VALERIO;TO;;;18;1;;D;3;A;A;16;3;0;5;5;0;
PALMAS;TO;;;33;1;;N;2;A;A;13;5;5;4;4;5;
PORTO NACIONAL;TO;;;26;1;;K;2;A;A;20;3;0;5;5;5;
MIRACEMA DO TOCANTINS;TO;MIRACEMA DO TOCANTINS;TO;17;2;1;K;4;A;A;;;;;;;
PALMAS;TO;;;32;1;;E;5;E;A;14;5;2;5;5;2;
MIRACEMA DO TOCANTINS;TO;MIRACEMA DO TOCANTINS;TO;18;2;1;C;3;A;A;16;5;1;4;5;4;
PARAISO DO TOCANTINS;TO;;;20;1;;O;4;A;A;;;;;;;
GURUPI;TO;;;17;3;;B;4;A;A;16;4;0;5;5;5;
ARAGUAINA;TO;;;32;1;;F;5;C;A;18;5;5;5;5;5;
TOCANTINIA;TO;;;28;1;;C;1;A;A;22;2;0;5;5;5;
SANTA MARIA DO TOCANTINS;TO;;;16;3;;C;4;A;A;;;;;;;
PALMAS;TO;;;26;1;;C;2;A;A;15;5;5;5;4;5;
PORTO NACIONAL;TO;;;20;1;;C;4;A;A;17;1;1;5;5;2;
PALMAS;TO;;;19;1;;C;6;A;A;18;1;0;5;5;5;
PALMEIRANTE;TO;;;28;1;;A;1;E;A;13;4;4;5;5;5;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;19;2;1;G;5;B;A;14;3;3;4;4;4;
AXIXA DO TOCANTINS;TO;;;23;1;;B;9;A;A;15;5;4;5;5;5;
PORTO NACIONAL;TO;;;33;1;;C;4;A;B;18;5;5;3;5;5;
PALMAS;TO;PALMAS;TO;16;2;1;P;4;A;A;;;;;;;
GURUPI;TO;;;20;1;;H;5;A;A;;;;;;;
PALMAS;TO;;;16;3;;M;4;A;A;15;2;0;3;2;1;
PALMAS;TO;;;16;3;;H;4;A;A;15;5;4;1;5;0;
PORTO NACIONAL;TO;;;25;1;;C;4;A;A;18;5;5;5;5;5;
ITACAJA;TO;;;17;3;;E;4;A;A;;;;;;;
SANDOLANDIA;TO;;;18;3;;B;7;A;A;14;5;0;0;5;5;
PALMAS;TO;;;19;1;;D;5;A;A;;;;;;;
PINDORAMA DO TOCANTINS;TO;PINDORAMA DO TOCANTINS;TO;17;2;1;C;5;A;A;14;5;3;5;4;5;
PARAISO DO TOCANTINS;TO;;;16;3;;E;4;A;A;;;;;;;
GUARAI;TO;;;20;1;;B;2;A;A;16;0;0;2;5;5;
GURUPI;TO;;;22;1;;B;2;A;A;14;5;2;5;5;5;
PALMAS;TO;;;27;1;;I;5;A;A;21;2;0;5;4;3;
SITIO NOVO DO TOCANTINS;TO;;;20;1;;H;7;A;A;;;;;;;
PORTO NACIONAL;TO;;;40;1;;B;3;A;A;20;5;5;5;5;5;
GURUPI;TO;GURUPI;TO;17;2;1;C;2;A;A;;;;;;;
PALMAS;TO;;;19;1;;I;3;A;A;;;;;;;
PALMAS;TO;;;51;1;;E;5;A;A;13;5;5;5;5;5;
PALMAS;TO;;;19;1;;C;5;A;A;15;5;0;3;4;4;
PALMEIRANTE;TO;;;25;1;;B;2;A;A;17;0;0;5;2;5;
PALMAS;TO;;;15;3;;G;5;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;19;2;1;B;5;A;C;17;5;3;5;5;5;
PALMAS;TO;;;19;1;;B;5;A;A;17;5;5;5;5;4;
PALMAS;TO;;;18;3;;D;6;A;A;;;;;;;
SANTA TEREZA DO TOCANTINS;TO;;;15;3;;B;5;A;A;;;;;;;
COLMEIA;TO;COLMEIA;TO;18;2;1;D;3;A;A;;;;;;;
PALMAS;TO;;;23;1;;G;4;A;A;17;2;0;5;5;4;
ALVORADA;TO;ALVORADA;TO;17;2;1;C;4;A;A;14;2;0;4;4;1;
PARAISO DO TOCANTINS;TO;;;17;3;;C;8;A;A;15;2;1;5;5;5;
ARAGUAINA;TO;;;19;4;;B;6;A;A;17;5;0;5;5;5;
PARAISO DO TOCANTINS;TO;;;18;1;;C;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;20;1;;C;5;A;A;;;;;;;
ARAGUAINA;TO;;;28;1;;B;5;A;A;18;5;5;5;5;5;
PALMAS;TO;;;19;1;;G;5;A;A;;;;;;;
GUARAI;TO;GUARAI;TO;17;2;1;E;4;A;A;;;;;;;
PALMAS;TO;;;16;3;;Q;4;A;A;;;;;;;
PALMAS;TO;;;16;3;;E;4;A;A;15;5;0;5;5;5;
ARAGUAINA;TO;;;16;3;;F;5;A;A;;;;;;;
PALMAS;TO;;;26;1;;H;3;A;A;22;5;5;5;4;5;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;18;2;1;G;5;A;A;;;;;;;
ARAGUAINA;TO;;;18;1;;B;3;A;A;16;0;0;5;5;2;
COMBINADO;TO;COMBINADO;TO;17;2;1;D;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;J;5;A;A;15;3;0;5;5;5;
PALMAS;TO;;;19;1;;B;6;A;A;17;5;0;5;5;5;
PALMAS;TO;;;22;1;;C;3;A;A;14;0;5;5;5;0;
ARAPOEMA;TO;ARAPOEMA;TO;18;2;1;F;4;A;A;16;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;J;6;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;B;7;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;16;2;2;L;6;A;A;;;;;;;
GUARAI;TO;;;26;1;;C;3;A;A;18;4;5;5;5;5;
RECURSOLANDIA;TO;;;31;1;;I;5;A;A;13;0;5;5;0;5;
PIUM;TO;PIUM;TO;18;2;1;F;5;A;A;;;;;;;
PALMAS;TO;;;29;1;;H;3;A;A;23;3;3;4;5;5;
BABACULANDIA;TO;;;20;1;;B;5;A;A;;;;;;;
ARAGUAINA;TO;;;22;1;;C;4;A;A;17;5;2;5;5;5;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;17;2;2;I;4;A;A;;;;;;;
ARAGUAINA;TO;;;20;1;;B;3;A;A;19;5;4;5;5;5;
GUARAI;TO;;;16;3;;D;4;A;A;;;;;;;
XAMBIOA;TO;;;19;1;;C;4;A;A;16;5;0;5;5;5;
PORTO NACIONAL;TO;;;22;3;;B;3;D;C;16;1;4;5;5;2;
PALMAS;TO;;;45;1;;G;7;A;A;18;0;5;0;3;5;
GOIATINS;TO;;;22;1;;A;7;A;A;17;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;2;N;5;A;A;;;;;;;
PORTO NACIONAL;TO;;;25;1;;C;3;A;A;16;5;3;4;2;5;
PALMAS;TO;;;21;1;;C;5;A;A;14;3;0;5;5;5;
ARRAIAS;TO;;;19;1;;B;1;A;A;;;;;;;
SANTA TEREZA DO TOCANTINS;TO;SANTA TEREZA DO TOCANTINS;TO;33;2;1;B;5;A;A;;;;;;;
ARAGUAINA;TO;;;36;1;;D;4;E;A;15;3;5;3;3;4;
PALMAS;TO;;;16;3;;F;4;A;A;;;;;;;
BARRA DO OURO;TO;;;22;1;;B;5;A;A;14;5;5;5;5;5;
PALMAS;TO;;;20;1;;D;3;A;A;17;4;0;3;3;3;
SANTA TEREZA DO TOCANTINS;TO;;;16;3;;F;3;A;A;14;3;0;5;4;3;
PALMAS;TO;;;18;1;;J;6;A;A;;;;;;;
PALMAS;TO;;;20;1;;B;7;A;A;;;;;;;
ANGICO;TO;ANGICO;TO;18;2;1;B;3;B;A;;;;;;;
PALMAS;TO;;;19;1;;J;3;A;A;18;3;0;3;4;5;
ARAGUAINA;TO;;;29;1;;G;7;A;A;18;5;5;5;5;5;
PALMAS;TO;;;23;1;;H;7;A;A;;;;;;;
IPUEIRAS;TO;;;19;1;;C;5;A;A;;;;;;;
PALMAS;TO;;;26;1;;B;1;A;A;19;5;5;5;5;5;
PALMAS;TO;;;24;1;;F;5;A;A;18;3;0;3;4;3;
CRISTALANDIA;TO;;;20;1;;B;3;A;A;;;;;;;
TAGUATINGA;TO;;;16;3;;E;4;A;A;;;;;;;
PALMAS;TO;;;19;1;;D;3;A;A;13;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;19;2;1;C;6;A;A;;;;;;;
ARAGUAINA;TO;;;19;1;;C;5;A;B;15;5;5;5;5;5;
PALMAS;TO;;;22;1;;F;3;A;A;14;2;1;4;4;4;
PARAISO DO TOCANTINS;TO;;;37;1;;E;3;D;A;20;3;5;5;5;5;
PALMAS;TO;;;25;1;;J;2;A;A;17;5;5;5;5;5;
PALMAS;TO;;;18;4;;L;5;A;A;17;0;0;5;5;0;
PALMAS;TO;PALMAS;TO;17;2;2;F;4;A;A;;;;;;;
ALIANCA DO TOCANTINS;TO;ALIANCA DO TOCANTINS;TO;18;2;1;G;4;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;MIRACEMA DO TOCANTINS;TO;17;2;1;F;4;A;A;13;0;0;5;3;3;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;C;4;A;A;;;;;;;
CRISTALANDIA;TO;;;17;3;;B;4;A;A;14;0;0;5;5;5;
ARAGUAINA;TO;;;26;1;;B;5;A;A;17;5;5;5;5;5;
PALMAS;TO;;;19;1;;E;5;A;A;;;;;;;
PALMAS;TO;;;22;1;;H;3;A;A;15;4;0;5;5;5;
PALMAS;TO;;;25;1;;B;4;A;A;13;2;3;5;1;5;
SILVANOPOLIS;TO;;;21;1;;C;5;A;B;20;2;4;5;4;5;
GURUPI;TO;;;16;3;;G;3;A;A;;;;;;;
PALMAS;TO;;;16;3;;N;4;A;A;;;;;;;
ARAGOMINAS;TO;ARAGOMINAS;TO;17;2;1;B;4;A;A;;;;;;;
PALMEIRAS DO TOCANTINS;TO;;;17;3;;C;3;A;A;;;;;;;
PALMAS;TO;;;21;1;;F;3;A;A;16;5;0;5;5;1;
